,grid_size,height,max_distance,refractory_period,probability_of_spontaneous_activity,random_connection,spikes_total,spikes_neighbours,spikes_input
0,2500.0,1.0,3.0,3.0,0.02,False,43,0,43
1,,,,,,,930,899,31
2,,,,,,,1265,1255,10
3,,,,,,,246,246,0
4,,,,,,,16,16,0
5,,,,,,,1,0,1
6,,,,,,,46,22,24
7,,,,,,,596,563,33
8,,,,,,,1276,1266,10
9,,,,,,,484,480,4
10,,,,,,,85,85,0
11,,,,,,,14,12,2
12,,,,,,,52,37,15
13,,,,,,,402,358,44
14,,,,,,,1166,1151,15
15,,,,,,,762,760,2
16,,,,,,,97,97,0
17,,,,,,,19,17,2
18,,,,,,,40,35,5
19,,,,,,,182,154,28
20,,,,,,,768,743,25
21,,,,,,,1067,1060,7
22,,,,,,,380,378,2
23,,,,,,,62,62,0
24,,,,,,,5,1,4
25,,,,,,,85,68,17
26,,,,,,,532,497,35
27,,,,,,,1205,1191,14
28,,,,,,,618,617,1
29,,,,,,,56,56,0
30,,,,,,,1,0,1
31,,,,,,,35,28,7
32,,,,,,,271,239,32
33,,,,,,,1129,1113,16
34,,,,,,,927,925,2
35,,,,,,,137,137,0
36,,,,,,,0,0,0
37,,,,,,,7,0,7
38,,,,,,,177,157,20
39,,,,,,,761,736,25
40,,,,,,,1122,1116,6
41,,,,,,,398,398,0
42,,,,,,,35,35,0
43,,,,,,,5,0,5
44,,,,,,,150,132,18
45,,,,,,,671,642,29
46,,,,,,,1188,1186,2
47,,,,,,,437,437,0
48,,,,,,,49,49,0
49,,,,,,,3,0,3
50,,,,,,,85,68,17
51,,,,,,,558,528,30
52,,,,,,,1128,1115,13
53,,,,,,,601,599,2
54,,,,,,,97,96,1
55,,,,,,,29,28,1
56,,,,,,,42,28,14
57,,,,,,,377,363,14
58,,,,,,,815,788,27
59,,,,,,,899,894,5
60,,,,,,,321,320,1
61,,,,,,,39,39,0
62,,,,,,,17,6,11
63,,,,,,,230,215,15
64,,,,,,,678,650,28
65,,,,,,,938,928,10
66,,,,,,,514,513,1
67,,,,,,,119,119,0
68,,,,,,,15,10,5
69,,,,,,,103,85,18
70,,,,,,,574,546,28
71,,,,,,,946,937,9
72,,,,,,,589,580,9
