,grid_size,height,max_distance,refractory_period,probability_of_spontaneous_activity,random_connection,spikes_total,spikes_neighbours,spikes_input
0,2500.0,3.0,3.0,6.0,0.03,False,74,0,74
1,,,,,,,178,114,64
2,,,,,,,430,378,52
3,,,,,,,677,644,33
4,,,,,,,650,640,10
5,,,,,,,339,338,1
6,,,,,,,122,120,2
7,,,,,,,30,30,0
8,,,,,,,5,2,3
9,,,,,,,6,0,6
10,,,,,,,17,0,17
11,,,,,,,39,0,39
12,,,,,,,67,15,52
13,,,,,,,142,93,49
14,,,,,,,349,288,61
15,,,,,,,552,503,49
16,,,,,,,574,546,28
17,,,,,,,439,431,8
18,,,,,,,214,212,2
19,,,,,,,71,67,4
20,,,,,,,46,40,6
21,,,,,,,26,18,8
22,,,,,,,27,2,25
23,,,,,,,68,28,40
24,,,,,,,154,107,47
25,,,,,,,298,242,56
26,,,,,,,484,437,47
27,,,,,,,606,576,30
28,,,,,,,486,476,10
29,,,,,,,243,241,2
30,,,,,,,100,98,2
31,,,,,,,31,29,2
32,,,,,,,11,5,6
33,,,,,,,13,2,11
34,,,,,,,33,5,28
35,,,,,,,90,49,41
36,,,,,,,224,171,53
37,,,,,,,502,455,47
38,,,,,,,666,647,19
39,,,,,,,445,423,22
40,,,,,,,254,250,4
41,,,,,,,117,114,3
42,,,,,,,75,72,3
43,,,,,,,42,39,3
44,,,,,,,38,26,12
45,,,,,,,49,23,26
46,,,,,,,63,18,45
47,,,,,,,175,137,38
48,,,,,,,405,364,41
49,,,,,,,573,532,41
50,,,,,,,496,469,27
51,,,,,,,279,260,19
52,,,,,,,162,158,4
53,,,,,,,123,117,6
54,,,,,,,91,85,6
55,,,,,,,78,69,9
56,,,,,,,45,30,15
57,,,,,,,54,17,37
58,,,,,,,119,67,52
59,,,,,,,335,294,41
60,,,,,,,487,455,32
61,,,,,,,447,427,20
62,,,,,,,378,366,12
63,,,,,,,282,272,10
64,,,,,,,180,174,6
65,,,,,,,120,117,3
66,,,,,,,75,69,6
67,,,,,,,26,14,12
68,,,,,,,25,1,24
69,,,,,,,50,19,31
70,,,,,,,117,73,44
71,,,,,,,251,195,56
72,,,,,,,452,411,41
73,,,,,,,612,584,28
74,,,,,,,504,495,9
75,,,,,,,254,242,12
76,,,,,,,128,122,6
77,,,,,,,88,82,6
78,,,,,,,29,24,5
79,,,,,,,16,2,14
80,,,,,,,33,6,27
81,,,,,,,102,62,40
82,,,,,,,244,186,58
83,,,,,,,405,354,51
84,,,,,,,558,518,40
85,,,,,,,576,561,15
86,,,,,,,351,344,7
87,,,,,,,98,92,6
88,,,,,,,68,65,3
89,,,,,,,43,36,7
90,,,,,,,21,11,10
91,,,,,,,29,11,18
92,,,,,,,73,36,37
93,,,,,,,164,114,50
94,,,,,,,305,249,56
95,,,,,,,528,486,42
96,,,,,,,651,629,22
97,,,,,,,446,441,5
98,,,,,,,163,159,4
99,,,,,,,69,65,4
100,,,,,,,52,48,4
101,,,,,,,36,23,13
102,,,,,,,47,38,9
103,,,,,,,88,62,26
104,,,,,,,163,124,39
105,,,,,,,289,231,58
106,,,,,,,452,414,38
107,,,,,,,514,488,26
108,,,,,,,409,397,12
109,,,,,,,283,277,6
110,,,,,,,169,169,0
111,,,,,,,64,56,8
112,,,,,,,28,19,9
113,,,,,,,43,34,9
114,,,,,,,85,58,27
115,,,,,,,152,113,39
116,,,,,,,266,235,31
117,,,,,,,393,349,44
118,,,,,,,471,443,28
119,,,,,,,391,375,16
120,,,,,,,322,313,9
121,,,,,,,249,244,5
122,,,,,,,114,110,4
123,,,,,,,19,11,8
124,,,,,,,31,14,17
125,,,,,,,85,59,26
126,,,,,,,158,120,38
127,,,,,,,255,211,44
128,,,,,,,395,362,33
129,,,,,,,418,382,36
130,,,,,,,345,315,30
131,,,,,,,301,287,14
132,,,,,,,280,270,10
133,,,,,,,167,160,7
134,,,,,,,62,56,6
135,,,,,,,55,25,30
136,,,,,,,93,69,24
137,,,,,,,183,154,29
138,,,,,,,286,254,32
139,,,,,,,388,356,32
140,,,,,,,411,379,32
141,,,,,,,359,327,32
142,,,,,,,326,309,17
143,,,,,,,204,198,6
144,,,,,,,110,105,5
145,,,,,,,68,57,11
146,,,,,,,44,23,21
147,,,,,,,71,31,40
148,,,,,,,198,167,31
149,,,,,,,299,263,36
150,,,,,,,429,392,37
151,,,,,,,434,414,20
152,,,,,,,375,360,15
153,,,,,,,296,284,12
154,,,,,,,171,163,8
155,,,,,,,125,116,9
156,,,,,,,73,66,7
157,,,,,,,42,27,15
158,,,,,,,90,57,33
159,,,,,,,198,151,47
160,,,,,,,356,328,28
161,,,,,,,447,419,28
162,,,,,,,373,347,26
163,,,,,,,309,286,23
164,,,,,,,278,265,13
165,,,,,,,221,213,8
166,,,,,,,156,153,3
167,,,,,,,62,52,10
168,,,,,,,24,6,18
169,,,,,,,64,37,27
170,,,,,,,185,145,40
171,,,,,,,312,287,25
172,,,,,,,369,334,35
173,,,,,,,425,401,24
174,,,,,,,386,364,22
175,,,,,,,323,308,15
176,,,,,,,247,241,6
177,,,,,,,110,100,10
178,,,,,,,63,47,16
179,,,,,,,47,32,15
180,,,,,,,96,69,27
181,,,,,,,227,188,39
182,,,,,,,339,309,30
183,,,,,,,444,406,38
184,,,,,,,412,389,23
185,,,,,,,363,346,17
186,,,,,,,280,271,9
187,,,,,,,147,139,8
188,,,,,,,78,71,7
189,,,,,,,53,37,16
190,,,,,,,62,39,23
191,,,,,,,137,111,26
192,,,,,,,219,191,28
193,,,,,,,301,265,36
194,,,,,,,360,326,34
195,,,,,,,371,343,28
196,,,,,,,334,316,18
197,,,,,,,293,283,10
198,,,,,,,229,217,12
199,,,,,,,120,110,10
200,,,,,,,80,69,11
201,,,,,,,46,27,19
202,,,,,,,70,50,20
203,,,,,,,137,103,34
204,,,,,,,246,206,40
205,,,,,,,345,305,40
206,,,,,,,401,370,31
207,,,,,,,437,417,20
208,,,,,,,375,361,14
209,,,,,,,244,240,4
210,,,,,,,119,115,4
211,,,,,,,76,65,11
212,,,,,,,50,32,18
213,,,,,,,100,82,18
214,,,,,,,159,134,25
215,,,,,,,215,176,39
216,,,,,,,336,279,57
217,,,,,,,465,430,35
218,,,,,,,477,456,21
219,,,,,,,339,330,9
220,,,,,,,201,197,4
221,,,,,,,101,99,2
222,,,,,,,58,47,11
223,,,,,,,47,35,12
224,,,,,,,57,34,23
225,,,,,,,108,67,41
226,,,,,,,275,229,46
227,,,,,,,408,363,45
228,,,,,,,535,510,25
229,,,,,,,423,401,22
230,,,,,,,313,297,16
231,,,,,,,230,222,8
232,,,,,,,102,99,3
233,,,,,,,35,29,6
234,,,,,,,31,10,21
235,,,,,,,53,33,20
236,,,,,,,142,112,30
237,,,,,,,245,207,38
238,,,,,,,384,336,48
239,,,,,,,439,405,34
240,,,,,,,476,452,24
241,,,,,,,385,379,6
242,,,,,,,245,240,5
243,,,,,,,104,102,2
244,,,,,,,11,7,4
245,,,,,,,17,0,17
246,,,,,,,38,17,21
247,,,,,,,115,74,41
248,,,,,,,270,228,42
249,,,,,,,436,403,33
250,,,,,,,511,485,26
251,,,,,,,459,442,17
252,,,,,,,427,422,5
253,,,,,,,185,183,2
254,,,,,,,36,35,1
255,,,,,,,10,4,6
256,,,,,,,20,0,20
257,,,,,,,32,6,26
258,,,,,,,61,26,35
259,,,,,,,180,133,47
260,,,,,,,343,289,54
261,,,,,,,526,497,29
262,,,,,,,594,574,20
263,,,,,,,468,462,6
264,,,,,,,201,199,2
265,,,,,,,66,64,2
266,,,,,,,18,16,2
267,,,,,,,10,1,9
268,,,,,,,37,6,31
269,,,,,,,97,68,29
270,,,,,,,197,163,34
271,,,,,,,305,269,36
272,,,,,,,406,358,48
273,,,,,,,581,555,26
274,,,,,,,553,545,8
275,,,,,,,264,264,0
276,,,,,,,50,50,0
277,,,,,,,3,3,0
278,,,,,,,14,0,14
279,,,,,,,29,3,26
280,,,,,,,91,62,29
281,,,,,,,211,176,35
282,,,,,,,364,322,42
283,,,,,,,502,457,45
284,,,,,,,479,459,20
285,,,,,,,416,402,14
286,,,,,,,245,234,11
287,,,,,,,84,80,4
288,,,,,,,49,44,5
289,,,,,,,47,34,13
290,,,,,,,60,42,18
291,,,,,,,127,95,32
292,,,,,,,220,181,39
293,,,,,,,332,290,42
294,,,,,,,414,369,45
295,,,,,,,489,460,29
296,,,,,,,400,382,18
297,,,,,,,259,252,7
298,,,,,,,122,118,4
299,,,,,,,46,40,6
300,,,,,,,26,15,11
301,,,,,,,36,12,24
302,,,,,,,89,55,34
303,,,,,,,180,142,38
304,,,,,,,280,232,48
305,,,,,,,369,335,34
306,,,,,,,463,440,23
307,,,,,,,444,425,19
308,,,,,,,322,308,14
309,,,,,,,223,218,5
310,,,,,,,76,72,4
311,,,,,,,19,14,5
312,,,,,,,21,4,17
313,,,,,,,63,34,29
314,,,,,,,139,103,36
315,,,,,,,248,211,37
316,,,,,,,340,301,39
317,,,,,,,438,395,43
318,,,,,,,439,415,24
319,,,,,,,394,382,12
320,,,,,,,282,274,8
321,,,,,,,106,101,5
322,,,,,,,37,32,5
323,,,,,,,20,8,12
324,,,,,,,41,5,36
325,,,,,,,109,80,29
326,,,,,,,246,201,45
327,,,,,,,407,368,39
328,,,,,,,543,513,30
329,,,,,,,453,426,27
330,,,,,,,321,307,14
331,,,,,,,202,197,5
332,,,,,,,115,111,4
333,,,,,,,48,44,4
334,,,,,,,29,8,21
335,,,,,,,92,66,26
336,,,,,,,193,162,31
337,,,,,,,334,300,34
338,,,,,,,466,420,46
339,,,,,,,476,453,23
340,,,,,,,443,425,18
341,,,,,,,229,219,10
342,,,,,,,128,124,4
343,,,,,,,73,69,4
344,,,,,,,47,36,11
345,,,,,,,26,10,16
346,,,,,,,64,37,27
347,,,,,,,139,102,37
348,,,,,,,260,221,39
349,,,,,,,431,399,32
350,,,,,,,528,502,26
351,,,,,,,458,446,12
352,,,,,,,301,292,9
353,,,,,,,163,156,7
354,,,,,,,88,84,4
355,,,,,,,47,36,11
356,,,,,,,25,12,13
357,,,,,,,65,33,32
358,,,,,,,171,130,41
359,,,,,,,286,250,36
360,,,,,,,356,320,36
361,,,,,,,438,397,41
362,,,,,,,477,454,23
363,,,,,,,361,356,5
364,,,,,,,196,189,7
365,,,,,,,101,89,12
366,,,,,,,30,23,7
367,,,,,,,25,6,19
368,,,,,,,52,26,26
369,,,,,,,130,89,41
370,,,,,,,270,230,40
371,,,,,,,386,340,46
372,,,,,,,439,413,26
373,,,,,,,380,344,36
374,,,,,,,348,330,18
375,,,,,,,278,271,7
376,,,,,,,156,149,7
377,,,,,,,50,40,10
378,,,,,,,41,31,10
379,,,,,,,94,67,27
380,,,,,,,160,140,20
381,,,,,,,242,205,37
382,,,,,,,336,298,38
383,,,,,,,424,385,39
384,,,,,,,416,393,23
385,,,,,,,339,324,15
386,,,,,,,209,202,7
387,,,,,,,116,108,8
388,,,,,,,60,48,12
389,,,,,,,41,30,11
390,,,,,,,55,30,25
391,,,,,,,79,34,45
392,,,,,,,195,156,39
393,,,,,,,330,280,50
394,,,,,,,381,353,28
395,,,,,,,387,360,27
396,,,,,,,366,347,19
397,,,,,,,286,273,13
398,,,,,,,196,189,7
399,,,,,,,143,136,7
400,,,,,,,64,58,6
401,,,,,,,56,37,19
402,,,,,,,65,32,33
403,,,,,,,137,100,37
404,,,,,,,260,224,36
405,,,,,,,365,332,33
406,,,,,,,394,370,24
407,,,,,,,304,279,25
408,,,,,,,323,302,21
409,,,,,,,308,299,9
410,,,,,,,192,182,10
411,,,,,,,98,95,3
412,,,,,,,48,38,10
413,,,,,,,58,33,25
414,,,,,,,143,99,44
415,,,,,,,271,240,31
416,,,,,,,423,384,39
417,,,,,,,471,449,22
418,,,,,,,357,335,22
419,,,,,,,275,266,9
420,,,,,,,245,237,8
421,,,,,,,168,163,5
422,,,,,,,79,68,11
423,,,,,,,41,27,14
