,grid_size,height,max_distance,refractory_period,probability_of_spontaneous_activity,random_connection,spikes_total,spikes_neighbours,spikes_input
0,2500.0,2.0,3.0,4.0,0.02,False,43,0,43
1,,,,,,,271,242,29
2,,,,,,,783,757,26
3,,,,,,,771,760,11
4,,,,,,,421,416,5
5,,,,,,,202,201,1
6,,,,,,,14,12,2
7,,,,,,,6,0,6
8,,,,,,,25,0,25
9,,,,,,,154,127,27
10,,,,,,,434,396,38
11,,,,,,,715,692,23
12,,,,,,,775,769,6
13,,,,,,,345,345,0
14,,,,,,,51,50,1
15,,,,,,,1,0,1
16,,,,,,,17,0,17
17,,,,,,,93,69,24
18,,,,,,,399,360,39
19,,,,,,,680,657,23
20,,,,,,,753,746,7
21,,,,,,,391,386,5
22,,,,,,,152,152,0
23,,,,,,,17,15,2
24,,,,,,,7,1,6
25,,,,,,,22,0,22
26,,,,,,,88,44,44
27,,,,,,,464,416,48
28,,,,,,,999,973,26
29,,,,,,,708,705,3
30,,,,,,,171,169,2
31,,,,,,,47,47,0
32,,,,,,,0,0,0
33,,,,,,,16,0,16
34,,,,,,,107,74,33
35,,,,,,,445,406,39
36,,,,,,,807,786,21
37,,,,,,,712,700,12
38,,,,,,,335,334,1
39,,,,,,,77,77,0
40,,,,,,,5,2,3
41,,,,,,,9,2,7
42,,,,,,,50,27,23
43,,,,,,,235,205,30
44,,,,,,,606,581,25
45,,,,,,,715,699,16
46,,,,,,,538,532,6
47,,,,,,,232,227,5
48,,,,,,,96,95,1
49,,,,,,,33,24,9
50,,,,,,,73,50,23
51,,,,,,,214,193,21
52,,,,,,,503,473,30
53,,,,,,,673,660,13
54,,,,,,,539,527,12
55,,,,,,,303,301,2
56,,,,,,,128,126,2
57,,,,,,,51,43,8
58,,,,,,,57,44,13
59,,,,,,,155,128,27
60,,,,,,,301,275,26
61,,,,,,,434,405,29
62,,,,,,,631,611,20
63,,,,,,,538,530,8
64,,,,,,,277,274,3
65,,,,,,,95,91,4
66,,,,,,,58,47,11
67,,,,,,,121,106,15
68,,,,,,,316,297,19
69,,,,,,,352,321,31
70,,,,,,,421,392,29
71,,,,,,,603,593,10
72,,,,,,,421,414,7
73,,,,,,,183,177,6
74,,,,,,,82,72,10
75,,,,,,,83,69,14
76,,,,,,,211,194,17
77,,,,,,,362,342,20
78,,,,,,,392,359,33
79,,,,,,,474,458,16
80,,,,,,,462,450,12
81,,,,,,,336,329,7
82,,,,,,,188,184,4
83,,,,,,,101,95,6
84,,,,,,,115,90,25
