,size,duration
2122,5,2
2123,7,2
2124,3,2
2125,4,2
2126,14,2
2127,2,2
2128,8,2
2129,7,2
2130,2,2
2131,2,2
2132,13,2
2133,6,2
2134,3587536,987
2135,3,2
2136,8,2
2137,8,2
2138,9,2
2139,13,2
2140,13,2
2141,12,2
2142,11,2
2143,11,2
2144,12,2
2145,12,2
2146,11,2
2147,9,2
2148,9,2
2149,8,2
2150,6,2
2151,6,2
2152,6,2
2153,6,2
2154,8,2
2155,10,2
2156,8,2
2157,5,2
2158,4,2
2159,3,2
2160,5,2
2161,6,2
2162,5,2
2163,3,2
2164,4,2
2165,4,2
2166,4,2
2167,2,2
2168,3,2
2169,9,2
2170,6,2
2171,6,2
2172,4,2
2173,2,2
2174,76,3
2175,2,2
2176,11,2
2177,7,2
2178,21,2
2179,13,2
2180,7,2
2181,6,2
2182,3,2
2183,5,2
2184,7,2
2185,3,2
2186,13,2
2187,14,2
2188,3634397,1000
2189,2,2
2190,4,2
2191,2,2
2192,4,2
2193,10,2
2194,15,2
2195,8,2
2196,12,2
2197,5,2
2198,8,2
2199,9,2
2200,6,2
2201,3,2
2202,5,2
2203,2,2
2204,13,2
2205,20,2
2206,16,2
2207,2,2
2208,2,2
2209,2,2
2210,3,2
2211,2,2
2212,3,2
2213,5,2
2214,2,2
2215,4,2
2216,5,2
2217,4,2
2218,6,2
2219,7,2
2220,6,2
2221,8,2
2222,7,2
2223,5,2
2224,3,2
2225,2,2
2226,4,2
2227,4,2
2228,4,2
2229,3,2
2230,2,2
2231,2,2
2232,2,2
2233,2,2
2234,2,2
2235,2,2
2236,2,2
2237,82,3
2238,366,4
2239,79,3
2240,158,4
2241,2158,7
2242,5,2
2243,6435,10
2244,13,2
2245,21,2
2246,24,2
2247,10,2
2248,2,2
2249,3,2
2250,3,2
2251,2,2
2252,3,2
2253,3,2
2254,3,2
2255,3,2
2256,6544,12
2257,7,2
2258,4,2
2259,7,2
2260,3,2
2261,2,2
2262,3,2
2263,5,2
2264,12,2
2265,7,2
2266,4,2
2267,9,2
2268,5,2
2269,2,2
2270,10,2
2271,5,2
2272,2,2
2273,9,2
2274,5,2
2275,2,2
2276,11,2
2277,7,2
2278,4,2
2279,12,2
2280,11,2
2281,8,2
2282,4,2
2283,7,2
2284,9,2
2285,8,2
2286,6,2
2287,4,2
2288,4,2
2289,4,2
2290,3,2
2291,2,2
2292,13,2
2293,6,2
2294,3,2
2295,2,2
2296,11,2
2297,7,2
2298,3,2
2299,12,2
2300,8,2
2301,10,2
2302,6,2
2303,2,2
2304,2,2
2305,5097,9
2306,8,2
2307,7,2
2308,8,2
2309,8,2
2310,3,2
2311,4,2
2312,4,2
2313,4,2
2314,3,2
2315,3,2
2316,4,2
2317,9,2
2318,5,2
2319,9,2
2320,5,2
2321,2,2
2322,8,2
2323,5,2
2324,11,2
2325,11,2
2326,9,2
2327,8,2
2328,5,2
2329,3,2
2330,8,2
2331,6,2
2332,5,2
2333,5,2
2334,3,2
2335,2,2
2336,2,2
2337,11,2
2338,2,2
2339,3,2
2340,7,2
2341,9,2
2342,9,2
2343,2,2
2344,6,2
2345,3,2
2346,4,2
2347,3,2
2348,7,2
2349,2,2
2350,2,2
2351,15,2
2352,12,2
2353,4,2
2354,46,3
2355,113,4
2356,5515,12
2357,13,2
2358,6,2
2359,2,2
2360,4,2
2361,8,2
2362,4,2
2363,10,2
2364,3,2
2365,11,2
2366,14,2
2367,2,2
2368,13,2
2369,11,2
2370,9,2
2371,8,2
2372,6,2
2373,3,2
2374,6,2
2375,3,2
2376,4,2
2377,19,2
2378,10,2
2379,18,2
2380,3,2
2381,6,2
2382,10,2
2383,3,2
2384,6,2
2385,2,2
2386,135,3
2387,135,3
2388,13,2
2389,10,2
2390,8,2
2391,10,2
2392,10,2
2393,8,2
2394,13,2
2395,4,2
2396,3,2
2397,5,2
2398,2,2
2399,15,2
2400,16,2
2401,26,2
2402,13,2
2403,16,2
2404,7,2
2405,9,2
2406,4,2
2407,6,2
2408,2,2
2409,9,2
2410,8,2
2411,8,2
2412,9,2
2413,5,2
2414,5,2
2415,2,2
2416,8,2
2417,2,2
2418,3,2
2419,2,2
2420,16,2
2421,3,2
2422,6,2
2423,11,2
2424,16,2
2425,6,2
2426,10,2
2427,3,2
2428,2,2
2429,4,2
2430,3479504,965
2431,8,2
2432,7,2
2433,15,2
2434,15,2
2435,6,2
2436,2,2
2437,2,2
2438,8,2
2439,5,2
2440,3,2
2441,15,2
2442,10,2
2443,5,2
2444,4,2
2445,2,2
2446,3,2
2447,6,2
2448,4,2
2449,2,2
2450,2,2
2451,3,2
2452,7,2
2453,2,2
2454,3,2
2455,5,2
2456,3,2
2457,4,2
2458,2,2
2459,10,2
2460,6,2
2461,2,2
2462,2,2
2463,9,2
2464,2,2
2465,8,2
2466,7,2
2467,4,2
2468,5,2
2469,3,2
2470,14,2
2471,7,2
2472,148,3
2473,133,3
2474,2,2
2475,2,2
2476,2,2
2477,2,2
2478,2,2
2479,3602,8
2480,12,2
2481,4,2
2482,4,2
2483,2,2
2484,2,2
2485,8,2
2486,2,2
2487,9,2
2488,5794,9
2489,5,2
2490,7,2
2491,6,2
2492,42,3
2493,8085,11
2494,5,2
2495,7,2
2496,16,2
2497,12,2
2498,6,2
2499,3,2
2500,5,2
2501,6,2
2502,3,2
2503,2,2
2504,14,2
2505,16,2
2506,9,2
2507,7,2
2508,6,2
2509,5,2
2510,3,2
2511,3,2
2512,10,2
2513,8,2
2514,2,2
2515,18252,20
2516,13,2
2517,9655,13
2518,6,2
2519,2,2
2520,7,2
2521,18,2
2522,21,2
2523,21,2
2524,13,2
2525,8,2
2526,8224,11
2527,23,2
2528,8,2
2529,7,2
2530,14,2
2531,12,2
2532,11,2
2533,8,2
2534,3,2
2535,12,2
2536,8,2
2537,5,2
2538,9,2
2539,5,2
2540,2,2
2541,2,2
2542,16,2
2543,8,2
2544,23,2
2545,13,2
2546,11,2
2547,8,2
2548,8,2
2549,6,2
2550,6,2
2551,2,2
2552,5,2
2553,2,2
2554,2,2
2555,4,2
2556,5,2
2557,16,2
2558,13,2
2559,7,2
2560,14,2
2561,9,2
2562,5,2
2563,7,2
2564,3,2
2565,6,2
2566,7,2
2567,12,2
2568,2,2
2569,7,2
2570,3,2
2571,8,2
2572,10,2
2573,5,2
2574,3447308,951
2575,18,2
2576,11,2
2577,12,2
2578,10,2
2579,12,2
2580,6,2
2581,15,2
2582,15,2
2583,13,2
2584,14,2
2585,13,2
2586,14,2
2587,11,2
2588,8,2
2589,19,2
2590,13,2
2591,9,2
2592,6,2
2593,3,2
2594,12,2
2595,10,2
2596,6,2
2597,10,2
2598,7,2
2599,3,2
2600,10,2
2601,8,2
2602,4,2
2603,3,2
2604,13,2
2605,16,2
2606,12,2
2607,12,2
2608,12,2
2609,15,2
2610,11,2
2611,8,2
2612,6,2
2613,7,2
2614,14,2
2615,11,2
2616,6,2
2617,12,2
2618,8,2
2619,8,2
2620,2,2
2621,2,2
2622,2,2
2623,2,2
2624,2,2
2625,2,2
2626,2,2
2627,2,2
2628,2,2
2629,2,2
2630,2,2
2631,2,2
2632,2,2
2633,2,2
2634,2,2
2635,3,2
2636,2,2
2637,2,2
2638,2,2
2639,2,2
2640,4,2
2641,2,2
2642,3,2
2643,2,2
2644,2,2
2645,3,2
2646,3,2
2647,2,2
2648,3,2
2649,2,2
2650,9,2
2651,2536,7
2652,12,2
2653,5659,9
2654,7,2
2655,5,2
2656,6,2
2657,2,2
2658,2,2
2659,3,2
2660,10,2
2661,4,2
2662,5,2
2663,6,2
2664,2,2
2665,3,2
2666,6,2
2667,3,2
2668,6,2
2669,10,2
2670,3,2
2671,6,2
2672,10,2
2673,14,2
2674,13,2
2675,4,2
2676,7,2
2677,9,2
2678,12,2
2679,11,2
2680,10,2
2681,6,2
2682,5,2
2683,2,2
2684,6,2
2685,7,2
2686,7,2
2687,2,2
2688,3,2
2689,5,2
2690,5,2
2691,10,2
2692,3,2
2693,2,2
2694,2,2
2695,4,2
2696,12,2
2697,15,2
2698,11,2
2699,11,2
2700,8,2
2701,12,2
2702,7,2
2703,7,2
2704,3605698,986
2705,15,2
2706,16,2
2707,14,2
2708,14,2
2709,14,2
2710,15,2
2711,14,2
2712,11,2
2713,9,2
2714,7,2
2715,8,2
2716,14,2
2717,9,2
2718,6,2
2719,3,2
2720,3,2
2721,20,2
2722,15,2
2723,10,2
2724,6,2
2725,13,2
2726,9,2
2727,13,2
2728,14,2
2729,9,2
2730,3,2
2731,15,2
2732,11,2
2733,5,2
2734,10,2
2735,6,2
2736,4,2
2737,7,2
2738,10,2
2739,2,2
2740,3,2
2741,2,2
2742,3,2
2743,3,2
2744,6,2
2745,2,2
2746,4,2
2747,3,2
2748,4,2
2749,6,2
2750,2,2
2751,2,2
2752,3,2
2753,19,2
2754,25,2
2755,16,2
2756,13,2
2757,10,2
2758,7,2
2759,14,2
2760,11,2
2761,8,2
2762,5,2
2763,4,2
2764,9,2
2765,6,2
2766,6,2
2767,2,2
2768,6,2
2769,2,2
2770,2,2
2771,2,2
2772,3,2
2773,4,2
2774,4,2
2775,2,2
2776,6,2
2777,5,2
2778,5,2
2779,5,2
2780,5,2
2781,6,2
2782,6,2
2783,6,2
2784,4,2
2785,2,2
2786,5,2
2787,4,2
2788,3,2
2789,3,2
2790,3,2
2791,15,2
2792,9,2
2793,8,2
2794,11,2
2795,17,2
2796,23,2
2797,18,2
2798,6,2
2799,3,2
2800,3,2
2801,19,2
2802,12,2
2803,2,2
2804,3,2
2805,4,2
2806,3,2
2807,4,2
2808,8,2
2809,5,2
2810,3,2
2811,12,2
2812,8,2
2813,5,2
2814,2,2
2815,13,2
2816,9,2
2817,6,2
2818,15,2
2819,13,2
2820,9,2
2821,6,2
2822,10,2
2823,6,2
2824,2,2
2825,3,2
2826,4,2
2827,3,2
2828,2,2
2829,2,2
2830,3,2
2831,3,2
2832,5,2
2833,15,2
2834,15,2
2835,11,2
2836,5,2
2837,14,2
2838,13,2
2839,8,2
2840,9,2
2841,8,2
2842,9,2
2843,9,2
2844,8,2
2845,5,2
2846,7,2
2847,8,2
2848,8,2
2849,5,2
2850,7,2
2851,6,2
2852,4,2
2853,5,2
2854,3,2
2855,2,2
2856,4,2
2857,4,2
2858,2,2
2859,3,2
2860,3,2
2861,2,2
2862,2,2
2863,3,2
2864,2,2
2865,3,2
2866,3,2
2867,2,2
2868,8,2
2869,16,2
2870,12,2
2871,14,2
2872,9,2
2873,3608743,1000
2874,9,2
2875,14,2
2876,10,2
2877,5,2
2878,2,2
2879,18,2
2880,13,2
2881,8,2
2882,3,2
2883,14,2
2884,5,2
2885,2,2
2886,15,2
2887,4199,8
2888,8,2
2889,3,2
2890,7,2
2891,9,2
2892,3,2
2893,6,2
2894,16,2
2895,13,2
2896,14,2
2897,11,2
2898,19,2
2899,19,2
2900,7,2
2901,14,2
2902,6874,9
2903,11,2
2904,20,2
2905,7,2
2906,7,2
2907,6,2
2908,6,2
2909,7,2
2910,9,2
2911,11,2
2912,6,2
2913,6,2
2914,6,2
2915,6,2
2916,7,2
2917,9,2
2918,11,2
2919,4,2
2920,6,2
2921,8,2
2922,14,2
2923,15120,17
2924,3,2
2925,4,2
2926,2,2
2927,4,2
2928,2,2
2929,2,2
2930,2,2
2931,2,2
2932,2,2
2933,2,2
2934,3,2
2935,4,2
2936,4,2
2937,5,2
2938,5,2
2939,9,2
2940,4,2
2941,2,2
2942,2,2
2943,3,2
2944,8,2
2945,4,2
2946,4688,12
2947,3,2
2948,7688,11
2949,3,2
2950,3,2
2951,6,2
2952,2,2
2953,3,2
2954,5,2
2955,16,2
2956,12,2
2957,15,2
2958,11,2
2959,12,2
2960,3,2
2961,2,2
2962,2,2
2963,3,2
2964,10,2
2965,26,2
2966,3,2
2967,6,2
2968,3484736,956
2969,3,2
2970,13,2
2971,9,2
2972,5,2
2973,13,2
2974,7,2
2975,15,2
2976,4,2
2977,4,2
2978,3,2
2979,3,2
2980,4,2
2981,4,2
2982,3,2
2983,2,2
2984,2,2
2985,2,2
2986,3,2
2987,14,2
2988,4,2
2989,7,2
2990,2,2
2991,4,2
2992,7,2
2993,4,2
2994,7,2
2995,10,2
2996,7,2
2997,9,2
2998,12,2
2999,2,2
3000,4,2
3001,5,2
3002,6,2
3003,2,2
3004,2,2
3005,3,2
3006,4,2
3007,4,2
3008,4,2
3009,4,2
3010,4,2
3011,2,2
3012,4,2
3013,4,2
3014,4,2
3015,3,2
3016,3,2
3017,3,2
3018,3,2
3019,2,2
3020,2,2
3021,2,2
3022,49,3
3023,69,4
3024,2345,7
3025,182,5
3026,13,2
3027,23,2
3028,2,2
3029,3,2
3030,2,2
3031,2,2
3032,3,2
3033,4,2
3034,6,2
3035,4,2
3036,3,2
3037,3,2
3038,4,2
3039,4,2
3040,2,2
3041,2,2
3042,2,2
3043,2,2
3044,9,2
3045,4,2
3046,5,2
3047,12,2
3048,4,2
3049,6,2
3050,3,2
3051,6,2
3052,8,2
3053,10,2
3054,3,2
3055,6,2
3056,8,2
3057,8,2
3058,8,2
3059,4,2
3060,4,2
3061,5,3
3062,5,3
3063,5,3
3064,18,2
3065,9,2
3066,16,2
3067,6,2
3068,4,2
3069,2,2
3070,2,2
3071,2,2
3072,4,2
3073,16,2
3074,17,2
3075,18,2
3076,24,2
3077,8,2
3078,5,2
3079,9,2
3080,13,2
3081,12,2
3082,3647127,994
