,grid_size,height,max_distance,refractory_period,probability_of_spontaneous_activity,random_connection,spikes_total,spikes_neighbours,spikes_input
0,2500.0,9.0,3.0,4.0,0.02,False,54,0,54
1,,,,,,,44,0,44
2,,,,,,,47,0,47
3,,,,,,,38,0,38
4,,,,,,,49,0,49
5,,,,,,,44,0,44
6,,,,,,,34,0,34
7,,,,,,,53,0,53
8,,,,,,,38,0,38
9,,,,,,,57,0,57
10,,,,,,,46,0,46
11,,,,,,,39,0,39
12,,,,,,,40,0,40
13,,,,,,,53,0,53
14,,,,,,,48,0,48
15,,,,,,,43,0,43
16,,,,,,,32,0,32
17,,,,,,,47,0,47
18,,,,,,,46,0,46
19,,,,,,,51,0,51
20,,,,,,,55,0,55
21,,,,,,,47,0,47
22,,,,,,,56,0,56
23,,,,,,,46,0,46
24,,,,,,,45,0,45
25,,,,,,,46,0,46
26,,,,,,,46,0,46
27,,,,,,,33,0,33
28,,,,,,,35,0,35
29,,,,,,,58,0,58
30,,,,,,,43,0,43
31,,,,,,,47,0,47
32,,,,,,,53,0,53
33,,,,,,,54,0,54
34,,,,,,,39,0,39
35,,,,,,,42,0,42
36,,,,,,,60,0,60
37,,,,,,,49,0,49
38,,,,,,,43,0,43
39,,,,,,,39,0,39
40,,,,,,,44,0,44
41,,,,,,,53,0,53
42,,,,,,,48,0,48
43,,,,,,,46,0,46
44,,,,,,,56,0,56
45,,,,,,,56,0,56
46,,,,,,,39,0,39
47,,,,,,,41,0,41
48,,,,,,,50,0,50
49,,,,,,,42,0,42
50,,,,,,,60,0,60
51,,,,,,,54,0,54
52,,,,,,,47,0,47
53,,,,,,,41,0,41
54,,,,,,,48,0,48
55,,,,,,,40,0,40
56,,,,,,,61,0,61
57,,,,,,,45,0,45
58,,,,,,,61,0,61
59,,,,,,,41,0,41
60,,,,,,,47,0,47
61,,,,,,,54,0,54
62,,,,,,,39,0,39
63,,,,,,,38,0,38
64,,,,,,,47,0,47
65,,,,,,,44,0,44
66,,,,,,,43,0,43
67,,,,,,,54,0,54
68,,,,,,,41,0,41
69,,,,,,,53,0,53
70,,,,,,,45,0,45
71,,,,,,,47,0,47
72,,,,,,,43,0,43
73,,,,,,,44,0,44
74,,,,,,,39,0,39
75,,,,,,,45,0,45
76,,,,,,,47,0,47
77,,,,,,,39,0,39
78,,,,,,,60,0,60
79,,,,,,,42,0,42
80,,,,,,,40,0,40
81,,,,,,,45,0,45
82,,,,,,,47,0,47
83,,,,,,,52,0,52
84,,,,,,,47,0,47
85,,,,,,,34,0,34
86,,,,,,,42,0,42
87,,,,,,,39,0,39
88,,,,,,,44,0,44
89,,,,,,,47,0,47
90,,,,,,,54,0,54
91,,,,,,,44,0,44
92,,,,,,,49,0,49
93,,,,,,,38,0,38
94,,,,,,,59,0,59
95,,,,,,,22,0,22
96,,,,,,,44,0,44
97,,,,,,,44,0,44
98,,,,,,,39,0,39
99,,,,,,,41,0,41
100,,,,,,,34,0,34
101,,,,,,,45,0,45
102,,,,,,,53,0,53
103,,,,,,,47,0,47
104,,,,,,,37,0,37
105,,,,,,,50,0,50
106,,,,,,,41,0,41
107,,,,,,,46,0,46
108,,,,,,,40,0,40
109,,,,,,,55,0,55
110,,,,,,,48,0,48
111,,,,,,,44,0,44
112,,,,,,,47,0,47
113,,,,,,,42,0,42
114,,,,,,,55,0,55
115,,,,,,,40,0,40
116,,,,,,,43,0,43
117,,,,,,,43,0,43
118,,,,,,,47,0,47
119,,,,,,,64,0,64
120,,,,,,,54,0,54
121,,,,,,,44,0,44
122,,,,,,,44,0,44
123,,,,,,,47,0,47
124,,,,,,,55,0,55
125,,,,,,,50,0,50
126,,,,,,,51,0,51
127,,,,,,,45,0,45
128,,,,,,,48,0,48
129,,,,,,,48,0,48
130,,,,,,,60,0,60
131,,,,,,,30,0,30
132,,,,,,,46,0,46
133,,,,,,,44,0,44
134,,,,,,,56,0,56
135,,,,,,,50,0,50
136,,,,,,,52,0,52
137,,,,,,,40,0,40
138,,,,,,,45,0,45
139,,,,,,,51,0,51
140,,,,,,,32,0,32
141,,,,,,,59,0,59
142,,,,,,,45,0,45
143,,,,,,,49,0,49
144,,,,,,,54,0,54
145,,,,,,,39,0,39
146,,,,,,,45,0,45
147,,,,,,,45,0,45
148,,,,,,,39,0,39
149,,,,,,,54,0,54
150,,,,,,,47,0,47
151,,,,,,,41,0,41
152,,,,,,,51,0,51
153,,,,,,,50,0,50
154,,,,,,,48,0,48
155,,,,,,,43,0,43
156,,,,,,,43,0,43
157,,,,,,,58,0,58
158,,,,,,,53,0,53
159,,,,,,,49,0,49
160,,,,,,,36,0,36
161,,,,,,,35,0,35
162,,,,,,,54,0,54
163,,,,,,,41,0,41
164,,,,,,,37,0,37
165,,,,,,,50,0,50
166,,,,,,,45,0,45
167,,,,,,,50,0,50
168,,,,,,,47,0,47
169,,,,,,,53,0,53
170,,,,,,,37,0,37
171,,,,,,,31,0,31
172,,,,,,,47,0,47
173,,,,,,,40,0,40
174,,,,,,,46,0,46
175,,,,,,,45,0,45
176,,,,,,,47,0,47
177,,,,,,,54,0,54
178,,,,,,,45,0,45
179,,,,,,,49,0,49
180,,,,,,,50,0,50
181,,,,,,,47,0,47
182,,,,,,,52,0,52
183,,,,,,,30,0,30
184,,,,,,,34,0,34
185,,,,,,,50,0,50
186,,,,,,,51,0,51
187,,,,,,,40,0,40
188,,,,,,,36,0,36
189,,,,,,,43,0,43
190,,,,,,,55,0,55
191,,,,,,,50,0,50
192,,,,,,,40,0,40
193,,,,,,,46,0,46
194,,,,,,,28,0,28
195,,,,,,,42,0,42
196,,,,,,,50,0,50
197,,,,,,,35,0,35
198,,,,,,,56,0,56
199,,,,,,,50,0,50
200,,,,,,,56,0,56
201,,,,,,,47,0,47
202,,,,,,,48,0,48
203,,,,,,,37,0,37
204,,,,,,,61,0,61
205,,,,,,,38,0,38
206,,,,,,,46,0,46
207,,,,,,,44,0,44
208,,,,,,,47,0,47
209,,,,,,,35,0,35
210,,,,,,,51,0,51
211,,,,,,,36,0,36
212,,,,,,,48,0,48
213,,,,,,,42,0,42
214,,,,,,,50,0,50
215,,,,,,,38,0,38
216,,,,,,,50,0,50
217,,,,,,,51,0,51
218,,,,,,,45,0,45
219,,,,,,,37,0,37
220,,,,,,,33,0,33
221,,,,,,,35,0,35
222,,,,,,,46,0,46
223,,,,,,,47,0,47
224,,,,,,,45,0,45
225,,,,,,,41,0,41
226,,,,,,,39,0,39
227,,,,,,,45,0,45
228,,,,,,,32,0,32
229,,,,,,,47,0,47
230,,,,,,,57,0,57
231,,,,,,,50,0,50
232,,,,,,,49,0,49
233,,,,,,,36,0,36
234,,,,,,,46,0,46
235,,,,,,,49,0,49
236,,,,,,,41,0,41
237,,,,,,,54,0,54
238,,,,,,,50,0,50
239,,,,,,,50,0,50
240,,,,,,,59,0,59
241,,,,,,,39,0,39
242,,,,,,,45,0,45
243,,,,,,,41,0,41
244,,,,,,,45,0,45
245,,,,,,,46,0,46
246,,,,,,,37,0,37
247,,,,,,,44,0,44
248,,,,,,,49,0,49
249,,,,,,,47,0,47
250,,,,,,,45,0,45
251,,,,,,,35,0,35
252,,,,,,,55,0,55
