,grid_size,height,max_distance,refractory_period,probability_of_spontaneous_activity,random_connection,spikes_total,spikes_neighbours,spikes_input
0,2500.0,2.0,3.0,5.0,0.02,False,45,0,45
1,,,,,,,258,214,44
2,,,,,,,779,746,33
3,,,,,,,821,811,10
4,,,,,,,460,457,3
5,,,,,,,102,102,0
6,,,,,,,25,25,0
7,,,,,,,11,9,2
8,,,,,,,13,1,12
9,,,,,,,44,22,22
10,,,,,,,188,157,31
11,,,,,,,553,518,35
12,,,,,,,816,798,18
13,,,,,,,627,620,7
14,,,,,,,179,177,2
15,,,,,,,63,62,1
16,,,,,,,19,18,1
17,,,,,,,6,1,5
18,,,,,,,33,10,23
19,,,,,,,182,147,35
20,,,,,,,448,431,17
21,,,,,,,620,605,15
22,,,,,,,660,650,10
23,,,,,,,389,383,6
24,,,,,,,141,140,1
25,,,,,,,24,23,1
26,,,,,,,1,0,1
27,,,,,,,12,0,12
28,,,,,,,73,47,26
29,,,,,,,305,265,40
30,,,,,,,587,566,21
31,,,,,,,735,716,19
32,,,,,,,534,528,6
33,,,,,,,201,200,1
34,,,,,,,49,49,0
35,,,,,,,6,3,3
36,,,,,,,6,0,6
37,,,,,,,16,2,14
38,,,,,,,104,72,32
39,,,,,,,387,349,38
40,,,,,,,807,782,25
41,,,,,,,684,671,13
42,,,,,,,396,395,1
43,,,,,,,90,90,0
44,,,,,,,9,9,0
45,,,,,,,2,0,2
46,,,,,,,12,0,12
47,,,,,,,50,33,17
48,,,,,,,195,160,35
49,,,,,,,414,375,39
50,,,,,,,677,652,25
51,,,,,,,665,656,9
52,,,,,,,363,362,1
53,,,,,,,107,107,0
54,,,,,,,17,16,1
55,,,,,,,2,0,2
56,,,,,,,10,0,10
57,,,,,,,39,17,22
58,,,,,,,195,155,40
59,,,,,,,581,551,30
60,,,,,,,727,696,31
61,,,,,,,633,624,9
62,,,,,,,277,277,0
63,,,,,,,39,39,0
64,,,,,,,3,1,2
65,,,,,,,9,6,3
66,,,,,,,65,54,11
67,,,,,,,201,171,30
68,,,,,,,446,412,34
69,,,,,,,674,642,32
70,,,,,,,686,683,3
71,,,,,,,356,354,2
72,,,,,,,59,59,0
73,,,,,,,2,2,0
74,,,,,,,4,0,4
75,,,,,,,23,8,15
76,,,,,,,157,133,24
77,,,,,,,398,373,25
78,,,,,,,546,529,17
79,,,,,,,628,611,17
80,,,,,,,478,470,8
81,,,,,,,229,228,1
82,,,,,,,38,37,1
83,,,,,,,4,2,2
84,,,,,,,11,0,11
85,,,,,,,74,44,30
86,,,,,,,318,283,35
87,,,,,,,679,648,31
88,,,,,,,636,624,12
89,,,,,,,465,458,7
90,,,,,,,260,260,0
91,,,,,,,52,52,0
92,,,,,,,2,2,0
93,,,,,,,4,0,4
94,,,,,,,46,18,28
95,,,,,,,223,191,32
96,,,,,,,495,464,31
97,,,,,,,682,663,19
98,,,,,,,579,567,12
99,,,,,,,333,331,2
100,,,,,,,123,123,0
101,,,,,,,15,14,1
102,,,,,,,6,3,3
103,,,,,,,11,2,9
104,,,,,,,59,35,24
105,,,,,,,253,222,31
106,,,,,,,562,542,20
107,,,,,,,825,803,22
108,,,,,,,553,552,1
109,,,,,,,180,177,3
110,,,,,,,49,49,0
111,,,,,,,6,6,0
112,,,,,,,3,0,3
