,grid_size,height,max_distance,refractory_period,probability_of_spontaneous_activity,random_connection,spikes_total,spikes_neighbours,spikes_input
0,2500.0,1.0,3.0,4.0,0.02,False,48,0,48
1,,,,,,,1036,1008,28
2,,,,,,,1236,1234,2
3,,,,,,,180,180,0
4,,,,,,,0,0,0
5,,,,,,,0,0,0
6,,,,,,,0,0,0
7,,,,,,,22,0,22
8,,,,,,,556,526,30
9,,,,,,,1256,1238,18
10,,,,,,,587,585,2
11,,,,,,,79,79,0
12,,,,,,,0,0,0
13,,,,,,,1,0,1
14,,,,,,,31,27,4
15,,,,,,,190,151,39
16,,,,,,,970,946,24
17,,,,,,,1060,1053,7
18,,,,,,,248,248,0
19,,,,,,,0,0,0
20,,,,,,,1,0,1
21,,,,,,,32,28,4
22,,,,,,,206,181,25
23,,,,,,,764,735,29
24,,,,,,,1002,989,13
25,,,,,,,453,452,1
26,,,,,,,42,42,0
27,,,,,,,0,0,0
28,,,,,,,6,0,6
29,,,,,,,160,148,12
30,,,,,,,501,467,34
31,,,,,,,962,946,16
32,,,,,,,748,744,4
33,,,,,,,123,123,0
34,,,,,,,0,0,0
35,,,,,,,0,0,0
36,,,,,,,8,0,8
37,,,,,,,187,157,30
38,,,,,,,906,874,32
39,,,,,,,1117,1109,8
40,,,,,,,280,280,0
41,,,,,,,2,2,0
42,,,,,,,0,0,0
43,,,,,,,6,0,6
44,,,,,,,133,119,14
45,,,,,,,503,471,32
46,,,,,,,1140,1128,12
47,,,,,,,640,638,2
48,,,,,,,73,73,0
49,,,,,,,5,5,0
50,,,,,,,3,0,3
51,,,,,,,94,82,12
52,,,,,,,367,352,15
53,,,,,,,790,756,34
54,,,,,,,928,919,9
55,,,,,,,292,292,0
56,,,,,,,26,26,0
57,,,,,,,2,0,2
58,,,,,,,55,48,7
59,,,,,,,270,247,23
60,,,,,,,805,786,19
61,,,,,,,910,908,2
62,,,,,,,358,357,1
63,,,,,,,94,93,1
64,,,,,,,7,6,1
65,,,,,,,33,28,5
66,,,,,,,201,177,24
67,,,,,,,657,638,19
68,,,,,,,973,963,10
69,,,,,,,526,525,1
70,,,,,,,109,109,0
71,,,,,,,0,0,0
72,,,,,,,6,0,6
73,,,,,,,154,140,14
74,,,,,,,533,511,22
75,,,,,,,971,957,14
76,,,,,,,715,712,3
77,,,,,,,120,120,0
78,,,,,,,1,1,0
79,,,,,,,3,0,3
80,,,,,,,98,81,17
81,,,,,,,500,483,17
82,,,,,,,840,814,26
83,,,,,,,817,812,5
84,,,,,,,223,220,3
85,,,,,,,17,17,0
86,,,,,,,4,2,2
87,,,,,,,72,55,17
88,,,,,,,465,447,18
89,,,,,,,832,817,15
90,,,,,,,775,767,8
91,,,,,,,294,293,1
92,,,,,,,57,57,0
93,,,,,,,4,3,1
94,,,,,,,35,27,8
95,,,,,,,224,212,12
96,,,,,,,659,633,26
97,,,,,,,827,811,16
98,,,,,,,568,563,5
99,,,,,,,179,179,0
100,,,,,,,8,7,1
101,,,,,,,35,28,7
102,,,,,,,197,187,10
103,,,,,,,472,451,21
104,,,,,,,831,809,22
105,,,,,,,672,668,4
106,,,,,,,258,257,1
107,,,,,,,34,34,0
108,,,,,,,7,0,7
109,,,,,,,164,161,3
110,,,,,,,322,305,17
111,,,,,,,723,699,24
112,,,,,,,824,814,10
113,,,,,,,347,346,1
114,,,,,,,112,112,0
115,,,,,,,4,1,3
116,,,,,,,82,74,8
117,,,,,,,282,272,10
118,,,,,,,542,522,20
119,,,,,,,841,834,7
120,,,,,,,522,520,2
121,,,,,,,182,182,0
122,,,,,,,51,45,6
123,,,,,,,130,117,13
124,,,,,,,304,300,4
125,,,,,,,420,401,19
126,,,,,,,730,718,12
127,,,,,,,636,631,5
128,,,,,,,199,197,2
129,,,,,,,94,92,2
130,,,,,,,125,115,10
131,,,,,,,296,289,7
132,,,,,,,363,346,17
133,,,,,,,500,493,7
134,,,,,,,529,519,10
135,,,,,,,484,480,4
136,,,,,,,169,167,2
137,,,,,,,73,68,5
138,,,,,,,204,193,11
139,,,,,,,414,404,10
140,,,,,,,502,494,8
141,,,,,,,498,484,14
142,,,,,,,488,482,6
143,,,,,,,279,276,3
144,,,,,,,93,85,8
145,,,,,,,184,178,6
146,,,,,,,339,327,12
147,,,,,,,542,526,16
148,,,,,,,571,566,5
149,,,,,,,439,432,7
150,,,,,,,285,283,2
151,,,,,,,100,96,4
152,,,,,,,101,92,9
153,,,,,,,341,330,11
154,,,,,,,489,481,8
155,,,,,,,504,490,14
156,,,,,,,508,501,7
157,,,,,,,335,328,7
158,,,,,,,150,146,4
159,,,,,,,165,158,7
160,,,,,,,305,294,11
161,,,,,,,397,392,5
162,,,,,,,361,342,19
163,,,,,,,608,603,5
164,,,,,,,439,435,4
165,,,,,,,205,203,2
166,,,,,,,123,119,4
167,,,,,,,171,163,8
168,,,,,,,397,387,10
169,,,,,,,491,476,15
170,,,,,,,584,574,10
171,,,,,,,487,484,3
172,,,,,,,268,265,3
173,,,,,,,75,74,1
174,,,,,,,43,30,13
175,,,,,,,371,361,10
176,,,,,,,599,582,17
177,,,,,,,576,569,7
178,,,,,,,482,473,9
179,,,,,,,352,350,2
180,,,,,,,73,73,0
181,,,,,,,15,5,10
182,,,,,,,258,234,24
183,,,,,,,629,614,15
184,,,,,,,678,672,6
185,,,,,,,408,397,11
186,,,,,,,372,369,3
187,,,,,,,132,130,2
188,,,,,,,21,13,8
189,,,,,,,208,191,17
190,,,,,,,590,577,13
191,,,,,,,621,613,8
192,,,,,,,451,444,7
193,,,,,,,344,340,4
194,,,,,,,226,225,1
195,,,,,,,57,52,5
196,,,,,,,118,110,8
197,,,,,,,398,376,22
198,,,,,,,736,723,13
