,grid_size,height,max_distance,refractory_period,probability_of_spontaneous_activity,random_connection,spikes_total,spikes_neighbours,spikes_input
0,2500.0,7.0,3.0,6.0,0.03,False,75,0,75
1,,,,,,,85,0,85
2,,,,,,,86,0,86
3,,,,,,,76,0,76
4,,,,,,,72,4,68
5,,,,,,,58,0,58
6,,,,,,,59,0,59
7,,,,,,,63,0,63
8,,,,,,,63,0,63
9,,,,,,,62,0,62
10,,,,,,,52,0,52
11,,,,,,,53,0,53
12,,,,,,,68,0,68
13,,,,,,,45,0,45
14,,,,,,,68,0,68
15,,,,,,,54,0,54
16,,,,,,,61,0,61
17,,,,,,,76,0,76
18,,,,,,,59,0,59
19,,,,,,,66,0,66
20,,,,,,,68,0,68
21,,,,,,,52,0,52
22,,,,,,,61,0,61
23,,,,,,,71,0,71
24,,,,,,,46,0,46
25,,,,,,,61,0,61
26,,,,,,,65,0,65
27,,,,,,,69,0,69
28,,,,,,,59,0,59
29,,,,,,,58,0,58
30,,,,,,,54,0,54
31,,,,,,,64,0,64
32,,,,,,,73,0,73
33,,,,,,,67,0,67
34,,,,,,,67,0,67
35,,,,,,,64,0,64
36,,,,,,,51,0,51
37,,,,,,,76,0,76
38,,,,,,,63,0,63
39,,,,,,,51,0,51
40,,,,,,,70,0,70
41,,,,,,,54,0,54
42,,,,,,,63,0,63
43,,,,,,,63,0,63
44,,,,,,,63,0,63
45,,,,,,,64,0,64
46,,,,,,,48,0,48
47,,,,,,,67,0,67
48,,,,,,,57,0,57
49,,,,,,,61,0,61
50,,,,,,,63,0,63
51,,,,,,,66,0,66
52,,,,,,,57,0,57
53,,,,,,,76,0,76
54,,,,,,,73,0,73
55,,,,,,,68,0,68
56,,,,,,,61,0,61
57,,,,,,,56,0,56
58,,,,,,,66,0,66
59,,,,,,,59,0,59
60,,,,,,,68,0,68
61,,,,,,,55,0,55
62,,,,,,,58,0,58
63,,,,,,,65,0,65
64,,,,,,,62,0,62
65,,,,,,,64,0,64
66,,,,,,,66,0,66
67,,,,,,,61,0,61
68,,,,,,,70,0,70
69,,,,,,,61,0,61
70,,,,,,,65,0,65
71,,,,,,,61,0,61
72,,,,,,,61,0,61
73,,,,,,,75,0,75
74,,,,,,,61,0,61
75,,,,,,,63,0,63
76,,,,,,,58,0,58
77,,,,,,,48,0,48
78,,,,,,,54,0,54
79,,,,,,,57,0,57
80,,,,,,,59,0,59
81,,,,,,,72,0,72
82,,,,,,,73,0,73
83,,,,,,,58,0,58
84,,,,,,,61,0,61
85,,,,,,,65,0,65
86,,,,,,,51,0,51
87,,,,,,,65,0,65
88,,,,,,,66,0,66
89,,,,,,,68,0,68
90,,,,,,,80,0,80
91,,,,,,,55,1,54
92,,,,,,,63,0,63
93,,,,,,,60,0,60
94,,,,,,,62,0,62
95,,,,,,,49,0,49
96,,,,,,,53,0,53
97,,,,,,,66,0,66
98,,,,,,,64,0,64
99,,,,,,,55,0,55
100,,,,,,,65,0,65
101,,,,,,,71,0,71
102,,,,,,,63,1,62
103,,,,,,,67,0,67
104,,,,,,,79,0,79
105,,,,,,,61,0,61
106,,,,,,,57,0,57
107,,,,,,,64,0,64
108,,,,,,,62,0,62
109,,,,,,,61,0,61
110,,,,,,,64,0,64
111,,,,,,,53,0,53
112,,,,,,,64,0,64
113,,,,,,,66,0,66
114,,,,,,,57,0,57
115,,,,,,,62,0,62
116,,,,,,,61,0,61
