,grid_size,height,max_distance,refractory_period,probability_of_spontaneous_activity,random_connection,spikes_total,spikes_neighbours,spikes_input
0,2500.0,2.0,3.0,3.0,0.03,False,86,0,86
1,,,,,,,614,553,61
2,,,,,,,1273,1259,14
3,,,,,,,469,467,2
4,,,,,,,49,48,1
5,,,,,,,11,11,0
6,,,,,,,22,0,22
7,,,,,,,142,93,49
8,,,,,,,570,521,49
9,,,,,,,1017,997,20
10,,,,,,,605,601,4
11,,,,,,,142,142,0
12,,,,,,,10,8,2
13,,,,,,,16,0,16
14,,,,,,,117,69,48
15,,,,,,,501,463,38
16,,,,,,,895,869,26
17,,,,,,,651,642,9
18,,,,,,,244,242,2
19,,,,,,,80,76,4
20,,,,,,,41,23,18
21,,,,,,,180,123,57
22,,,,,,,646,606,40
23,,,,,,,846,821,25
24,,,,,,,552,545,7
25,,,,,,,193,191,2
26,,,,,,,61,51,10
27,,,,,,,52,32,20
28,,,,,,,257,210,47
29,,,,,,,633,595,38
30,,,,,,,743,722,21
31,,,,,,,477,472,5
32,,,,,,,254,249,5
33,,,,,,,79,72,7
34,,,,,,,76,45,31
35,,,,,,,278,238,40
36,,,,,,,657,627,30
37,,,,,,,645,615,30
38,,,,,,,465,454,11
39,,,,,,,310,301,9
40,,,,,,,126,112,14
41,,,,,,,106,71,35
42,,,,,,,353,326,27
43,,,,,,,553,517,36
44,,,,,,,610,590,20
45,,,,,,,443,428,15
46,,,,,,,301,293,8
47,,,,,,,121,109,12
48,,,,,,,123,93,30
49,,,,,,,340,303,37
50,,,,,,,557,525,32
51,,,,,,,616,599,17
52,,,,,,,400,382,18
53,,,,,,,323,313,10
54,,,,,,,169,158,11
55,,,,,,,137,112,25
56,,,,,,,263,234,29
57,,,,,,,575,535,40
58,,,,,,,655,633,22
59,,,,,,,483,469,14
60,,,,,,,305,296,9
61,,,,,,,115,104,11
62,,,,,,,159,133,26
63,,,,,,,381,344,37
64,,,,,,,583,562,21
65,,,,,,,511,484,27
66,,,,,,,400,383,17
67,,,,,,,299,285,14
68,,,,,,,248,231,17
69,,,,,,,254,231,23
70,,,,,,,427,407,20
71,,,,,,,506,480,26
72,,,,,,,482,466,16
73,,,,,,,342,326,16
74,,,,,,,254,244,10
75,,,,,,,258,232,26
76,,,,,,,329,301,28
77,,,,,,,453,433,20
78,,,,,,,502,485,17
79,,,,,,,400,375,25
80,,,,,,,380,365,15
81,,,,,,,262,248,14
82,,,,,,,205,181,24
83,,,,,,,312,277,35
84,,,,,,,547,518,29
85,,,,,,,601,586,15
86,,,,,,,410,394,16
87,,,,,,,289,282,7
88,,,,,,,212,194,18
