,grid_size,height,max_distance,refractory_period,probability_of_spontaneous_activity,random_connection,spikes_total,spikes_neighbours,spikes_input
0,2500.0,8.0,3.0,3.0,0.03,False,68,0,68
1,,,,,,,77,0,77
2,,,,,,,64,0,64
3,,,,,,,59,0,59
4,,,,,,,71,0,71
5,,,,,,,69,0,69
6,,,,,,,68,0,68
7,,,,,,,66,0,66
8,,,,,,,65,0,65
9,,,,,,,62,0,62
10,,,,,,,78,0,78
11,,,,,,,60,0,60
12,,,,,,,55,0,55
13,,,,,,,71,0,71
14,,,,,,,76,0,76
15,,,,,,,67,0,67
16,,,,,,,61,0,61
17,,,,,,,50,0,50
18,,,,,,,82,0,82
19,,,,,,,70,0,70
20,,,,,,,66,0,66
21,,,,,,,71,0,71
22,,,,,,,65,0,65
23,,,,,,,63,0,63
24,,,,,,,63,0,63
25,,,,,,,77,0,77
26,,,,,,,77,0,77
27,,,,,,,81,0,81
28,,,,,,,57,0,57
29,,,,,,,70,0,70
30,,,,,,,72,0,72
31,,,,,,,73,0,73
32,,,,,,,56,0,56
33,,,,,,,76,0,76
34,,,,,,,63,0,63
35,,,,,,,80,0,80
36,,,,,,,66,0,66
37,,,,,,,78,0,78
38,,,,,,,71,0,71
39,,,,,,,66,0,66
40,,,,,,,53,0,53
41,,,,,,,65,0,65
42,,,,,,,72,0,72
43,,,,,,,71,0,71
44,,,,,,,57,0,57
45,,,,,,,71,0,71
46,,,,,,,62,0,62
47,,,,,,,57,0,57
48,,,,,,,76,0,76
49,,,,,,,63,0,63
50,,,,,,,55,0,55
51,,,,,,,66,0,66
52,,,,,,,64,0,64
53,,,,,,,75,0,75
54,,,,,,,65,0,65
55,,,,,,,70,0,70
56,,,,,,,67,0,67
57,,,,,,,58,0,58
58,,,,,,,85,0,85
59,,,,,,,64,0,64
60,,,,,,,66,0,66
61,,,,,,,76,0,76
62,,,,,,,72,0,72
63,,,,,,,68,0,68
64,,,,,,,65,0,65
65,,,,,,,61,0,61
66,,,,,,,74,0,74
67,,,,,,,62,0,62
68,,,,,,,67,0,67
69,,,,,,,75,0,75
70,,,,,,,69,0,69
71,,,,,,,84,0,84
72,,,,,,,87,0,87
73,,,,,,,64,0,64
74,,,,,,,70,0,70
75,,,,,,,65,0,65
76,,,,,,,53,0,53
77,,,,,,,59,0,59
78,,,,,,,60,0,60
79,,,,,,,50,0,50
80,,,,,,,76,0,76
81,,,,,,,81,0,81
82,,,,,,,68,0,68
83,,,,,,,67,0,67
84,,,,,,,62,0,62
85,,,,,,,85,0,85
86,,,,,,,67,0,67
87,,,,,,,64,0,64
88,,,,,,,66,0,66
89,,,,,,,59,0,59
90,,,,,,,78,0,78
91,,,,,,,62,0,62
92,,,,,,,58,0,58
93,,,,,,,73,0,73
94,,,,,,,58,0,58
95,,,,,,,67,0,67
96,,,,,,,67,0,67
97,,,,,,,73,0,73
98,,,,,,,73,0,73
99,,,,,,,72,0,72
100,,,,,,,69,0,69
101,,,,,,,69,0,69
102,,,,,,,79,0,79
103,,,,,,,69,0,69
104,,,,,,,65,0,65
105,,,,,,,80,0,80
106,,,,,,,67,0,67
107,,,,,,,62,0,62
108,,,,,,,67,0,67
109,,,,,,,76,0,76
110,,,,,,,63,0,63
111,,,,,,,61,0,61
112,,,,,,,76,0,76
113,,,,,,,61,0,61
114,,,,,,,55,0,55
115,,,,,,,69,0,69
116,,,,,,,64,0,64
117,,,,,,,74,0,74
118,,,,,,,51,0,51
119,,,,,,,70,0,70
120,,,,,,,48,0,48
121,,,,,,,57,0,57
122,,,,,,,74,0,74
123,,,,,,,67,0,67
124,,,,,,,79,0,79
125,,,,,,,62,0,62
126,,,,,,,67,0,67
127,,,,,,,81,0,81
128,,,,,,,71,0,71
129,,,,,,,85,0,85
130,,,,,,,64,0,64
131,,,,,,,73,0,73
132,,,,,,,67,0,67
133,,,,,,,60,0,60
134,,,,,,,80,0,80
135,,,,,,,47,0,47
136,,,,,,,73,0,73
137,,,,,,,77,0,77
138,,,,,,,69,0,69
139,,,,,,,71,0,71
140,,,,,,,65,0,65
141,,,,,,,80,0,80
142,,,,,,,79,0,79
143,,,,,,,65,0,65
144,,,,,,,80,0,80
145,,,,,,,74,0,74
146,,,,,,,69,0,69
147,,,,,,,64,0,64
148,,,,,,,66,0,66
149,,,,,,,60,0,60
150,,,,,,,56,0,56
151,,,,,,,80,0,80
152,,,,,,,66,0,66
153,,,,,,,79,0,79
154,,,,,,,53,0,53
155,,,,,,,72,0,72
156,,,,,,,64,0,64
157,,,,,,,71,0,71
158,,,,,,,66,0,66
159,,,,,,,62,0,62
160,,,,,,,57,0,57
161,,,,,,,58,0,58
162,,,,,,,73,0,73
163,,,,,,,65,0,65
164,,,,,,,71,0,71
165,,,,,,,79,0,79
166,,,,,,,64,0,64
167,,,,,,,71,0,71
168,,,,,,,69,0,69
169,,,,,,,67,0,67
170,,,,,,,65,0,65
171,,,,,,,76,0,76
172,,,,,,,68,0,68
173,,,,,,,66,0,66
174,,,,,,,59,0,59
175,,,,,,,67,0,67
176,,,,,,,64,0,64
177,,,,,,,61,0,61
178,,,,,,,66,0,66
179,,,,,,,65,0,65
180,,,,,,,59,0,59
181,,,,,,,68,0,68
182,,,,,,,59,0,59
183,,,,,,,66,0,66
184,,,,,,,73,0,73
185,,,,,,,72,0,72
186,,,,,,,60,0,60
187,,,,,,,74,0,74
188,,,,,,,69,0,69
189,,,,,,,71,0,71
190,,,,,,,75,0,75
191,,,,,,,64,0,64
192,,,,,,,85,0,85
193,,,,,,,62,0,62
194,,,,,,,63,0,63
195,,,,,,,88,0,88
196,,,,,,,71,0,71
197,,,,,,,76,0,76
198,,,,,,,63,0,63
199,,,,,,,63,0,63
200,,,,,,,73,0,73
201,,,,,,,59,0,59
