,grid_size,height,max_distance,refractory_period,probability_of_spontaneous_activity,random_connection,spikes_total,spikes_neighbours,spikes_input
0,2500.0,4.0,3.0,7.0,0.03,False,65,0,65
1,,,,,,,84,7,77
2,,,,,,,99,25,74
3,,,,,,,139,86,53
4,,,,,,,223,169,54
5,,,,,,,301,247,54
6,,,,,,,371,328,43
7,,,,,,,340,311,29
8,,,,,,,273,250,23
9,,,,,,,182,169,13
10,,,,,,,147,130,17
11,,,,,,,116,105,11
12,,,,,,,106,89,17
13,,,,,,,88,64,24
14,,,,,,,72,44,28
15,,,,,,,70,33,37
16,,,,,,,75,40,35
17,,,,,,,70,24,46
18,,,,,,,87,34,53
19,,,,,,,113,48,65
20,,,,,,,127,82,45
21,,,,,,,134,83,51
22,,,,,,,157,100,57
23,,,,,,,180,126,54
24,,,,,,,185,146,39
25,,,,,,,173,146,27
26,,,,,,,185,153,32
27,,,,,,,212,185,27
28,,,,,,,219,195,24
29,,,,,,,206,176,30
30,,,,,,,206,178,28
31,,,,,,,197,167,30
32,,,,,,,158,136,22
33,,,,,,,136,107,29
34,,,,,,,138,105,33
35,,,,,,,130,105,25
36,,,,,,,140,107,33
37,,,,,,,157,123,34
38,,,,,,,170,130,40
39,,,,,,,165,132,33
40,,,,,,,146,113,33
41,,,,,,,161,121,40
42,,,,,,,181,154,27
43,,,,,,,227,188,39
44,,,,,,,261,239,22
45,,,,,,,257,242,15
46,,,,,,,268,249,19
47,,,,,,,268,253,15
48,,,,,,,256,233,23
49,,,,,,,210,201,9
50,,,,,,,180,165,15
51,,,,,,,168,158,10
52,,,,,,,177,162,15
53,,,,,,,164,153,11
54,,,,,,,182,157,25
55,,,,,,,196,174,22
56,,,,,,,213,187,26
57,,,,,,,251,220,31
58,,,,,,,273,250,23
59,,,,,,,261,230,31
60,,,,,,,248,231,17
61,,,,,,,231,212,19
62,,,,,,,223,212,11
63,,,,,,,208,190,18
64,,,,,,,195,184,11
65,,,,,,,213,202,11
66,,,,,,,215,201,14
67,,,,,,,224,210,14
68,,,,,,,240,225,15
69,,,,,,,262,239,23
70,,,,,,,253,243,10
71,,,,,,,230,219,11
72,,,,,,,235,223,12
73,,,,,,,226,213,13
74,,,,,,,209,196,13
75,,,,,,,201,190,11
76,,,,,,,219,203,16
77,,,,,,,230,223,7
78,,,,,,,239,225,14
79,,,,,,,267,252,15
80,,,,,,,268,261,7
81,,,,,,,235,222,13
82,,,,,,,225,218,7
83,,,,,,,226,215,11
84,,,,,,,238,232,6
85,,,,,,,207,195,12
86,,,,,,,212,204,8
87,,,,,,,217,205,12
88,,,,,,,242,228,14
89,,,,,,,251,239,12
90,,,,,,,270,258,12
91,,,,,,,270,267,3
92,,,,,,,240,233,7
93,,,,,,,235,230,5
94,,,,,,,254,244,10
95,,,,,,,230,219,11
96,,,,,,,216,207,9
97,,,,,,,232,222,10
98,,,,,,,232,226,6
99,,,,,,,247,241,6
100,,,,,,,275,261,14
101,,,,,,,282,267,15
102,,,,,,,253,246,7
103,,,,,,,243,234,9
104,,,,,,,256,240,16
105,,,,,,,254,247,7
106,,,,,,,219,211,8
107,,,,,,,233,224,9
108,,,,,,,231,224,7
109,,,,,,,245,235,10
110,,,,,,,264,259,5
111,,,,,,,271,262,9
112,,,,,,,255,246,9
113,,,,,,,242,229,13
114,,,,,,,244,237,7
115,,,,,,,235,231,4
116,,,,,,,213,202,11
117,,,,,,,213,207,6
118,,,,,,,216,205,11
119,,,,,,,235,222,13
120,,,,,,,252,238,14
121,,,,,,,251,241,10
122,,,,,,,253,244,9
123,,,,,,,261,249,12
124,,,,,,,249,236,13
125,,,,,,,240,231,9
126,,,,,,,230,218,12
127,,,,,,,202,189,13
128,,,,,,,202,194,8
129,,,,,,,213,201,12
130,,,,,,,226,214,12
131,,,,,,,247,236,11
132,,,,,,,244,229,15
133,,,,,,,261,252,9
134,,,,,,,252,236,16
135,,,,,,,254,246,8
136,,,,,,,246,234,12
137,,,,,,,216,206,10
138,,,,,,,201,195,6
139,,,,,,,217,204,13
140,,,,,,,232,217,15
141,,,,,,,252,239,13
142,,,,,,,248,235,13
143,,,,,,,257,241,16
144,,,,,,,263,254,9
145,,,,,,,259,249,10
146,,,,,,,251,241,10
147,,,,,,,262,251,11
148,,,,,,,239,235,4
149,,,,,,,207,203,4
150,,,,,,,225,217,8
151,,,,,,,233,227,6
152,,,,,,,244,226,18
153,,,,,,,262,251,11
154,,,,,,,271,261,10
155,,,,,,,268,261,7
156,,,,,,,276,256,20
157,,,,,,,266,261,5
158,,,,,,,259,249,10
159,,,,,,,231,224,7
160,,,,,,,230,224,6
161,,,,,,,224,219,5
162,,,,,,,238,232,6
163,,,,,,,249,240,9
164,,,,,,,268,260,8
165,,,,,,,273,267,6
166,,,,,,,272,262,10
167,,,,,,,268,261,7
168,,,,,,,255,250,5
169,,,,,,,228,225,3
170,,,,,,,229,222,7
171,,,,,,,232,227,5
172,,,,,,,230,218,12
173,,,,,,,239,232,7
174,,,,,,,256,244,12
175,,,,,,,281,272,9
176,,,,,,,292,282,10
177,,,,,,,286,280,6
178,,,,,,,257,255,2
179,,,,,,,238,233,5
180,,,,,,,240,233,7
181,,,,,,,245,235,10
182,,,,,,,232,228,4
183,,,,,,,242,238,4
184,,,,,,,268,257,11
185,,,,,,,287,283,4
186,,,,,,,279,277,2
187,,,,,,,271,268,3
188,,,,,,,242,238,4
189,,,,,,,235,227,8
190,,,,,,,227,221,6
191,,,,,,,225,218,7
192,,,,,,,218,209,9
193,,,,,,,224,217,7
194,,,,,,,251,236,15
195,,,,,,,275,266,9
196,,,,,,,297,283,14
197,,,,,,,282,275,7
198,,,,,,,255,246,9
199,,,,,,,231,226,5
200,,,,,,,226,219,7
201,,,,,,,217,210,7
