,grid_size,height,max_distance,refractory_period,probability_of_spontaneous_activity,random_connection,spikes_total,spikes_neighbours,spikes_input
0,2500.0,3.0,3.0,3.0,0.03,False,91,0,91
1,,,,,,,245,182,63
2,,,,,,,598,557,41
3,,,,,,,759,734,25
4,,,,,,,543,535,8
5,,,,,,,235,232,3
6,,,,,,,67,64,3
7,,,,,,,35,12,23
8,,,,,,,57,12,45
9,,,,,,,174,98,76
10,,,,,,,417,360,57
11,,,,,,,694,669,25
12,,,,,,,630,613,17
13,,,,,,,362,357,5
14,,,,,,,144,138,6
15,,,,,,,78,58,20
16,,,,,,,59,29,30
17,,,,,,,126,82,44
18,,,,,,,268,197,71
19,,,,,,,505,455,50
20,,,,,,,602,567,35
21,,,,,,,616,603,13
22,,,,,,,309,301,8
23,,,,,,,86,73,13
24,,,,,,,42,14,28
25,,,,,,,105,61,44
26,,,,,,,280,226,54
27,,,,,,,524,485,39
28,,,,,,,551,506,45
29,,,,,,,479,461,18
30,,,,,,,353,345,8
31,,,,,,,190,178,12
32,,,,,,,86,58,28
33,,,,,,,112,62,50
34,,,,,,,278,237,41
35,,,,,,,473,434,39
36,,,,,,,561,527,34
37,,,,,,,557,535,22
38,,,,,,,309,298,11
39,,,,,,,189,174,15
40,,,,,,,75,52,23
41,,,,,,,77,28,49
42,,,,,,,202,151,51
43,,,,,,,362,317,45
44,,,,,,,489,445,44
45,,,,,,,507,484,23
46,,,,,,,428,411,17
47,,,,,,,291,280,11
48,,,,,,,176,157,19
49,,,,,,,100,69,31
50,,,,,,,166,121,45
51,,,,,,,325,275,50
52,,,,,,,460,416,44
53,,,,,,,493,461,32
54,,,,,,,386,359,27
55,,,,,,,307,291,16
56,,,,,,,241,220,21
57,,,,,,,158,129,29
58,,,,,,,209,172,37
59,,,,,,,302,268,34
60,,,,,,,417,372,45
61,,,,,,,406,386,20
62,,,,,,,363,344,19
63,,,,,,,379,350,29
64,,,,,,,329,313,16
65,,,,,,,218,193,25
66,,,,,,,163,122,41
67,,,,,,,279,257,22
68,,,,,,,455,431,24
69,,,,,,,454,420,34
70,,,,,,,372,359,13
71,,,,,,,298,273,25
72,,,,,,,214,189,25
73,,,,,,,194,153,41
74,,,,,,,275,247,28
75,,,,,,,397,369,28
76,,,,,,,507,476,31
77,,,,,,,469,451,18
78,,,,,,,335,317,18
79,,,,,,,244,223,21
80,,,,,,,221,191,30
81,,,,,,,192,155,37
82,,,,,,,275,239,36
83,,,,,,,385,354,31
84,,,,,,,476,457,19
85,,,,,,,437,416,21
86,,,,,,,345,327,18
87,,,,,,,217,198,19
88,,,,,,,178,156,22
89,,,,,,,144,108,36
90,,,,,,,177,131,46
91,,,,,,,269,217,52
92,,,,,,,390,348,42
93,,,,,,,558,522,36
94,,,,,,,474,453,21
95,,,,,,,327,314,13
96,,,,,,,252,238,14
97,,,,,,,157,137,20
98,,,,,,,127,93,34
99,,,,,,,205,167,38
100,,,,,,,350,305,45
101,,,,,,,433,397,36
102,,,,,,,538,500,38
103,,,,,,,471,460,11
104,,,,,,,349,335,14
105,,,,,,,145,120,25
106,,,,,,,105,78,27
107,,,,,,,172,144,28
108,,,,,,,243,211,32
109,,,,,,,318,270,48
110,,,,,,,387,345,42
111,,,,,,,533,509,24
112,,,,,,,475,461,14
113,,,,,,,249,231,18
114,,,,,,,152,135,17
115,,,,,,,187,148,39
116,,,,,,,282,247,35
117,,,,,,,354,321,33
118,,,,,,,457,416,41
119,,,,,,,466,449,17
120,,,,,,,360,346,14
121,,,,,,,383,367,16
122,,,,,,,282,268,14
123,,,,,,,247,229,18
124,,,,,,,302,273,29
125,,,,,,,432,409,23
126,,,,,,,546,526,20
127,,,,,,,498,474,24
128,,,,,,,445,438,7
129,,,,,,,350,337,13
130,,,,,,,284,273,11
131,,,,,,,316,295,21
132,,,,,,,379,351,28
133,,,,,,,473,456,17
134,,,,,,,508,483,25
135,,,,,,,500,497,3
136,,,,,,,463,459,4
137,,,,,,,371,364,7
138,,,,,,,313,304,9
139,,,,,,,337,317,20
140,,,,,,,388,366,22
141,,,,,,,482,460,22
142,,,,,,,537,516,21
143,,,,,,,542,534,8
144,,,,,,,484,481,3
145,,,,,,,412,409,3
146,,,,,,,431,428,3
147,,,,,,,422,415,7
148,,,,,,,402,392,10
149,,,,,,,442,429,13
150,,,,,,,513,503,10
151,,,,,,,580,579,1
152,,,,,,,524,521,3
153,,,,,,,428,426,2
154,,,,,,,424,423,1
155,,,,,,,474,472,2
156,,,,,,,530,525,5
157,,,,,,,542,539,3
158,,,,,,,521,520,1
159,,,,,,,431,431,0
160,,,,,,,474,474,0
161,,,,,,,524,523,1
162,,,,,,,528,526,2
163,,,,,,,507,506,1
164,,,,,,,450,449,1
165,,,,,,,488,488,0
166,,,,,,,526,526,0
167,,,,,,,528,527,1
168,,,,,,,504,504,0
169,,,,,,,450,450,0
170,,,,,,,489,489,0
171,,,,,,,529,529,0
172,,,,,,,527,527,0
173,,,,,,,504,504,0
174,,,,,,,451,451,0
175,,,,,,,489,489,0
176,,,,,,,529,529,0
177,,,,,,,527,527,0
178,,,,,,,504,504,0
179,,,,,,,451,451,0
180,,,,,,,489,489,0
181,,,,,,,529,529,0
182,,,,,,,527,527,0
183,,,,,,,504,504,0
184,,,,,,,451,451,0
185,,,,,,,489,489,0
186,,,,,,,529,529,0
187,,,,,,,527,527,0
188,,,,,,,504,504,0
189,,,,,,,451,451,0
190,,,,,,,489,489,0
191,,,,,,,529,529,0
192,,,,,,,527,527,0
193,,,,,,,504,504,0
194,,,,,,,451,451,0
195,,,,,,,489,489,0
196,,,,,,,529,529,0
197,,,,,,,527,527,0
198,,,,,,,504,504,0
199,,,,,,,451,451,0
200,,,,,,,489,489,0
201,,,,,,,529,529,0
202,,,,,,,527,527,0
203,,,,,,,504,504,0
204,,,,,,,451,451,0
205,,,,,,,489,489,0
206,,,,,,,529,529,0
207,,,,,,,527,527,0
208,,,,,,,504,504,0
209,,,,,,,451,451,0
210,,,,,,,489,489,0
211,,,,,,,529,529,0
212,,,,,,,527,527,0
213,,,,,,,504,504,0
214,,,,,,,451,451,0
215,,,,,,,489,489,0
216,,,,,,,529,529,0
217,,,,,,,527,527,0
218,,,,,,,504,504,0
219,,,,,,,451,451,0
220,,,,,,,489,489,0
221,,,,,,,529,529,0
222,,,,,,,527,527,0
223,,,,,,,504,504,0
224,,,,,,,451,451,0
