,grid_size,height,max_distance,refractory_period,probability_of_spontaneous_activity,random_connection,spikes_total,spikes_neighbours,spikes_input
0,2500.0,2.0,3.0,9.0,0.02,False,52,0,52
1,,,,,,,301,244,57
2,,,,,,,1000,969,31
3,,,,,,,940,933,7
4,,,,,,,188,188,0
5,,,,,,,19,19,0
6,,,,,,,0,0,0
7,,,,,,,0,0,0
8,,,,,,,0,0,0
9,,,,,,,0,0,0
10,,,,,,,0,0,0
11,,,,,,,1,0,1
12,,,,,,,7,0,7
13,,,,,,,25,0,25
14,,,,,,,167,119,48
15,,,,,,,642,614,28
16,,,,,,,861,843,18
17,,,,,,,475,471,4
18,,,,,,,205,202,3
19,,,,,,,95,95,0
20,,,,,,,21,21,0
21,,,,,,,1,1,0
22,,,,,,,0,0,0
23,,,,,,,0,0,0
24,,,,,,,3,0,3
25,,,,,,,11,10,1
26,,,,,,,54,40,14
27,,,,,,,145,119,26
28,,,,,,,392,364,28
29,,,,,,,636,619,17
30,,,,,,,591,574,17
31,,,,,,,480,475,5
32,,,,,,,155,154,1
33,,,,,,,32,32,0
34,,,,,,,1,1,0
35,,,,,,,0,0,0
36,,,,,,,0,0,0
37,,,,,,,1,0,1
38,,,,,,,4,0,4
39,,,,,,,32,12,20
40,,,,,,,146,128,18
41,,,,,,,355,336,19
42,,,,,,,507,476,31
43,,,,,,,623,609,14
44,,,,,,,507,502,5
45,,,,,,,226,225,1
46,,,,,,,82,81,1
47,,,,,,,17,17,0
48,,,,,,,0,0,0
49,,,,,,,0,0,0
50,,,,,,,1,0,1
51,,,,,,,3,0,3
52,,,,,,,10,0,10
53,,,,,,,46,28,18
54,,,,,,,230,209,21
55,,,,,,,471,435,36
56,,,,,,,629,615,14
57,,,,,,,632,624,8
58,,,,,,,319,314,5
59,,,,,,,134,134,0
60,,,,,,,25,25,0
61,,,,,,,0,0,0
62,,,,,,,1,0,1
63,,,,,,,1,0,1
64,,,,,,,1,0,1
65,,,,,,,6,0,6
66,,,,,,,40,20,20
67,,,,,,,165,142,23
68,,,,,,,421,383,38
69,,,,,,,624,602,22
70,,,,,,,743,733,10
71,,,,,,,375,374,1
72,,,,,,,112,112,0
73,,,,,,,11,11,0
74,,,,,,,0,0,0
75,,,,,,,0,0,0
76,,,,,,,0,0,0
77,,,,,,,1,0,1
78,,,,,,,7,0,7
79,,,,,,,40,23,17
80,,,,,,,130,115,15
81,,,,,,,287,260,27
82,,,,,,,527,508,19
83,,,,,,,698,683,15
84,,,,,,,542,534,8
85,,,,,,,230,228,2
86,,,,,,,38,38,0
87,,,,,,,0,0,0
88,,,,,,,0,0,0
89,,,,,,,0,0,0
90,,,,,,,0,0,0
91,,,,,,,2,0,2
92,,,,,,,12,0,12
93,,,,,,,85,68,17
94,,,,,,,212,191,21
95,,,,,,,403,369,34
96,,,,,,,611,587,24
97,,,,,,,714,710,4
98,,,,,,,357,355,2
99,,,,,,,104,104,0
100,,,,,,,0,0,0
101,,,,,,,0,0,0
102,,,,,,,0,0,0
103,,,,,,,0,0,0
104,,,,,,,1,0,1
105,,,,,,,3,0,3
106,,,,,,,18,0,18
107,,,,,,,90,65,25
108,,,,,,,309,268,41
109,,,,,,,582,555,27
110,,,,,,,701,684,17
111,,,,,,,552,544,8
112,,,,,,,232,232,0
113,,,,,,,12,12,0
114,,,,,,,0,0,0
115,,,,,,,0,0,0
116,,,,,,,0,0,0
117,,,,,,,0,0,0
118,,,,,,,1,0,1
119,,,,,,,16,0,16
120,,,,,,,98,84,14
121,,,,,,,263,229,34
122,,,,,,,509,480,29
123,,,,,,,634,617,17
124,,,,,,,547,542,5
125,,,,,,,250,248,2
126,,,,,,,81,79,2
127,,,,,,,65,63,2
128,,,,,,,29,28,1
129,,,,,,,7,7,0
130,,,,,,,0,0,0
131,,,,,,,1,0,1
132,,,,,,,9,0,9
133,,,,,,,47,35,12
134,,,,,,,204,183,21
135,,,,,,,397,369,28
136,,,,,,,554,536,18
137,,,,,,,610,593,17
138,,,,,,,340,335,5
139,,,,,,,204,203,1
140,,,,,,,88,87,1
141,,,,,,,38,37,1
142,,,,,,,8,8,0
143,,,,,,,0,0,0
144,,,,,,,2,0,2
145,,,,,,,8,0,8
146,,,,,,,36,27,9
147,,,,,,,151,135,16
148,,,,,,,344,324,20
149,,,,,,,417,394,23
150,,,,,,,598,584,14
151,,,,,,,467,450,17
152,,,,,,,319,316,3
153,,,,,,,119,119,0
154,,,,,,,30,30,0
155,,,,,,,9,9,0
156,,,,,,,0,0,0
157,,,,,,,0,0,0
158,,,,,,,5,0,5
159,,,,,,,32,24,8
160,,,,,,,92,75,17
161,,,,,,,207,188,19
162,,,,,,,325,298,27
163,,,,,,,469,448,21
164,,,,,,,599,573,26
165,,,,,,,449,444,5
166,,,,,,,226,224,2
167,,,,,,,76,75,1
168,,,,,,,20,20,0
169,,,,,,,0,0,0
170,,,,,,,0,0,0
171,,,,,,,3,0,3
172,,,,,,,8,0,8
173,,,,,,,16,8,8
174,,,,,,,100,77,23
175,,,,,,,329,299,30
176,,,,,,,495,468,27
177,,,,,,,553,538,15
178,,,,,,,494,484,10
179,,,,,,,258,253,5
180,,,,,,,136,134,2
181,,,,,,,78,77,1
182,,,,,,,29,29,0
183,,,,,,,1,1,0
184,,,,,,,0,0,0
185,,,,,,,6,0,6
186,,,,,,,38,31,7
187,,,,,,,151,135,16
188,,,,,,,294,265,29
189,,,,,,,515,491,24
190,,,,,,,615,593,22
191,,,,,,,420,414,6
192,,,,,,,256,251,5
193,,,,,,,125,123,2
194,,,,,,,67,67,0
195,,,,,,,13,13,0
196,,,,,,,0,0,0
197,,,,,,,2,0,2
198,,,,,,,3,0,3
199,,,,,,,21,13,8
200,,,,,,,73,57,16
201,,,,,,,192,165,27
202,,,,,,,324,302,22
203,,,,,,,417,394,23
204,,,,,,,539,521,18
205,,,,,,,486,475,11
206,,,,,,,300,295,5
207,,,,,,,110,108,2
208,,,,,,,29,29,0
209,,,,,,,4,4,0
210,,,,,,,0,0,0
211,,,,,,,1,0,1
212,,,,,,,4,0,4
213,,,,,,,37,28,9
214,,,,,,,132,106,26
215,,,,,,,346,322,24
216,,,,,,,539,521,18
217,,,,,,,528,511,17
218,,,,,,,446,437,9
219,,,,,,,299,296,3
220,,,,,,,137,137,0
221,,,,,,,27,27,0
222,,,,,,,4,4,0
223,,,,,,,0,0,0
224,,,,,,,2,0,2
225,,,,,,,11,6,5
226,,,,,,,55,46,9
227,,,,,,,133,113,20
228,,,,,,,289,261,28
229,,,,,,,525,502,23
230,,,,,,,605,593,12
231,,,,,,,517,508,9
232,,,,,,,294,292,2
233,,,,,,,61,61,0
234,,,,,,,8,8,0
235,,,,,,,0,0,0
236,,,,,,,0,0,0
237,,,,,,,0,0,0
238,,,,,,,5,0,5
239,,,,,,,14,8,6
240,,,,,,,65,47,18
241,,,,,,,215,189,26
242,,,,,,,499,474,25
243,,,,,,,632,614,18
244,,,,,,,548,540,8
245,,,,,,,351,350,1
246,,,,,,,120,117,3
247,,,,,,,42,42,0
248,,,,,,,9,9,0
249,,,,,,,0,0,0
250,,,,,,,0,0,0
251,,,,,,,1,0,1
252,,,,,,,6,0,6
253,,,,,,,33,15,18
254,,,,,,,146,120,26
255,,,,,,,374,347,27
256,,,,,,,593,569,24
257,,,,,,,703,693,10
258,,,,,,,439,435,4
259,,,,,,,152,150,2
260,,,,,,,45,45,0
261,,,,,,,8,8,0
262,,,,,,,0,0,0
263,,,,,,,0,0,0
264,,,,,,,1,0,1
265,,,,,,,2,0,2
266,,,,,,,8,0,8
267,,,,,,,52,41,11
268,,,,,,,167,136,31
269,,,,,,,417,377,40
270,,,,,,,696,679,17
271,,,,,,,675,669,6
272,,,,,,,284,279,5
273,,,,,,,161,161,0
274,,,,,,,36,36,0
275,,,,,,,1,1,0
276,,,,,,,0,0,0
277,,,,,,,0,0,0
278,,,,,,,1,0,1
279,,,,,,,5,0,5
280,,,,,,,24,14,10
281,,,,,,,132,116,16
282,,,,,,,342,314,28
283,,,,,,,575,548,27
284,,,,,,,659,644,15
285,,,,,,,472,464,8
286,,,,,,,234,234,0
287,,,,,,,55,55,0
288,,,,,,,1,1,0
289,,,,,,,0,0,0
290,,,,,,,0,0,0
291,,,,,,,1,0,1
292,,,,,,,2,0,2
293,,,,,,,4,0,4
294,,,,,,,39,20,19
295,,,,,,,140,111,29
296,,,,,,,347,315,32
297,,,,,,,574,543,31
298,,,,,,,619,602,17
299,,,,,,,391,385,6
300,,,,,,,222,221,1
301,,,,,,,135,135,0
302,,,,,,,26,26,0
303,,,,,,,0,0,0
304,,,,,,,0,0,0
305,,,,,,,1,0,1
306,,,,,,,7,0,7
307,,,,,,,10,0,10
308,,,,,,,56,31,25
309,,,,,,,228,188,40
310,,,,,,,563,537,26
311,,,,,,,614,599,15
312,,,,,,,416,406,10
313,,,,,,,278,271,7
314,,,,,,,201,198,3
315,,,,,,,91,91,0
316,,,,,,,31,31,0
317,,,,,,,4,4,0
318,,,,,,,0,0,0
319,,,,,,,1,0,1
320,,,,,,,3,0,3
321,,,,,,,27,6,21
322,,,,,,,140,116,24
323,,,,,,,376,344,32
324,,,,,,,609,589,20
325,,,,,,,661,646,15
326,,,,,,,342,336,6
327,,,,,,,174,169,5
328,,,,,,,106,104,2
329,,,,,,,56,56,0
330,,,,,,,5,5,0
331,,,,,,,0,0,0
332,,,,,,,2,0,2
333,,,,,,,4,0,4
334,,,,,,,37,25,12
335,,,,,,,113,93,20
336,,,,,,,263,234,29
337,,,,,,,506,481,25
338,,,,,,,595,578,17
339,,,,,,,454,445,9
340,,,,,,,284,280,4
341,,,,,,,144,142,2
342,,,,,,,76,76,0
343,,,,,,,20,19,1
344,,,,,,,2,2,0
345,,,,,,,0,0,0
346,,,,,,,1,0,1
347,,,,,,,8,0,8
348,,,,,,,44,29,15
349,,,,,,,169,140,29
350,,,,,,,347,324,23
351,,,,,,,605,588,17
352,,,,,,,669,663,6
353,,,,,,,340,335,5
354,,,,,,,177,172,5
355,,,,,,,89,88,1
356,,,,,,,46,46,0
357,,,,,,,5,5,0
358,,,,,,,0,0,0
359,,,,,,,2,0,2
360,,,,,,,3,0,3
361,,,,,,,13,0,13
362,,,,,,,71,54,17
363,,,,,,,230,201,29
364,,,,,,,406,375,31
365,,,,,,,643,626,17
366,,,,,,,541,532,9
367,,,,,,,294,290,4
368,,,,,,,177,174,3
369,,,,,,,69,67,2
370,,,,,,,38,38,0
371,,,,,,,13,12,1
372,,,,,,,2,1,1
373,,,,,,,2,0,2
374,,,,,,,7,2,5
375,,,,,,,41,27,14
376,,,,,,,151,130,21
377,,,,,,,333,290,43
378,,,,,,,606,585,21
379,,,,,,,549,531,18
380,,,,,,,416,409,7
381,,,,,,,244,243,1
382,,,,,,,107,106,1
383,,,,,,,37,37,0
384,,,,,,,5,5,0
385,,,,,,,0,0,0
386,,,,,,,0,0,0
387,,,,,,,8,0,8
388,,,,,,,48,30,18
389,,,,,,,193,169,24
390,,,,,,,390,360,30
391,,,,,,,612,598,14
392,,,,,,,555,551,4
393,,,,,,,378,376,2
394,,,,,,,201,195,6
395,,,,,,,98,96,2
396,,,,,,,17,17,0
397,,,,,,,0,0,0
398,,,,,,,0,0,0
399,,,,,,,1,0,1
400,,,,,,,5,0,5
401,,,,,,,18,11,7
402,,,,,,,66,44,22
403,,,,,,,209,181,28
404,,,,,,,483,443,40
405,,,,,,,703,689,14
406,,,,,,,587,584,3
407,,,,,,,271,270,1
408,,,,,,,110,106,4
409,,,,,,,47,47,0
410,,,,,,,0,0,0
411,,,,,,,0,0,0
412,,,,,,,4,0,4
413,,,,,,,24,22,2
414,,,,,,,62,60,2
415,,,,,,,99,86,13
416,,,,,,,207,187,20
417,,,,,,,345,325,20
418,,,,,,,475,450,25
419,,,,,,,444,429,15
420,,,,,,,434,424,10
421,,,,,,,255,252,3
422,,,,,,,126,126,0
423,,,,,,,25,25,0
424,,,,,,,0,0,0
425,,,,,,,1,0,1
426,,,,,,,0,0,0
427,,,,,,,8,0,8
428,,,,,,,61,43,18
429,,,,,,,170,146,24
430,,,,,,,350,323,27
431,,,,,,,533,514,19
432,,,,,,,442,428,14
433,,,,,,,431,420,11
434,,,,,,,277,271,6
435,,,,,,,134,134,0
436,,,,,,,59,58,1
437,,,,,,,31,31,0
438,,,,,,,3,3,0
439,,,,,,,2,0,2
440,,,,,,,8,2,6
441,,,,,,,30,24,6
442,,,,,,,154,130,24
