run,evalanche_size,evalanche_duration,density,cooldown,branching_ratio,emperical_branching_ratio
1,"[3, 9, 101, 0, 71, 0, 5, 0, 133, 0]","[3, 7, 64, 0, 47, 0, 3, 0, 82, 0]",0.0,5,1.1678607345450611,0.9788874950806769
2,"[0, 8, 76, 0, 0, 27, 14, 23, 1, 0, 0, 25]","[0, 6, 52, 0, 0, 19, 12, 15, 1, 0, 0, 17]",9.99000999000999e-06,5,1.1678607345450611,1.0564195298372514
3,"[1, 1, 0, 4, 1, 44]","[1, 1, 0, 3, 1, 24]",0.0,5,1.1678607345450611,0.8215480172001911
4,"[0, 4, 117, 10, 1, 56, 0, 186, 7]","[0, 4, 80, 7, 1, 31, 0, 120, 3]",9.99000999000999e-06,5,1.1678607345450611,1.1164257369614512
5,"[0, 0, 0, 185, 0, 0, 6]","[0, 0, 0, 117, 0, 0, 5]",1.998001998001998e-05,5,1.1678607345450611,1.0196236559139786
6,"[61, 8, 1, 29, 5, 4, 2]","[39, 5, 1, 19, 4, 3, 2]",0.0003196803196803197,5,1.1678607345450611,0.9787337662337663
7,"[5, 0, 0, 12, 6]","[3, 0, 0, 8, 5]",6.993006993006992e-05,5,1.1678607345450611,0.8974358974358974
8,"[0, 1, 3, 1, 3, 7, 0, 3, 1, 47, 49, 0]","[0, 1, 3, 1, 2, 5, 0, 2, 1, 32, 33, 0]",0.0,5,1.1678607345450611,0.9091478696741855
9,"[1, 81, 115, 0, 4, 1, 1]","[1, 52, 74, 0, 3, 1, 1]",0.0,5,1.1678607345450611,1.0980286053815465
0,"[1, 204534, 0, 1, 5, 4, 67]","[1, 130972, 0, 1, 4, 3, 44]",1.998001998001998e-05,0,1.318325449365179,1.0198861583798142
1,"[172066, 138, 0]","[109938, 90, 0]",0.18908091908091906,0,1.318325449365179,1.0198766936561665
2,"[233040, 0, 0, 1, 3, 1, 0]","[149261, 0, 0, 1, 3, 1, 0]",0.20420579420579424,0,1.318325449365179,1.0198811142700355
3,"[11861, 193728, 1, 0, 0, 2, 0]","[7636, 124421, 1, 0, 0, 2, 0]",0.03872127872127872,0,1.318325449365179,1.019542027435202
4,"[0, 0, 133996, 163, 11, 0]","[0, 0, 85897, 100, 9, 0]",9.99000999000999e-06,0,1.318325449365179,1.0201624519690107
5,"[5, 3866, 8, 3, 44513, 10]","[4, 2463, 5, 2, 28489, 7]",0.0,0,1.318325449365179,1.0224049924212084
6,"[0, 0, 69829, 2, 0, 14, 0, 2, 0, 9933]","[0, 0, 44669, 2, 0, 9, 0, 2, 0, 6377]",1.998001998001998e-05,0,1.318325449365179,1.0208187304275043
7,"[26036, 0, 180940, 0, 1, 0]","[16708, 0, 116051, 0, 1, 0]",0.0,0,1.318325449365179,1.021008057907988
8,"[12162, 5, 0, 55219, 0]","[7825, 3, 0, 35393, 0]",0.0,0,1.318325449365179,1.0232852681220026
9,"[153522, 2, 3, 0, 2]","[98191, 2, 3, 0, 1]",0.10624375624375623,0,1.318325449365179,1.020718248791859
0,"[0, 17023, 73, 0, 1315, 51249, 0, 1]","[0, 10982, 45, 0, 858, 32664, 0, 1]",0.0,1,1.318325449365179,1.0350638680382631
1,"[26886, 2, 0, 0, 18371]","[17135, 2, 0, 0, 11682]",0.12986013986013986,1,1.318325449365179,1.0367066294517813
2,"[13563, 2820, 8, 13171, 0, 0, 8913]","[8738, 1775, 7, 8385, 0, 0, 5724]",0.13552447552447555,1,1.318325449365179,1.0364437855266828
3,"[7647, 9770, 25430, 0, 9]","[4887, 6173, 16185, 0, 7]",0.0764035964035964,1,1.318325449365179,1.0373496328930467
4,"[1, 25325, 4, 0, 41225]","[1, 16228, 2, 0, 26351]",0.0,1,1.318325449365179,1.0344742100802835
5,"[0, 67660, 0, 0, 29, 0, 41, 0, 0, 8]","[0, 43203, 0, 0, 19, 0, 28, 0, 0, 5]",0.09523476523476522,1,1.318325449365179,1.03447042996803
6,"[4343, 0, 5324, 0, 0, 4, 0, 26157, 1, 7, 3860]","[2782, 0, 3386, 0, 0, 3, 0, 16841, 1, 4, 2478]",0.043396603396603395,1,1.318325449365179,1.0340626698863704
7,"[0, 33288, 0, 9]","[0, 21198, 0, 7]",0.038161838161838164,1,1.318325449365179,1.037222680714425
8,"[12, 0, 4, 0, 1, 0, 6, 9, 0, 15051, 319, 2, 5]","[8, 0, 4, 0, 1, 0, 4, 7, 0, 9697, 199, 2, 4]",0.0001898101898101898,1,1.318325449365179,1.028623182690071
9,"[3, 18920, 0, 11994, 1, 0, 11, 2, 5285]","[2, 12148, 0, 7715, 1, 0, 8, 2, 3373]",0.035284715284715294,1,1.318325449365179,1.0334786877237692
0,"[681, 23, 407]","[436, 16, 264]",0.003126873126873127,3,1.318325449365179,1.0933655195641496
1,"[140, 279, 130, 635, 417]","[88, 175, 83, 401, 272]",0.004205794205794206,3,1.318325449365179,1.1138736953616897
2,"[27, 3, 6, 0, 0, 3, 0, 11]","[18, 2, 5, 0, 0, 2, 0, 7]",0.0002797202797202797,3,1.318325449365179,0.7933333333333332
3,"[4, 20, 329, 5, 211, 4, 6, 343, 0, 1]","[3, 11, 213, 5, 132, 4, 4, 224, 0, 1]",4.995004995004995e-05,3,1.318325449365179,1.054207302839835
4,"[1, 306, 0, 312, 0]","[1, 195, 0, 201, 0]",0.003086913086913087,3,1.318325449365179,1.0360861638361638
5,"[4, 56, 2, 0, 687, 182]","[4, 36, 2, 0, 434, 116]",0.0,3,1.318325449365179,1.0864676005408271
6,"[0, 7, 0, 11, 100, 5]","[0, 4, 0, 7, 59, 4]",9.99000999000999e-06,3,1.318325449365179,1.085076121794872
7,"[15, 460, 597, 590, 32, 142, 3, 0, 337]","[11, 296, 386, 369, 19, 91, 2, 0, 214]",0.0,3,1.318325449365179,1.0903376824775717
8,"[2, 104, 1084, 5]","[2, 69, 696, 3]",2.997002997002997e-05,3,1.318325449365179,1.0605874492581149
9,"[2, 1072, 0, 0, 21, 0, 0]","[2, 684, 0, 0, 13, 0, 0]",2.997002997002997e-05,3,1.318325449365179,1.0674290795711576
0,"[0, 0, 0, 54, 4, 10, 41]","[0, 0, 0, 31, 2, 7, 28]",9.99000999000999e-06,5,1.318325449365179,1.0488425925925926
1,"[10, 10, 0, 215, 107, 0, 3, 0, 1, 57]","[8, 8, 0, 136, 70, 0, 2, 0, 1, 32]",0.0,5,1.318325449365179,1.065961616161616
2,"[10, 2, 4, 0, 60, 3, 0, 129, 0, 2, 103]","[6, 2, 3, 0, 40, 2, 0, 86, 0, 2, 64]",0.0001898101898101898,5,1.318325449365179,1.0614676133194654
3,"[33, 3, 0, 163, 70, 217, 0, 8, 12, 1]","[22, 3, 0, 109, 46, 142, 0, 6, 8, 1]",0.0,5,1.318325449365179,1.0838466703050036
4,"[0, 1, 51, 56, 4, 0, 58, 2, 1, 29, 336]","[0, 1, 31, 36, 2, 0, 34, 1, 1, 22, 214]",0.0,5,1.318325449365179,1.0484338604567611
5,"[52, 2, 27, 2, 2, 0]","[30, 2, 19, 2, 1, 0]",0.0005294705294705295,5,1.318325449365179,0.8755952380952381
6,"[168, 3, 2, 43, 231, 48, 0, 1]","[116, 2, 1, 26, 148, 33, 0, 1]",0.0016483516483516484,5,1.318325449365179,1.0558334957725202
7,"[0, 1, 172, 0, 29, 105, 0, 151]","[0, 1, 108, 0, 19, 69, 0, 92]",9.99000999000999e-06,5,1.318325449365179,1.121777528027528
8,"[395, 0, 0]","[254, 0, 0]",0.0,5,1.318325449365179,1.0861836490868748
9,"[52, 25, 2, 16, 1, 136, 51, 0, 0, 0]","[35, 16, 2, 10, 1, 88, 34, 0, 0, 0]",0.0,5,1.318325449365179,1.0412698412698413
0,"[328646, 2, 1, 1, 85, 0]","[210625, 1, 1, 1, 52, 0]",0.28998001998002,0,1.488175720815659,1.0118049050917919
1,"[301161, 0, 0, 0, 33, 3, 0, 0, 1]","[192795, 0, 0, 0, 20, 3, 0, 0, 1]",0.011818181818181818,0,1.488175720815659,1.0124047912128544
2,"[314942, 0, 2]","[201902, 0, 2]",0.1412887112887113,0,1.488175720815659,1.0117317789375677
3,"[260792, 3, 0, 0, 3]","[166913, 2, 0, 0, 2]",0.0,0,1.488175720815659,1.0125920608803454
4,"[0, 297672, 0, 0]","[0, 190533, 0, 0]",9.99000999000999e-06,0,1.488175720815659,1.0127152223149984
5,"[328581, 0, 1, 0, 20, 2]","[210333, 0, 1, 0, 14, 1]",0.3006893106893107,0,1.488175720815659,1.0117122156070102
6,"[323954, 0, 8, 2, 0, 4, 0]","[207489, 0, 6, 2, 0, 3, 0]",0.24745254745254744,0,1.488175720815659,1.011929321542991
7,"[1, 312198, 5, 1436, 6]","[1, 200192, 5, 938, 4]",0.15792207792207794,0,1.488175720815659,1.01177147755327
8,"[12, 2, 282045, 0]","[6, 2, 180528, 0]",0.00012987012987012987,0,1.488175720815659,1.0123605297301876
9,"[243477, 424, 1, 0]","[156082, 275, 1, 0]",0.0,0,1.488175720815659,1.012074745036104
0,"[190752, 0, 0]","[121671, 0, 0]",0.0,1,1.488175720815659,1.0221893502400743
1,"[202955, 0, 0]","[129314, 0, 0]",0.04225774225774225,1,1.488175720815659,1.0219611117523457
2,"[205201, 4, 0, 1, 0, 40, 0, 1, 1]","[130698, 2, 0, 1, 0, 26, 0, 1, 1]",0.07341658341658341,1,1.488175720815659,1.0216866564724785
3,"[0, 185202, 4, 0, 2]","[0, 118037, 4, 0, 2]",0.0,1,1.488175720815659,1.0229130817991767
4,"[0, 0, 202842, 0, 0, 43, 4]","[0, 0, 129401, 0, 0, 24, 4]",0.033186813186813185,1,1.488175720815659,1.0215955007178932
5,"[4, 0, 102907, 0, 1]","[1, 0, 65497, 0, 1]",4.995004995004995e-05,1,1.488175720815659,1.023276796363731
6,"[8, 107885, 0]","[4, 68822, 0]",0.0,1,1.488175720815659,1.0222524897376175
7,"[188662, 14, 0, 0, 0, 6, 0, 0]","[120269, 9, 0, 0, 0, 4, 0, 0]",0.0,1,1.488175720815659,1.021464823666798
8,"[115953, 42, 5, 0, 2]","[74013, 28, 3, 0, 1]",0.0,1,1.488175720815659,1.0218077460183232
9,"[195225, 82, 0, 32, 78, 2, 2, 0, 0]","[124594, 53, 0, 22, 52, 2, 2, 0, 0]",0.0,1,1.488175720815659,1.0217810083686922
0,"[2601, 1, 2, 1, 380, 483, 17, 0, 573]","[1647, 1, 2, 1, 245, 306, 13, 0, 365]",0.017162837162837164,3,1.488175720815659,1.0909073656456933
1,"[1250, 2790, 1613, 0, 5497, 432, 113, 862, 806]","[795, 1758, 1047, 0, 3451, 274, 68, 565, 523]",0.012497502497502498,3,1.488175720815659,1.0809686708053987
2,"[2986, 1]","[1898, 1]",0.0034665334665334667,3,1.488175720815659,1.0611913901638317
3,"[0, 1924, 1858, 0, 794, 1]","[0, 1237, 1192, 0, 494, 1]",9.99000999000999e-06,3,1.488175720815659,1.0824743474061418
4,"[73, 148, 3582, 406, 732, 33, 10]","[47, 97, 2285, 254, 478, 20, 6]",0.0007392607392607393,3,1.488175720815659,1.0737783447525484
5,"[0, 3412, 4, 1]","[0, 2169, 2, 1]",0.008621378621378623,3,1.488175720815659,1.0628898276105847
6,"[570, 318, 2033, 0, 1, 4]","[365, 201, 1283, 0, 1, 3]",0.008871128871128871,3,1.488175720815659,1.075389799009696
7,"[1594, 3598, 6, 8, 0, 226, 9]","[1020, 2307, 5, 7, 0, 149, 7]",0.012397602397602398,3,1.488175720815659,1.0712911358698554
8,"[1831, 0, 1522, 2, 1138, 254, 0, 0, 2573, 29]","[1168, 0, 957, 1, 715, 157, 0, 0, 1642, 20]",0.004215784215784216,3,1.488175720815659,1.0670869055583831
9,"[504, 623, 4836, 859, 1433]","[315, 393, 3078, 547, 894]",0.0,3,1.488175720815659,1.0847403502222692
0,"[1, 577, 35, 586, 79]","[1, 358, 20, 367, 47]",1.998001998001998e-05,5,1.488175720815659,1.114111307102939
1,"[0, 2, 278, 10, 2, 1, 0, 1, 0]","[0, 1, 169, 7, 2, 1, 0, 1, 0]",0.0,5,1.488175720815659,1.0232953867352363
2,"[3, 0, 780, 1]","[3, 0, 490, 1]",0.0,5,1.488175720815659,1.075474972454838
3,"[1, 327, 134, 0, 1, 0, 17]","[1, 212, 84, 0, 1, 0, 8]",0.0,5,1.488175720815659,1.0626293730689338
4,"[30, 831, 74, 85, 0, 174, 228, 2, 166]","[21, 534, 46, 49, 0, 112, 152, 2, 109]",0.0,5,1.488175720815659,1.0850336898779807
5,"[150, 65, 291, 99, 1]","[89, 39, 188, 65, 1]",0.0,5,1.488175720815659,1.073325581596973
6,"[461, 1, 0, 1, 110, 227, 151]","[288, 1, 0, 1, 66, 144, 95]",0.0,5,1.488175720815659,1.0609775247431952
7,"[453, 921, 168, 0, 3, 11, 0, 3, 1, 268, 138, 337, 22, 32]","[289, 578, 107, 0, 2, 7, 0, 2, 1, 182, 84, 213, 14, 22]",0.0,5,1.488175720815659,1.1152786375481594
8,"[8, 177, 0, 8, 1, 74, 0, 1, 133]","[5, 120, 0, 6, 1, 46, 0, 1, 83]",0.0,5,1.488175720815659,1.0671196240503174
9,"[0, 0, 214, 1, 405, 3, 136, 191, 337, 0]","[0, 0, 133, 1, 273, 2, 83, 120, 213, 0]",0.0,5,1.488175720815659,1.1002687935773439
0,"[391131, 7, 8]","[250489, 6, 6]",0.2032867132867133,0,1.6799091431418909,1.0085808473611284
1,"[1, 0, 219418]","[1, 0, 140245]",2.997002997002997e-05,0,1.6799091431418909,1.009700630989182
2,"[0, 375963, 6, 17, 0, 0]","[0, 240978, 5, 11, 0, 0]",0.038991008991008984,0,1.6799091431418909,1.0085763525534726
3,"[391395, 1, 1, 0, 0, 2, 147, 0, 0]","[250896, 1, 1, 0, 0, 1, 86, 0, 0]",0.20201798201798205,0,1.6799091431418909,1.0086080618218125
4,"[414404, 0, 0, 2, 0, 14, 1]","[264973, 0, 0, 1, 0, 11, 1]",0.4054445554445555,0,1.6799091431418909,1.00834955659537
5,"[311429, 2, 8]","[199475, 2, 7]",0.0,0,1.6799091431418909,1.0094335493314686
6,"[398671, 0, 28, 1, 171, 0, 97, 1, 0, 17, 0]","[255522, 0, 20, 1, 115, 0, 59, 1, 0, 11, 0]",0.27120879120879116,0,1.6799091431418909,1.0086845505977722
7,"[389871, 3, 34, 4, 0]","[249635, 2, 26, 3, 0]",0.1864635364635365,0,1.6799091431418909,1.0086958976656124
8,"[342259, 0, 0, 1]","[219228, 0, 0, 1]",0.0,0,1.6799091431418909,1.009409489473895
9,"[399135, 0, 25, 0]","[255658, 0, 16, 0]",0.275954045954046,0,1.6799091431418909,1.0087218170523504
0,"[269871, 1, 0, 0]","[171661, 1, 0, 0]",0.2247652347652348,1,1.6799091431418909,1.016300585214568
1,"[269513, 8, 1, 4, 0, 1]","[171635, 5, 1, 3, 0, 1]",0.24573426573426574,1,1.6799091431418909,1.0163965816880107
2,"[3, 238157, 0, 0, 1, 0]","[3, 151777, 0, 0, 1, 0]",3.996003996003996e-05,1,1.6799091431418909,1.0164399038531424
3,"[268022, 0, 2, 0, 0, 6, 1]","[170733, 0, 2, 0, 0, 4, 1]",0.24133866133866133,1,1.6799091431418909,1.0164136612163668
4,"[2, 0, 102408]","[2, 0, 65186]",0.0,1,1.6799091431418909,1.0174708023242451
5,"[269334, 2, 1, 5, 1, 0, 0]","[171419, 1, 1, 4, 1, 0, 0]",0.22843156843156845,1,1.6799091431418909,1.0165867748724766
6,"[252049, 0, 0, 5, 1, 0, 2]","[160415, 0, 0, 5, 1, 0, 2]",0.062257742257742256,1,1.6799091431418909,1.016422557728951
7,"[268576, 0, 0, 0]","[170726, 0, 0, 0]",0.24214785214785217,1,1.6799091431418909,1.0162111638876847
8,"[218414, 8, 1, 1, 1, 0]","[139218, 7, 1, 1, 1, 0]",0.0,1,1.6799091431418909,1.016809487813894
9,"[266982, 2]","[170031, 2]",0.19971028971028967,1,1.6799091431418909,1.0159957277895204
0,"[4389, 1, 3, 5993, 1, 12978, 0, 68, 2]","[2817, 1, 3, 3794, 1, 8274, 0, 45, 2]",0.043916083916083926,3,1.6799091431418909,1.067088633459432
1,"[17188, 0, 0, 7600, 0, 962, 973, 8734]","[10973, 0, 0, 4829, 0, 622, 614, 5556]",0.0462037962037962,3,1.6799091431418909,1.0636414247784365
2,"[38656, 8]","[24582, 5]",0.0800999000999001,3,1.6799091431418909,1.0670502318133648
3,"[4665, 13220, 2475, 7436, 2095]","[2956, 8492, 1589, 4723, 1353]",0.0,3,1.6799091431418909,1.0676346747303884
4,"[4006, 620, 3275]","[2564, 394, 2072]",0.014255744255744255,3,1.6799091431418909,1.0613426455379906
5,"[1, 6579, 0, 6958]","[1, 4216, 0, 4435]",1.998001998001998e-05,3,1.6799091431418909,1.0652295637988576
6,"[1433, 7, 3631, 4783, 4667, 10]","[916, 6, 2288, 3077, 2953, 7]",0.014325674325674326,3,1.6799091431418909,1.0620443449373254
7,"[1640, 3566, 2443, 2261, 2743, 0, 0, 1614, 17]","[1052, 2316, 1555, 1441, 1743, 0, 0, 1023, 10]",0.016393606393606392,3,1.6799091431418909,1.0597797602717705
8,"[94, 0, 0, 13795, 4083, 73]","[61, 0, 0, 8774, 2585, 43]",0.0,3,1.6799091431418909,1.0673087967134207
9,"[5915, 22374, 15]","[3737, 14166, 8]",0.0,3,1.6799091431418909,1.0671895440049635
0,"[321, 85, 292, 1624, 3]","[208, 48, 179, 1037, 3]",0.0,5,1.6799091431418909,1.1128517368971447
1,"[0, 227, 775, 15, 0, 4, 490]","[0, 141, 500, 12, 0, 3, 303]",0.0,5,1.6799091431418909,1.0930839162581076
2,"[568, 3, 240, 2, 0, 303, 1010]","[366, 2, 145, 2, 0, 193, 647]",0.0038261738261738264,5,1.6799091431418909,1.0942800894173044
3,"[0, 368, 379, 0, 0, 2, 276, 813, 512, 1, 287, 795]","[0, 229, 241, 0, 0, 2, 175, 518, 330, 1, 161, 507]",9.99000999000999e-06,5,1.6799091431418909,1.1109755818346414
4,"[1555, 10, 9, 1, 61, 102, 1031]","[1000, 7, 7, 1, 33, 65, 654]",0.0014085914085914086,5,1.6799091431418909,1.0832389418799344
5,"[1021, 98, 257, 87, 32, 132, 1079]","[661, 58, 156, 59, 19, 85, 682]",0.00868131868131868,5,1.6799091431418909,1.1022211950286382
6,"[381, 189, 714, 114, 354]","[247, 118, 456, 66, 225]",0.0038161838161838166,5,1.6799091431418909,1.1040418304436994
7,"[1553, 0, 373, 5, 0]","[976, 0, 236, 3, 0]",0.0,5,1.6799091431418909,1.096688068930716
8,"[203, 276, 747, 690, 529]","[135, 170, 479, 440, 338]",0.0035164835164835165,5,1.6799091431418909,1.1128273666368904
9,"[1051, 116, 8, 439, 147, 72, 97, 613, 662, 0, 317, 917]","[654, 73, 6, 283, 93, 45, 60, 379, 419, 0, 204, 593]",0.007882117882117881,5,1.6799091431418909,1.114386192535397
0,"[0, 383867, 11, 1, 249]","[0, 245894, 9, 1, 151]",9.99000999000999e-06,0,1.896345095366125,1.0071985669827852
1,"[129640, 344962, 0, 27, 0, 3, 237]","[83293, 221035, 0, 19, 0, 2, 156]",0.41155844155844157,0,1.896345095366125,1.006807908228395
2,"[457837, 0, 2, 7]","[293384, 0, 1, 3]",0.22685314685314684,0,1.896345095366125,1.0066350568218536
3,"[1, 3, 332111, 0, 0, 21, 0, 15]","[1, 3, 212512, 0, 0, 15, 0, 11]",1.998001998001998e-05,0,1.896345095366125,1.0074174657088657
4,"[0, 283032, 0, 29]","[0, 181266, 0, 20]",0.0,0,1.896345095366125,1.0071411021969772
5,"[0, 324407, 1, 5]","[0, 207893, 1, 3]",0.0,0,1.896345095366125,1.0071499680179126
6,"[0, 448568, 30, 118]","[0, 287479, 23, 77]",0.1395104895104895,0,1.896345095366125,1.00650245880133
7,"[288885, 0, 3]","[185238, 0, 2]",0.0,0,1.896345095366125,1.0073003827306084
8,"[0, 419546, 1, 0, 0, 2, 0, 1]","[0, 268837, 1, 0, 0, 2, 0, 1]",9.99000999000999e-06,0,1.896345095366125,1.0071783993532852
9,"[461378, 38, 5, 7, 2, 11]","[295872, 27, 4, 5, 2, 5]",0.277982017982018,0,1.896345095366125,1.0066090897365254
0,"[285251, 0, 0, 0, 0, 4, 1, 0]","[181051, 0, 0, 0, 0, 3, 1, 0]",0.00035964035964035964,1,1.896345095366125,1.0131669182199678
1,"[309371, 0, 0, 0]","[196219, 0, 0, 0]",0.2421778221778222,1,1.896345095366125,1.0132151351187297
2,"[292255, 1]","[185311, 1]",0.06423576423576423,1,1.896345095366125,1.0128179564404423
3,"[310275, 0, 0, 0, 0, 0, 10]","[196915, 0, 0, 0, 0, 0, 8]",0.25283716283716284,1,1.896345095366125,1.0133663031747688
4,"[312981, 0, 3, 1]","[198346, 0, 3, 1]",0.27520479520479524,1,1.896345095366125,1.0132862248537955
5,"[312199, 2, 2, 0, 2, 11, 1]","[198160, 1, 2, 0, 2, 7, 1]",0.2724775224775225,1,1.896345095366125,1.0136746222137119
6,"[305964, 2, 1, 1, 0, 0, 2]","[194054, 2, 1, 1, 0, 0, 1]",0.19770229770229772,1,1.896345095366125,1.0130722406236814
7,"[209376, 2, 0, 2]","[132776, 1, 0, 2]",0.0,1,1.896345095366125,1.0137779926232704
8,"[271119, 0, 0]","[171692, 0, 0]",0.0,1,1.896345095366125,1.0137747640659085
9,"[316893, 0, 0, 0]","[201183, 0, 0, 0]",0.3158541458541459,1,1.896345095366125,1.0130773600923768
0,"[5187, 83235, 34, 1, 1, 3]","[3295, 53003, 20, 1, 1, 2]",0.04122877122877122,3,1.896345095366125,1.0506446497851132
1,"[802, 36219, 0, 60, 2, 949]","[509, 22963, 0, 36, 2, 604]",0.0,3,1.896345095366125,1.0601676295463893
2,"[83394, 93, 74, 9264]","[53035, 58, 44, 5856]",0.0,3,1.896345095366125,1.0551187540806708
3,"[0, 0, 1, 24187, 4, 4, 47830, 2, 1, 0, 14396, 6]","[0, 0, 1, 15379, 3, 4, 30418, 2, 1, 0, 9135, 4]",0.0,3,1.896345095366125,1.0533240619796784
4,"[33009, 1, 0, 5, 30377, 2, 6, 9, 27023, 3, 21, 19]","[20968, 1, 0, 3, 19423, 1, 3, 7, 17207, 2, 11, 12]",0.033526473526473526,3,1.896345095366125,1.052022595634318
5,"[115068, 3, 4]","[72957, 2, 3]",0.10816183816183816,3,1.896345095366125,1.0527391566002657
6,"[21611, 47401, 2, 1, 3, 1]","[13747, 30108, 2, 1, 3, 1]",0.1234865134865135,3,1.896345095366125,1.0523413983836547
7,"[1, 37697, 5, 1, 16931]","[1, 23784, 4, 1, 10773]",0.0,3,1.896345095366125,1.0546666074686086
8,"[20283, 16, 19347, 0, 21559, 0, 0, 0, 2]","[12838, 11, 12290, 0, 13624, 0, 0, 0, 1]",0.08604395604395607,3,1.896345095366125,1.054902681496363
9,"[25978, 49271, 10, 9926, 4347]","[16462, 31432, 6, 6317, 2761]",0.12415584415584416,3,1.896345095366125,1.0531914316044149
0,"[290, 1386, 608, 177, 340, 84]","[179, 874, 384, 108, 205, 49]",0.0,5,1.896345095366125,1.1351929521259392
1,"[3, 3227, 3]","[3, 2020, 2]",0.011198801198801199,5,1.896345095366125,1.0897600637957017
2,"[766, 274, 11, 84, 72, 0]","[483, 178, 8, 54, 44, 0]",0.0,5,1.896345095366125,1.084465931099058
3,"[0, 776, 1918, 0, 99, 0, 1601]","[0, 472, 1212, 0, 59, 0, 1010]",0.0054745254745254745,5,1.896345095366125,1.1308191684777904
4,"[0, 730, 796, 2754, 1, 194]","[0, 448, 500, 1748, 1, 127]",9.99000999000999e-06,5,1.896345095366125,1.0977000136114292
5,"[81, 158, 81, 446, 2, 86, 844, 0, 430, 78, 370]","[48, 100, 48, 280, 1, 52, 534, 0, 265, 44, 221]",0.0008191808191808192,5,1.896345095366125,1.127849536604117
6,"[1932, 195, 323, 0]","[1170, 120, 206, 0]",0.004905094905094905,5,1.896345095366125,1.107768920739504
7,"[93, 110, 1373, 2925, 194, 2547]","[58, 75, 870, 1865, 126, 1592]",0.004675324675324675,5,1.896345095366125,1.107343352604977
8,"[755, 627, 85, 1, 3, 2910]","[474, 402, 52, 1, 3, 1812]",0.0075524475524475524,5,1.896345095366125,1.1070951093818175
9,"[1218, 0, 308, 367, 1116, 374, 532]","[769, 0, 200, 226, 718, 229, 333]",0.0009690309690309691,5,1.896345095366125,1.1095167461510231
0,"[520508, 0, 37]","[333751, 0, 25]",0.3193006993006993,0,2.1406661993596967,1.0051684164272632
1,"[510229, 38, 0]","[327187, 27, 0]",0.20211788211788212,0,2.1406661993596967,1.0052645905961746
2,"[516000, 234, 0, 0, 33, 0]","[331001, 147, 0, 0, 26, 0]",0.2653846153846154,0,2.1406661993596967,1.0052587968953584
3,"[515054, 4344, 0, 94, 2679, 273]","[329965, 2745, 0, 58, 1735, 168]",0.32670329670329673,0,2.1406661993596967,1.0051535776501055
4,"[504537, 0, 0, 8, 2]","[323695, 0, 0, 4, 2]",0.1503096903096903,0,2.1406661993596967,1.0052343388761587
5,"[0, 415065]","[0, 266670]",0.0,0,2.1406661993596967,1.0056790455646376
6,"[512846, 0, 3]","[329147, 0, 2]",0.24796203796203795,0,2.1406661993596967,1.0053199681452354
7,"[451369, 16]","[289599, 10]",0.0,0,2.1406661993596967,1.005972950526128
8,"[520475, 0, 8, 277, 7]","[333774, 0, 5, 170, 3]",0.3242557442557442,0,2.1406661993596967,1.0053188872455145
9,"[542638, 2, 17]","[347972, 1, 12]",0.5284715284715285,0,2.1406661993596967,1.005209103375059
0,"[312809, 1, 0, 0, 2, 0, 5]","[197404, 1, 0, 0, 2, 0, 5]",0.0,1,2.1406661993596967,1.011711336878047
1,"[313548, 0, 0, 3]","[197841, 0, 0, 3]",0.0,1,2.1406661993596967,1.0116823541895386
2,"[345868, 1, 1]","[217883, 1, 1]",0.27320679320679325,1,2.1406661993596967,1.0113566701102747
3,"[0, 264537, 28]","[0, 166542, 21]",0.0,1,2.1406661993596967,1.0112873470912167
4,"[333552, 10, 8, 0, 0]","[210240, 7, 6, 0, 0]",0.14164835164835166,1,2.1406661993596967,1.0115161495956637
5,"[315916, 5, 0, 0, 4, 0]","[199173, 3, 0, 0, 3, 0]",0.0,1,2.1406661993596967,1.0119566187908453
6,"[346960, 4, 0, 0]","[218622, 3, 0, 0]",0.27824175824175823,1,2.1406661993596967,1.0112456594621344
7,"[351395, 6, 4, 0]","[221206, 4, 4, 0]",0.32596403596403595,1,2.1406661993596967,1.0107668427458618
8,"[194945, 0, 7, 5]","[122907, 0, 4, 5]",0.0,1,2.1406661993596967,1.0121276579885996
9,"[0, 251050]","[0, 158065]",0.0,1,2.1406661993596967,1.0120548692857443
0,"[0, 112424, 0, 0, 11, 8, 11]","[0, 71193, 0, 0, 7, 4, 8]",0.0007692307692307692,3,2.1406661993596967,1.0513194781625743
1,"[100974, 0]","[63993, 0]",0.02547452547452548,3,2.1406661993596967,1.0483072551731298
2,"[1, 60021, 0, 0, 60881, 1]","[1, 38107, 0, 0, 38534, 1]",0.11657342657342658,3,2.1406661993596967,1.0469060687632938
3,"[1, 26436, 11, 84561, 14, 0, 32]","[1, 16752, 4, 53603, 7, 0, 21]",0.11215784215784215,3,2.1406661993596967,1.0484290313730886
4,"[37297, 0, 25147]","[23694, 0, 15973]",0.0,3,2.1406661993596967,1.049309149676069
5,"[25612, 1, 15, 83132, 0, 6, 0, 8, 0, 22190]","[16308, 1, 11, 52636, 0, 5, 0, 7, 0, 14036]",0.13475524475524475,3,2.1406661993596967,1.0504395326958829
6,"[110230, 1, 4, 1, 1]","[69959, 1, 4, 1, 1]",0.0,3,2.1406661993596967,1.049898238405691
