,grid size,height,refractory period,max distance,probability of spontaneous_activity,random connection,spikes_total,spikes_neighbours,spikes_input
0,50.0,4.0,1.0,3.0,0.02,False,51,0,51
1,,,,,,,63,0,63
2,,,,,,,67,12,55
3,,,,,,,122,59,63
4,,,,,,,174,137,37
5,,,,,,,272,240,32
6,,,,,,,366,334,32
7,,,,,,,423,392,31
8,,,,,,,515,489,26
9,,,,,,,569,547,22
10,,,,,,,579,568,11
11,,,,,,,663,647,16
12,,,,,,,722,709,13
13,,,,,,,700,691,9
14,,,,,,,762,758,4
15,,,,,,,802,797,5
16,,,,,,,768,766,2
17,,,,,,,818,815,3
18,,,,,,,848,843,5
19,,,,,,,803,802,1
20,,,,,,,838,837,1
21,,,,,,,858,858,0
22,,,,,,,804,804,0
23,,,,,,,837,837,0
24,,,,,,,859,859,0
25,,,,,,,804,804,0
26,,,,,,,837,837,0
27,,,,,,,859,859,0
28,,,,,,,804,804,0
29,,,,,,,837,837,0
30,,,,,,,859,859,0
31,,,,,,,804,804,0
32,,,,,,,837,837,0
33,,,,,,,859,859,0
34,,,,,,,804,804,0
35,,,,,,,837,837,0
36,,,,,,,859,859,0
37,,,,,,,804,804,0
38,,,,,,,837,837,0
39,,,,,,,859,859,0
40,,,,,,,804,804,0
41,,,,,,,837,837,0
42,,,,,,,859,859,0
43,,,,,,,804,804,0
44,,,,,,,837,837,0
45,,,,,,,859,859,0
46,,,,,,,804,804,0
47,,,,,,,837,837,0
48,,,,,,,859,859,0
49,,,,,,,804,804,0
50,,,,,,,837,837,0
51,,,,,,,859,859,0
52,,,,,,,804,804,0
53,,,,,,,837,837,0
54,,,,,,,859,859,0
55,,,,,,,804,804,0
56,,,,,,,837,837,0
57,,,,,,,859,859,0
58,,,,,,,804,804,0
59,,,,,,,837,837,0
60,,,,,,,859,859,0
61,,,,,,,804,804,0
62,,,,,,,837,837,0
63,,,,,,,859,859,0
64,,,,,,,804,804,0
65,,,,,,,837,837,0
66,,,,,,,859,859,0
67,,,,,,,804,804,0
68,,,,,,,837,837,0
69,,,,,,,859,859,0
70,,,,,,,804,804,0
71,,,,,,,837,837,0
72,,,,,,,859,859,0
73,,,,,,,804,804,0
74,,,,,,,837,837,0
75,,,,,,,859,859,0
76,,,,,,,804,804,0
77,,,,,,,837,837,0
78,,,,,,,859,859,0
79,,,,,,,804,804,0
80,,,,,,,837,837,0
81,,,,,,,859,859,0
82,,,,,,,804,804,0
83,,,,,,,837,837,0
84,,,,,,,859,859,0
85,,,,,,,804,804,0
86,,,,,,,837,837,0
87,,,,,,,859,859,0
88,,,,,,,804,804,0
89,,,,,,,837,837,0
90,,,,,,,859,859,0
91,,,,,,,804,804,0
92,,,,,,,837,837,0
93,,,,,,,859,859,0
94,,,,,,,804,804,0
95,,,,,,,837,837,0
96,,,,,,,859,859,0
97,,,,,,,804,804,0
98,,,,,,,837,837,0
99,,,,,,,859,859,0
100,,,,,,,804,804,0
101,,,,,,,837,837,0
102,,,,,,,859,859,0
103,,,,,,,804,804,0
104,,,,,,,837,837,0
105,,,,,,,859,859,0
106,,,,,,,804,804,0
107,,,,,,,837,837,0
108,,,,,,,859,859,0
109,,,,,,,804,804,0
110,,,,,,,837,837,0
111,,,,,,,859,859,0
112,,,,,,,804,804,0
113,,,,,,,837,837,0
114,,,,,,,859,859,0
115,,,,,,,804,804,0
116,,,,,,,837,837,0
117,,,,,,,859,859,0
118,,,,,,,804,804,0
119,,,,,,,837,837,0
120,,,,,,,859,859,0
121,,,,,,,804,804,0
122,,,,,,,837,837,0
123,,,,,,,859,859,0
124,,,,,,,804,804,0
125,,,,,,,837,837,0
126,,,,,,,859,859,0
127,,,,,,,804,804,0
128,,,,,,,837,837,0
129,,,,,,,859,859,0
130,,,,,,,804,804,0
131,,,,,,,837,837,0
132,,,,,,,859,859,0
133,,,,,,,804,804,0
134,,,,,,,837,837,0
135,,,,,,,859,859,0
136,,,,,,,804,804,0
137,,,,,,,837,837,0
138,,,,,,,859,859,0
139,,,,,,,804,804,0
140,,,,,,,837,837,0
141,,,,,,,859,859,0
142,,,,,,,804,804,0
143,,,,,,,837,837,0
144,,,,,,,859,859,0
145,,,,,,,804,804,0
146,,,,,,,837,837,0
147,,,,,,,859,859,0
148,,,,,,,804,804,0
149,,,,,,,837,837,0
150,,,,,,,859,859,0
151,,,,,,,804,804,0
152,,,,,,,837,837,0
153,,,,,,,859,859,0
154,,,,,,,804,804,0
155,,,,,,,837,837,0
156,,,,,,,859,859,0
157,,,,,,,804,804,0
158,,,,,,,837,837,0
159,,,,,,,859,859,0
160,,,,,,,804,804,0
161,,,,,,,837,837,0
162,,,,,,,859,859,0
163,,,,,,,804,804,0
164,,,,,,,837,837,0
165,,,,,,,859,859,0
166,,,,,,,804,804,0
167,,,,,,,837,837,0
168,,,,,,,859,859,0
169,,,,,,,804,804,0
170,,,,,,,837,837,0
171,,,,,,,859,859,0
172,,,,,,,804,804,0
173,,,,,,,837,837,0
174,,,,,,,859,859,0
175,,,,,,,804,804,0
176,,,,,,,837,837,0
177,,,,,,,859,859,0
178,,,,,,,804,804,0
179,,,,,,,837,837,0
180,,,,,,,859,859,0
181,,,,,,,804,804,0
182,,,,,,,837,837,0
183,,,,,,,859,859,0
184,,,,,,,804,804,0
185,,,,,,,837,837,0
186,,,,,,,859,859,0
187,,,,,,,804,804,0
188,,,,,,,837,837,0
189,,,,,,,859,859,0
190,,,,,,,804,804,0
191,,,,,,,837,837,0
192,,,,,,,859,859,0
193,,,,,,,804,804,0
194,,,,,,,837,837,0
195,,,,,,,859,859,0
196,,,,,,,804,804,0
197,,,,,,,837,837,0
198,,,,,,,859,859,0
199,,,,,,,804,804,0
200,,,,,,,837,837,0
201,,,,,,,859,859,0
202,,,,,,,804,804,0
203,,,,,,,837,837,0
204,,,,,,,859,859,0
205,,,,,,,804,804,0
206,,,,,,,837,837,0
207,,,,,,,859,859,0
208,,,,,,,804,804,0
209,,,,,,,837,837,0
210,,,,,,,859,859,0
211,,,,,,,804,804,0
212,,,,,,,837,837,0
213,,,,,,,859,859,0
214,,,,,,,804,804,0
215,,,,,,,837,837,0
216,,,,,,,859,859,0
217,,,,,,,804,804,0
218,,,,,,,837,837,0
219,,,,,,,859,859,0
220,,,,,,,804,804,0
221,,,,,,,837,837,0
222,,,,,,,859,859,0
223,,,,,,,804,804,0
