,grid size,height,refractory period,max distance,probability of spontaneous_activity,random connection,spikes_total,spikes_neighbours,spikes_input
0,50.0,4.0,3.0,3.0,0.02,False,52,0,52
1,,,,,,,36,3,33
2,,,,,,,54,1,53
3,,,,,,,66,6,60
4,,,,,,,68,22,46
5,,,,,,,90,47,43
6,,,,,,,130,82,48
7,,,,,,,188,152,36
8,,,,,,,243,211,32
9,,,,,,,246,204,42
10,,,,,,,220,195,25
11,,,,,,,246,220,26
12,,,,,,,286,255,31
13,,,,,,,308,286,22
14,,,,,,,311,294,17
15,,,,,,,324,300,24
16,,,,,,,326,300,26
17,,,,,,,303,287,16
18,,,,,,,284,259,25
19,,,,,,,242,219,23
20,,,,,,,254,229,25
21,,,,,,,262,241,21
22,,,,,,,310,287,23
23,,,,,,,335,307,28
24,,,,,,,298,276,22
25,,,,,,,277,257,20
26,,,,,,,296,268,28
27,,,,,,,319,296,23
28,,,,,,,348,321,27
29,,,,,,,323,312,11
30,,,,,,,322,304,18
31,,,,,,,312,291,21
32,,,,,,,310,287,23
33,,,,,,,295,282,13
34,,,,,,,300,274,26
35,,,,,,,302,283,19
36,,,,,,,307,291,16
37,,,,,,,302,285,17
38,,,,,,,322,300,22
39,,,,,,,285,270,15
40,,,,,,,273,247,26
41,,,,,,,259,243,16
42,,,,,,,265,243,22
43,,,,,,,285,258,27
44,,,,,,,295,277,18
45,,,,,,,311,286,25
46,,,,,,,295,272,23
47,,,,,,,295,268,27
48,,,,,,,298,279,19
49,,,,,,,290,267,23
50,,,,,,,279,257,22
51,,,,,,,276,260,16
52,,,,,,,294,274,20
53,,,,,,,326,312,14
54,,,,,,,344,323,21
55,,,,,,,346,323,23
56,,,,,,,319,304,15
57,,,,,,,302,283,19
58,,,,,,,286,271,15
59,,,,,,,278,257,21
60,,,,,,,267,248,19
61,,,,,,,291,262,29
62,,,,,,,294,260,34
63,,,,,,,313,295,18
64,,,,,,,315,294,21
65,,,,,,,272,249,23
66,,,,,,,263,243,20
67,,,,,,,276,252,24
68,,,,,,,291,257,34
69,,,,,,,272,259,13
70,,,,,,,285,271,14
71,,,,,,,293,269,24
72,,,,,,,261,247,14
