,grid size,height,refractory period,max distance,probability of spontaneous_activity,random connection,spikes_total,spikes_neighbours,spikes_input
0,50.0,3.0,4.0,3.0,0.02,False,49,0,49
1,,,,,,,84,30,54
2,,,,,,,206,162,44
3,,,,,,,413,378,35
4,,,,,,,459,432,27
5,,,,,,,342,317,25
6,,,,,,,325,306,19
7,,,,,,,239,231,8
8,,,,,,,203,189,14
9,,,,,,,157,144,13
10,,,,,,,139,118,21
11,,,,,,,175,145,30
12,,,,,,,174,142,32
13,,,,,,,261,230,31
14,,,,,,,340,319,21
15,,,,,,,402,391,11
16,,,,,,,314,286,28
17,,,,,,,255,233,22
18,,,,,,,215,202,13
19,,,,,,,181,158,23
20,,,,,,,149,130,19
21,,,,,,,152,127,25
22,,,,,,,170,145,25
23,,,,,,,235,210,25
24,,,,,,,314,287,27
25,,,,,,,389,368,21
26,,,,,,,420,396,24
27,,,,,,,293,281,12
28,,,,,,,216,205,11
29,,,,,,,166,158,8
30,,,,,,,138,108,30
31,,,,,,,149,129,20
32,,,,,,,203,177,26
33,,,,,,,234,218,16
34,,,,,,,278,251,27
35,,,,,,,308,277,31
36,,,,,,,351,328,23
37,,,,,,,370,359,11
38,,,,,,,312,301,11
39,,,,,,,239,225,14
40,,,,,,,169,159,10
41,,,,,,,164,135,29
42,,,,,,,172,157,15
43,,,,,,,193,168,25
44,,,,,,,184,158,26
45,,,,,,,177,155,22
46,,,,,,,199,177,22
47,,,,,,,286,269,17
48,,,,,,,323,300,23
49,,,,,,,247,233,14
50,,,,,,,226,198,28
51,,,,,,,217,194,23
52,,,,,,,210,186,24
53,,,,,,,249,227,22
54,,,,,,,299,277,22
55,,,,,,,329,307,22
56,,,,,,,256,242,14
57,,,,,,,194,175,19
58,,,,,,,199,173,26
59,,,,,,,223,205,18
60,,,,,,,265,247,18
61,,,,,,,308,291,17
62,,,,,,,299,275,24
63,,,,,,,268,247,21
64,,,,,,,271,256,15
65,,,,,,,226,211,15
66,,,,,,,183,160,23
67,,,,,,,200,175,25
68,,,,,,,251,222,29
69,,,,,,,341,320,21
70,,,,,,,376,365,11
71,,,,,,,360,332,28
72,,,,,,,317,305,12
73,,,,,,,259,240,19
74,,,,,,,235,220,15
75,,,,,,,202,187,15
76,,,,,,,232,216,16
77,,,,,,,236,212,24
78,,,,,,,242,216,26
79,,,,,,,270,241,29
80,,,,,,,333,306,27
81,,,,,,,387,370,17
82,,,,,,,303,290,13
83,,,,,,,250,237,13
84,,,,,,,216,208,8
85,,,,,,,181,164,17
86,,,,,,,166,151,15
87,,,,,,,168,146,22
88,,,,,,,194,163,31
89,,,,,,,251,224,27
90,,,,,,,319,296,23
91,,,,,,,347,323,24
92,,,,,,,294,277,17
93,,,,,,,293,270,23
94,,,,,,,293,282,11
95,,,,,,,238,224,14
96,,,,,,,214,195,19
97,,,,,,,201,188,13
98,,,,,,,206,189,17
99,,,,,,,231,211,20
100,,,,,,,285,263,22
101,,,,,,,320,302,18
102,,,,,,,302,284,18
103,,,,,,,329,308,21
104,,,,,,,318,304,14
105,,,,,,,216,200,16
106,,,,,,,199,179,20
107,,,,,,,175,159,16
108,,,,,,,193,172,21
109,,,,,,,215,184,31
110,,,,,,,265,247,18
111,,,,,,,292,268,24
112,,,,,,,291,268,23
113,,,,,,,305,283,22
114,,,,,,,263,243,20
115,,,,,,,243,232,11
116,,,,,,,252,238,14
117,,,,,,,234,223,11
118,,,,,,,216,189,27
119,,,,,,,212,193,19
120,,,,,,,227,198,29
121,,,,,,,208,188,20
122,,,,,,,195,173,22
123,,,,,,,181,167,14
124,,,,,,,226,198,28
125,,,,,,,296,281,15
126,,,,,,,393,373,20
127,,,,,,,380,352,28
128,,,,,,,285,267,18
129,,,,,,,235,226,9
130,,,,,,,197,184,13
131,,,,,,,175,160,15
132,,,,,,,178,157,21
133,,,,,,,191,171,20
134,,,,,,,247,223,24
135,,,,,,,349,328,21
136,,,,,,,414,394,20
137,,,,,,,363,352,11
138,,,,,,,296,285,11
139,,,,,,,247,231,16
140,,,,,,,183,172,11
141,,,,,,,156,141,15
142,,,,,,,163,131,32
143,,,,,,,228,198,30
144,,,,,,,325,301,24
145,,,,,,,409,387,22
146,,,,,,,335,318,17
147,,,,,,,278,261,17
148,,,,,,,253,237,16
149,,,,,,,205,190,15
150,,,,,,,204,190,14
151,,,,,,,221,202,19
152,,,,,,,195,178,17
153,,,,,,,222,194,28
154,,,,,,,252,218,34
155,,,,,,,282,261,21
156,,,,,,,336,317,19
157,,,,,,,360,344,16
158,,,,,,,342,331,11
159,,,,,,,259,235,24
160,,,,,,,192,177,15
161,,,,,,,146,131,15
162,,,,,,,176,155,21
163,,,,,,,216,191,25
164,,,,,,,211,185,26
165,,,,,,,251,226,25
166,,,,,,,314,285,29
167,,,,,,,339,313,26
168,,,,,,,299,289,10
169,,,,,,,282,263,19
170,,,,,,,272,255,17
171,,,,,,,249,238,11
172,,,,,,,204,186,18
173,,,,,,,180,160,20
174,,,,,,,189,166,23
175,,,,,,,256,234,22
176,,,,,,,319,301,18
177,,,,,,,261,243,18
178,,,,,,,221,196,25
179,,,,,,,214,195,19
180,,,,,,,219,199,20
181,,,,,,,224,205,19
182,,,,,,,215,191,24
183,,,,,,,163,142,21
184,,,,,,,180,153,27
185,,,,,,,245,221,24
186,,,,,,,273,250,23
187,,,,,,,293,266,27
188,,,,,,,327,314,13
189,,,,,,,296,277,19
190,,,,,,,272,259,13
191,,,,,,,239,229,10
192,,,,,,,240,215,25
193,,,,,,,220,206,14
194,,,,,,,196,183,13
195,,,,,,,189,169,20
196,,,,,,,189,164,25
197,,,,,,,224,206,18
198,,,,,,,282,253,29
199,,,,,,,317,288,29
200,,,,,,,283,266,17
201,,,,,,,223,210,13
202,,,,,,,205,182,23
203,,,,,,,173,148,25
204,,,,,,,185,169,16
205,,,,,,,183,162,21
206,,,,,,,269,244,25
207,,,,,,,338,320,18
208,,,,,,,374,354,20
209,,,,,,,309,289,20
210,,,,,,,271,252,19
211,,,,,,,246,230,16
212,,,,,,,188,172,16
213,,,,,,,169,158,11
214,,,,,,,107,81,26
215,,,,,,,92,51,41
216,,,,,,,130,100,30
217,,,,,,,285,245,40
218,,,,,,,428,395,33
219,,,,,,,502,485,17
220,,,,,,,460,446,14
221,,,,,,,336,326,10
222,,,,,,,195,192,3
223,,,,,,,126,119,7
224,,,,,,,65,44,21
225,,,,,,,53,30,23
226,,,,,,,124,93,31
227,,,,,,,219,185,34
228,,,,,,,323,299,24
229,,,,,,,462,434,28
230,,,,,,,466,445,21
231,,,,,,,377,365,12
232,,,,,,,289,284,5
233,,,,,,,142,132,10
234,,,,,,,98,84,14
235,,,,,,,80,61,19
236,,,,,,,123,101,22
237,,,,,,,197,176,21
238,,,,,,,278,258,20
239,,,,,,,368,347,21
240,,,,,,,463,444,19
241,,,,,,,363,354,9
242,,,,,,,310,302,8
243,,,,,,,250,241,9
244,,,,,,,92,78,14
245,,,,,,,48,30,18
246,,,,,,,51,21,30
247,,,,,,,113,74,39
248,,,,,,,248,211,37
249,,,,,,,345,314,31
250,,,,,,,358,330,28
251,,,,,,,343,320,23
252,,,,,,,328,316,12
253,,,,,,,278,265,13
254,,,,,,,248,230,18
255,,,,,,,167,151,16
256,,,,,,,94,75,19
257,,,,,,,93,74,19
258,,,,,,,112,89,23
259,,,,,,,146,107,39
260,,,,,,,220,188,32
261,,,,,,,319,291,28
262,,,,,,,424,397,27
263,,,,,,,481,466,15
264,,,,,,,353,341,12
265,,,,,,,219,214,5
266,,,,,,,135,122,13
267,,,,,,,79,62,17
268,,,,,,,60,38,22
269,,,,,,,73,39,34
270,,,,,,,146,122,24
271,,,,,,,232,198,34
272,,,,,,,321,286,35
273,,,,,,,429,399,30
274,,,,,,,429,414,15
275,,,,,,,266,259,7
276,,,,,,,228,219,9
277,,,,,,,180,168,12
278,,,,,,,137,123,14
279,,,,,,,114,93,21
280,,,,,,,98,81,17
281,,,,,,,134,105,29
282,,,,,,,181,150,31
283,,,,,,,257,226,31
284,,,,,,,393,366,27
285,,,,,,,425,404,21
286,,,,,,,389,380,9
287,,,,,,,282,277,5
288,,,,,,,184,175,9
289,,,,,,,98,82,16
290,,,,,,,89,68,21
291,,,,,,,124,96,28
292,,,,,,,198,166,32
293,,,,,,,276,250,26
294,,,,,,,319,286,33
295,,,,,,,318,304,14
296,,,,,,,327,317,10
297,,,,,,,331,307,24
298,,,,,,,289,277,12
299,,,,,,,165,153,12
300,,,,,,,128,114,14
301,,,,,,,98,79,19
302,,,,,,,95,70,25
303,,,,,,,129,99,30
304,,,,,,,213,175,38
305,,,,,,,334,303,31
306,,,,,,,442,407,35
307,,,,,,,512,495,17
308,,,,,,,421,412,9
309,,,,,,,239,235,4
310,,,,,,,156,146,10
311,,,,,,,105,91,14
312,,,,,,,109,91,18
313,,,,,,,165,136,29
314,,,,,,,227,203,24
315,,,,,,,288,254,34
316,,,,,,,287,262,25
317,,,,,,,250,221,29
318,,,,,,,257,234,23
319,,,,,,,290,270,20
320,,,,,,,357,331,26
321,,,,,,,278,265,13
322,,,,,,,207,193,14
323,,,,,,,176,161,15
324,,,,,,,202,188,14
325,,,,,,,253,226,27
326,,,,,,,276,253,23
327,,,,,,,224,200,24
328,,,,,,,200,177,23
329,,,,,,,226,207,19
330,,,,,,,235,207,28
331,,,,,,,241,218,23
332,,,,,,,214,194,20
333,,,,,,,208,183,25
334,,,,,,,214,186,28
335,,,,,,,230,211,19
336,,,,,,,316,292,24
337,,,,,,,289,279,10
338,,,,,,,273,252,21
339,,,,,,,265,247,18
340,,,,,,,215,198,17
341,,,,,,,182,165,17
342,,,,,,,242,214,28
343,,,,,,,292,274,18
344,,,,,,,294,283,11
345,,,,,,,266,250,16
346,,,,,,,248,225,23
347,,,,,,,235,221,14
348,,,,,,,229,213,16
349,,,,,,,224,199,25
350,,,,,,,222,205,17
351,,,,,,,238,221,17
352,,,,,,,266,250,16
353,,,,,,,243,214,29
354,,,,,,,254,235,19
355,,,,,,,290,273,17
356,,,,,,,356,340,16
357,,,,,,,343,328,15
358,,,,,,,284,271,13
359,,,,,,,244,228,16
360,,,,,,,240,225,15
361,,,,,,,241,227,14
362,,,,,,,199,182,17
363,,,,,,,192,175,17
364,,,,,,,199,178,21
365,,,,,,,199,172,27
366,,,,,,,226,199,27
367,,,,,,,259,233,26
368,,,,,,,305,283,22
369,,,,,,,365,355,10
370,,,,,,,281,270,11
371,,,,,,,224,207,17
372,,,,,,,199,181,18
373,,,,,,,214,193,21
374,,,,,,,246,229,17
375,,,,,,,290,266,24
376,,,,,,,264,250,14
377,,,,,,,294,268,26
378,,,,,,,276,260,16
379,,,,,,,240,220,20
380,,,,,,,228,204,24
381,,,,,,,241,214,27
382,,,,,,,245,229,16
383,,,,,,,239,217,22
384,,,,,,,238,222,16
385,,,,,,,249,228,21
386,,,,,,,309,286,23
387,,,,,,,304,285,19
388,,,,,,,297,288,9
389,,,,,,,281,262,19
390,,,,,,,256,243,13
391,,,,,,,269,246,23
392,,,,,,,285,267,18
393,,,,,,,253,240,13
394,,,,,,,203,181,22
395,,,,,,,155,138,17
396,,,,,,,149,128,21
397,,,,,,,180,161,19
398,,,,,,,214,183,31
399,,,,,,,297,262,35
400,,,,,,,394,378,16
401,,,,,,,399,377,22
402,,,,,,,365,353,12
403,,,,,,,235,218,17
404,,,,,,,155,143,12
405,,,,,,,158,144,14
406,,,,,,,210,192,18
407,,,,,,,230,197,33
408,,,,,,,244,220,24
409,,,,,,,335,308,27
410,,,,,,,384,363,21
411,,,,,,,354,342,12
412,,,,,,,268,256,12
413,,,,,,,228,220,8
414,,,,,,,176,157,19
415,,,,,,,217,203,14
416,,,,,,,260,238,22
417,,,,,,,315,290,25
418,,,,,,,297,281,16
419,,,,,,,297,278,19
420,,,,,,,308,290,18
421,,,,,,,244,229,15
422,,,,,,,143,125,18
423,,,,,,,135,109,26
424,,,,,,,157,132,25
425,,,,,,,210,181,29
426,,,,,,,281,256,25
427,,,,,,,331,304,27
428,,,,,,,365,338,27
429,,,,,,,352,338,14
430,,,,,,,320,306,14
431,,,,,,,230,223,7
432,,,,,,,142,126,16
433,,,,,,,102,81,21
434,,,,,,,87,62,25
435,,,,,,,81,50,31
436,,,,,,,119,78,41
437,,,,,,,177,145,32
438,,,,,,,279,244,35
439,,,,,,,398,377,21
440,,,,,,,481,460,21
441,,,,,,,522,512,10
442,,,,,,,333,327,6
443,,,,,,,110,106,4
444,,,,,,,50,44,6
445,,,,,,,35,13,22
446,,,,,,,43,22,21
447,,,,,,,73,37,36
448,,,,,,,109,65,44
449,,,,,,,157,117,40
450,,,,,,,245,221,24
451,,,,,,,373,342,31
452,,,,,,,497,477,20
453,,,,,,,470,449,21
454,,,,,,,308,300,8
455,,,,,,,197,187,10
456,,,,,,,146,140,6
457,,,,,,,112,90,22
458,,,,,,,106,84,22
459,,,,,,,145,107,38
460,,,,,,,258,224,34
461,,,,,,,323,292,31
462,,,,,,,383,353,30
463,,,,,,,332,312,20
464,,,,,,,262,248,14
465,,,,,,,238,223,15
466,,,,,,,198,185,13
467,,,,,,,166,149,17
468,,,,,,,93,65,28
469,,,,,,,41,22,19
470,,,,,,,101,64,37
471,,,,,,,190,167,23
472,,,,,,,288,257,31
473,,,,,,,315,285,30
474,,,,,,,284,265,19
475,,,,,,,258,238,20
476,,,,,,,268,255,13
477,,,,,,,288,267,21
478,,,,,,,271,255,16
479,,,,,,,222,193,29
480,,,,,,,229,208,21
481,,,,,,,225,211,14
482,,,,,,,328,309,19
483,,,,,,,348,327,21
484,,,,,,,290,275,15
485,,,,,,,308,284,24
486,,,,,,,280,272,8
487,,,,,,,246,235,11
488,,,,,,,199,179,20
489,,,,,,,118,97,21
490,,,,,,,98,80,18
491,,,,,,,132,95,37
492,,,,,,,227,195,32
493,,,,,,,352,329,23
494,,,,,,,437,418,19
495,,,,,,,417,398,19
496,,,,,,,290,274,16
497,,,,,,,207,195,12
498,,,,,,,162,149,13
499,,,,,,,150,139,11
500,,,,,,,136,116,20
501,,,,,,,154,123,31
502,,,,,,,235,207,28
503,,,,,,,339,314,25
504,,,,,,,385,367,18
505,,,,,,,384,366,18
506,,,,,,,322,310,12
507,,,,,,,243,229,14
508,,,,,,,202,189,13
509,,,,,,,161,144,17
510,,,,,,,131,115,16
511,,,,,,,128,96,32
512,,,,,,,157,136,21
513,,,,,,,243,207,36
514,,,,,,,307,287,20
515,,,,,,,338,315,23
516,,,,,,,381,365,16
517,,,,,,,353,341,12
518,,,,,,,277,270,7
519,,,,,,,232,224,8
520,,,,,,,209,195,14
521,,,,,,,181,157,24
522,,,,,,,175,147,28
523,,,,,,,241,226,15
524,,,,,,,307,285,22
525,,,,,,,312,292,20
526,,,,,,,318,294,24
527,,,,,,,359,334,25
528,,,,,,,299,281,18
529,,,,,,,190,181,9
530,,,,,,,141,129,12
531,,,,,,,132,113,19
532,,,,,,,132,104,28
533,,,,,,,152,118,34
534,,,,,,,201,166,35
535,,,,,,,279,250,29
536,,,,,,,370,345,25
537,,,,,,,358,341,17
538,,,,,,,300,279,21
539,,,,,,,261,242,19
540,,,,,,,215,192,23
541,,,,,,,197,180,17
542,,,,,,,219,196,23
543,,,,,,,201,189,12
544,,,,,,,184,164,20
545,,,,,,,209,182,27
546,,,,,,,257,236,21
547,,,,,,,352,318,34
548,,,,,,,358,342,16
549,,,,,,,276,257,19
550,,,,,,,167,150,17
551,,,,,,,123,101,22
552,,,,,,,126,104,22
553,,,,,,,149,126,23
554,,,,,,,198,162,36
555,,,,,,,194,166,28
556,,,,,,,286,252,34
557,,,,,,,408,388,20
558,,,,,,,411,382,29
559,,,,,,,345,336,9
560,,,,,,,277,265,12
561,,,,,,,149,143,6
562,,,,,,,111,96,15
563,,,,,,,117,91,26
564,,,,,,,136,115,21
565,,,,,,,183,149,34
566,,,,,,,266,232,34
567,,,,,,,382,351,31
568,,,,,,,506,491,15
569,,,,,,,482,470,12
570,,,,,,,285,277,8
571,,,,,,,160,150,10
572,,,,,,,94,77,17
573,,,,,,,97,75,22
574,,,,,,,165,141,24
575,,,,,,,244,215,29
576,,,,,,,301,276,25
577,,,,,,,368,335,33
578,,,,,,,396,380,16
579,,,,,,,315,302,13
580,,,,,,,233,216,17
581,,,,,,,192,182,10
582,,,,,,,193,175,18
583,,,,,,,190,166,24
584,,,,,,,165,142,23
585,,,,,,,224,190,34
586,,,,,,,294,272,22
587,,,,,,,366,342,24
588,,,,,,,409,392,17
589,,,,,,,325,315,10
590,,,,,,,286,276,10
591,,,,,,,241,221,20
592,,,,,,,239,223,16
593,,,,,,,222,208,14
594,,,,,,,183,165,18
595,,,,,,,205,183,22
596,,,,,,,215,197,18
597,,,,,,,234,214,20
598,,,,,,,245,222,23
599,,,,,,,256,228,28
600,,,,,,,276,255,21
601,,,,,,,288,265,23
602,,,,,,,263,245,18
603,,,,,,,224,209,15
604,,,,,,,253,233,20
605,,,,,,,281,255,26
606,,,,,,,215,197,18
607,,,,,,,218,194,24
608,,,,,,,252,242,10
609,,,,,,,286,274,12
610,,,,,,,294,280,14
611,,,,,,,235,216,19
612,,,,,,,244,226,18
613,,,,,,,200,185,15
614,,,,,,,222,196,26
615,,,,,,,244,224,20
616,,,,,,,238,218,20
617,,,,,,,226,208,18
618,,,,,,,234,216,18
619,,,,,,,245,223,22
620,,,,,,,290,274,16
621,,,,,,,296,272,24
622,,,,,,,268,255,13
623,,,,,,,272,251,21
624,,,,,,,260,245,15
625,,,,,,,238,214,24
626,,,,,,,273,253,20
627,,,,,,,265,246,19
628,,,,,,,236,225,11
629,,,,,,,248,218,30
630,,,,,,,242,228,14
631,,,,,,,239,220,19
632,,,,,,,197,180,17
633,,,,,,,145,124,21
634,,,,,,,136,116,20
635,,,,,,,155,135,20
636,,,,,,,173,146,27
637,,,,,,,250,225,25
638,,,,,,,327,304,23
639,,,,,,,385,358,27
640,,,,,,,340,322,18
641,,,,,,,280,268,12
642,,,,,,,231,221,10
643,,,,,,,171,158,13
644,,,,,,,109,93,16
645,,,,,,,110,88,22
646,,,,,,,155,116,39
647,,,,,,,185,167,18
648,,,,,,,215,189,26
649,,,,,,,297,273,24
650,,,,,,,373,356,17
651,,,,,,,408,386,22
652,,,,,,,408,398,10
653,,,,,,,243,228,15
654,,,,,,,161,151,10
655,,,,,,,101,87,14
656,,,,,,,76,60,16
657,,,,,,,99,78,21
658,,,,,,,115,88,27
659,,,,,,,179,128,51
660,,,,,,,249,219,30
661,,,,,,,352,331,21
662,,,,,,,385,361,24
663,,,,,,,367,351,16
664,,,,,,,346,332,14
665,,,,,,,271,259,12
666,,,,,,,161,148,13
667,,,,,,,89,66,23
668,,,,,,,72,48,24
669,,,,,,,135,111,24
670,,,,,,,244,216,28
671,,,,,,,317,288,29
672,,,,,,,420,398,22
673,,,,,,,426,414,12
674,,,,,,,320,306,14
675,,,,,,,216,208,8
676,,,,,,,136,128,8
677,,,,,,,116,95,21
678,,,,,,,115,88,27
679,,,,,,,137,103,34
680,,,,,,,147,111,36
681,,,,,,,235,201,34
682,,,,,,,327,308,19
683,,,,,,,378,351,27
684,,,,,,,406,386,20
685,,,,,,,357,346,11
686,,,,,,,294,282,12
687,,,,,,,181,168,13
688,,,,,,,105,88,17
689,,,,,,,102,85,17
690,,,,,,,120,95,25
691,,,,,,,130,102,28
692,,,,,,,179,140,39
693,,,,,,,281,243,38
694,,,,,,,383,349,34
695,,,,,,,412,390,22
696,,,,,,,408,396,12
697,,,,,,,250,239,11
698,,,,,,,164,151,13
699,,,,,,,151,130,21
700,,,,,,,177,154,23
701,,,,,,,183,158,25
702,,,,,,,192,164,28
703,,,,,,,251,223,28
704,,,,,,,303,276,27
705,,,,,,,336,318,18
706,,,,,,,356,335,21
707,,,,,,,265,248,17
708,,,,,,,228,206,22
709,,,,,,,204,184,20
710,,,,,,,152,136,16
711,,,,,,,152,128,24
712,,,,,,,131,111,20
713,,,,,,,149,131,18
714,,,,,,,225,202,23
715,,,,,,,281,255,26
716,,,,,,,306,273,33
717,,,,,,,377,354,23
718,,,,,,,374,356,18
719,,,,,,,339,328,11
720,,,,,,,206,199,7
721,,,,,,,70,58,12
722,,,,,,,34,12,22
723,,,,,,,60,33,27
724,,,,,,,163,131,32
725,,,,,,,333,301,32
726,,,,,,,361,326,35
727,,,,,,,405,381,24
728,,,,,,,380,361,19
729,,,,,,,279,268,11
730,,,,,,,210,194,16
731,,,,,,,136,116,20
732,,,,,,,112,95,17
733,,,,,,,99,75,24
734,,,,,,,147,108,39
735,,,,,,,221,187,34
736,,,,,,,322,294,28
737,,,,,,,380,358,22
738,,,,,,,353,331,22
739,,,,,,,302,284,18
740,,,,,,,244,232,12
741,,,,,,,193,176,17
742,,,,,,,167,150,17
743,,,,,,,181,159,22
744,,,,,,,179,156,23
745,,,,,,,180,146,34
746,,,,,,,210,179,31
747,,,,,,,262,244,18
748,,,,,,,297,272,25
749,,,,,,,299,272,27
750,,,,,,,247,233,14
751,,,,,,,180,158,22
752,,,,,,,166,146,20
753,,,,,,,176,154,22
754,,,,,,,180,158,22
755,,,,,,,175,153,22
756,,,,,,,149,119,30
757,,,,,,,122,99,23
758,,,,,,,200,171,29
759,,,,,,,292,263,29
760,,,,,,,357,331,26
761,,,,,,,434,411,23
762,,,,,,,445,436,9
763,,,,,,,273,264,9
764,,,,,,,200,196,4
765,,,,,,,166,150,16
766,,,,,,,111,96,15
767,,,,,,,80,54,26
768,,,,,,,133,112,21
769,,,,,,,255,217,38
770,,,,,,,419,384,35
771,,,,,,,497,463,34
772,,,,,,,409,396,13
773,,,,,,,339,332,7
774,,,,,,,201,194,7
775,,,,,,,132,123,9
776,,,,,,,85,63,22
777,,,,,,,64,34,30
778,,,,,,,138,110,28
779,,,,,,,285,261,24
780,,,,,,,306,277,29
781,,,,,,,319,296,23
782,,,,,,,315,292,23
783,,,,,,,305,292,13
784,,,,,,,290,278,12
785,,,,,,,224,203,21
786,,,,,,,162,143,19
787,,,,,,,137,116,21
788,,,,,,,155,131,24
789,,,,,,,201,177,24
790,,,,,,,247,225,22
791,,,,,,,257,227,30
792,,,,,,,245,227,18
793,,,,,,,217,191,26
794,,,,,,,245,227,18
795,,,,,,,287,268,19
796,,,,,,,238,220,18
797,,,,,,,204,186,18
798,,,,,,,191,162,29
799,,,,,,,210,184,26
800,,,,,,,253,224,29
801,,,,,,,340,315,25
802,,,,,,,356,340,16
803,,,,,,,365,345,20
804,,,,,,,372,364,8
805,,,,,,,344,335,9
806,,,,,,,241,227,14
807,,,,,,,141,127,14
808,,,,,,,84,61,23
809,,,,,,,46,24,22
810,,,,,,,104,80,24
811,,,,,,,248,220,28
812,,,,,,,350,326,24
813,,,,,,,299,274,25
814,,,,,,,247,226,21
815,,,,,,,238,217,21
816,,,,,,,248,232,16
817,,,,,,,204,184,20
818,,,,,,,208,190,18
819,,,,,,,189,167,22
820,,,,,,,132,110,22
821,,,,,,,85,62,23
822,,,,,,,67,36,31
823,,,,,,,47,15,32
824,,,,,,,98,60,38
825,,,,,,,221,186,35
826,,,,,,,420,389,31
827,,,,,,,469,450,19
828,,,,,,,375,365,10
829,,,,,,,300,291,9
830,,,,,,,242,233,9
831,,,,,,,177,162,15
832,,,,,,,119,104,15
833,,,,,,,90,63,27
834,,,,,,,64,47,17
835,,,,,,,103,61,42
