,grid size,height,refractory period,max distance,probability of spontaneous_activity,random connection,spikes_total,spikes_neighbours,spikes_input
0,50.0,7.0,3.0,3.0,0.025,False,66,0,66
1,,,,,,,56,0,56
2,,,,,,,66,0,66
3,,,,,,,64,0,64
4,,,,,,,59,0,59
5,,,,,,,46,0,46
6,,,,,,,54,0,54
7,,,,,,,55,0,55
8,,,,,,,63,0,63
9,,,,,,,50,0,50
10,,,,,,,59,0,59
11,,,,,,,54,0,54
12,,,,,,,52,0,52
13,,,,,,,56,0,56
14,,,,,,,49,0,49
15,,,,,,,65,0,65
16,,,,,,,52,0,52
17,,,,,,,54,0,54
18,,,,,,,68,0,68
19,,,,,,,45,0,45
20,,,,,,,59,0,59
21,,,,,,,59,0,59
22,,,,,,,58,0,58
23,,,,,,,72,0,72
24,,,,,,,55,0,55
25,,,,,,,64,0,64
26,,,,,,,62,0,62
27,,,,,,,57,0,57
28,,,,,,,62,0,62
29,,,,,,,54,0,54
30,,,,,,,79,0,79
31,,,,,,,55,0,55
32,,,,,,,50,0,50
33,,,,,,,62,0,62
34,,,,,,,45,0,45
35,,,,,,,58,0,58
36,,,,,,,53,0,53
37,,,,,,,52,0,52
38,,,,,,,57,0,57
39,,,,,,,65,0,65
40,,,,,,,56,0,56
41,,,,,,,64,0,64
42,,,,,,,48,0,48
43,,,,,,,66,0,66
44,,,,,,,35,0,35
45,,,,,,,58,0,58
46,,,,,,,58,0,58
47,,,,,,,58,0,58
48,,,,,,,66,0,66
49,,,,,,,57,0,57
50,,,,,,,43,0,43
51,,,,,,,57,0,57
52,,,,,,,60,0,60
53,,,,,,,59,0,59
54,,,,,,,59,0,59
55,,,,,,,45,0,45
56,,,,,,,53,0,53
57,,,,,,,64,0,64
58,,,,,,,74,0,74
59,,,,,,,65,0,65
60,,,,,,,62,0,62
61,,,,,,,64,0,64
62,,,,,,,68,0,68
63,,,,,,,58,0,58
64,,,,,,,61,0,61
65,,,,,,,56,0,56
66,,,,,,,43,0,43
67,,,,,,,64,0,64
68,,,,,,,52,0,52
69,,,,,,,62,0,62
70,,,,,,,53,0,53
71,,,,,,,56,0,56
72,,,,,,,61,0,61
73,,,,,,,53,0,53
74,,,,,,,67,0,67
75,,,,,,,64,0,64
76,,,,,,,57,0,57
77,,,,,,,59,0,59
78,,,,,,,50,0,50
79,,,,,,,57,0,57
80,,,,,,,60,0,60
81,,,,,,,54,0,54
82,,,,,,,74,0,74
83,,,,,,,59,0,59
84,,,,,,,66,0,66
85,,,,,,,56,0,56
86,,,,,,,46,0,46
87,,,,,,,54,0,54
88,,,,,,,61,0,61
89,,,,,,,42,0,42
90,,,,,,,67,0,67
91,,,,,,,60,0,60
92,,,,,,,53,0,53
93,,,,,,,65,0,65
94,,,,,,,60,0,60
95,,,,,,,57,0,57
96,,,,,,,40,0,40
97,,,,,,,50,0,50
98,,,,,,,39,0,39
99,,,,,,,56,0,56
100,,,,,,,54,0,54
101,,,,,,,51,0,51
102,,,,,,,48,0,48
103,,,,,,,48,0,48
104,,,,,,,54,0,54
105,,,,,,,60,0,60
106,,,,,,,54,0,54
107,,,,,,,71,0,71
108,,,,,,,63,0,63
109,,,,,,,55,0,55
110,,,,,,,57,0,57
111,,,,,,,47,0,47
112,,,,,,,53,0,53
113,,,,,,,67,0,67
114,,,,,,,57,0,57
115,,,,,,,45,0,45
116,,,,,,,57,0,57
117,,,,,,,57,0,57
118,,,,,,,63,0,63
119,,,,,,,45,0,45
120,,,,,,,67,0,67
121,,,,,,,60,0,60
122,,,,,,,47,0,47
123,,,,,,,60,0,60
124,,,,,,,52,0,52
125,,,,,,,50,0,50
126,,,,,,,61,0,61
127,,,,,,,55,0,55
128,,,,,,,84,0,84
129,,,,,,,53,0,53
130,,,,,,,55,0,55
131,,,,,,,53,0,53
132,,,,,,,47,0,47
133,,,,,,,70,0,70
134,,,,,,,46,0,46
135,,,,,,,49,0,49
136,,,,,,,55,0,55
137,,,,,,,65,0,65
138,,,,,,,58,0,58
139,,,,,,,54,0,54
140,,,,,,,54,0,54
141,,,,,,,62,0,62
142,,,,,,,62,0,62
143,,,,,,,67,0,67
144,,,,,,,51,0,51
145,,,,,,,51,0,51
146,,,,,,,66,0,66
147,,,,,,,51,0,51
148,,,,,,,55,0,55
149,,,,,,,68,0,68
150,,,,,,,61,0,61
151,,,,,,,46,0,46
152,,,,,,,57,0,57
153,,,,,,,55,0,55
154,,,,,,,57,0,57
155,,,,,,,60,0,60
156,,,,,,,60,0,60
157,,,,,,,51,0,51
158,,,,,,,48,0,48
159,,,,,,,57,0,57
160,,,,,,,60,0,60
161,,,,,,,62,0,62
162,,,,,,,52,0,52
163,,,,,,,61,0,61
164,,,,,,,60,0,60
165,,,,,,,58,0,58
166,,,,,,,54,0,54
167,,,,,,,47,0,47
168,,,,,,,61,0,61
169,,,,,,,47,0,47
170,,,,,,,47,0,47
171,,,,,,,49,0,49
172,,,,,,,58,0,58
173,,,,,,,63,0,63
174,,,,,,,55,0,55
175,,,,,,,52,0,52
176,,,,,,,48,0,48
177,,,,,,,44,0,44
178,,,,,,,57,0,57
179,,,,,,,55,0,55
180,,,,,,,60,0,60
181,,,,,,,45,0,45
182,,,,,,,43,0,43
183,,,,,,,52,0,52
184,,,,,,,72,0,72
185,,,,,,,56,0,56
186,,,,,,,58,0,58
187,,,,,,,64,0,64
188,,,,,,,59,0,59
189,,,,,,,66,0,66
190,,,,,,,53,0,53
191,,,,,,,53,0,53
192,,,,,,,51,0,51
193,,,,,,,58,0,58
194,,,,,,,52,0,52
195,,,,,,,66,0,66
196,,,,,,,58,0,58
197,,,,,,,48,0,48
198,,,,,,,65,0,65
199,,,,,,,56,0,56
200,,,,,,,59,0,59
201,,,,,,,61,0,61
202,,,,,,,63,0,63
203,,,,,,,50,0,50
204,,,,,,,55,0,55
205,,,,,,,70,0,70
206,,,,,,,53,0,53
207,,,,,,,61,0,61
208,,,,,,,59,0,59
209,,,,,,,45,0,45
210,,,,,,,55,0,55
211,,,,,,,44,0,44
212,,,,,,,58,0,58
213,,,,,,,72,0,72
214,,,,,,,57,0,57
215,,,,,,,62,0,62
216,,,,,,,48,0,48
217,,,,,,,65,0,65
218,,,,,,,60,0,60
219,,,,,,,50,0,50
220,,,,,,,45,0,45
221,,,,,,,55,0,55
222,,,,,,,64,0,64
223,,,,,,,54,0,54
224,,,,,,,50,0,50
225,,,,,,,53,0,53
226,,,,,,,66,0,66
227,,,,,,,61,0,61
