,grid size,height,refractory period,max distance,probability of spontaneous_activity,random connection,spikes_total,spikes_neighbours,spikes_input
0,50.0,7.0,7.0,3.0,0.015,False,33,0,33
1,,,,,,,44,0,44
2,,,,,,,37,0,37
3,,,,,,,29,0,29
4,,,,,,,31,0,31
5,,,,,,,34,0,34
6,,,,,,,33,0,33
7,,,,,,,35,0,35
8,,,,,,,35,0,35
9,,,,,,,34,0,34
10,,,,,,,29,0,29
11,,,,,,,32,0,32
12,,,,,,,43,0,43
13,,,,,,,41,0,41
14,,,,,,,31,0,31
15,,,,,,,36,0,36
16,,,,,,,42,0,42
17,,,,,,,23,0,23
18,,,,,,,26,0,26
19,,,,,,,29,0,29
20,,,,,,,32,0,32
21,,,,,,,32,0,32
22,,,,,,,29,0,29
23,,,,,,,33,0,33
24,,,,,,,26,0,26
25,,,,,,,29,0,29
26,,,,,,,31,0,31
27,,,,,,,32,0,32
28,,,,,,,37,0,37
29,,,,,,,34,0,34
30,,,,,,,29,0,29
31,,,,,,,40,0,40
32,,,,,,,36,0,36
33,,,,,,,18,0,18
34,,,,,,,36,0,36
35,,,,,,,32,0,32
36,,,,,,,38,0,38
37,,,,,,,28,0,28
38,,,,,,,41,0,41
39,,,,,,,39,0,39
40,,,,,,,38,0,38
41,,,,,,,37,0,37
42,,,,,,,32,0,32
43,,,,,,,31,0,31
44,,,,,,,32,0,32
45,,,,,,,26,0,26
46,,,,,,,35,0,35
47,,,,,,,37,0,37
48,,,,,,,37,0,37
49,,,,,,,30,0,30
50,,,,,,,29,0,29
51,,,,,,,31,0,31
52,,,,,,,29,0,29
53,,,,,,,32,0,32
54,,,,,,,40,0,40
55,,,,,,,34,0,34
56,,,,,,,34,0,34
57,,,,,,,29,0,29
58,,,,,,,26,0,26
59,,,,,,,25,0,25
60,,,,,,,28,0,28
61,,,,,,,43,0,43
62,,,,,,,44,0,44
63,,,,,,,35,0,35
64,,,,,,,33,0,33
65,,,,,,,29,0,29
66,,,,,,,30,0,30
67,,,,,,,18,0,18
68,,,,,,,21,0,21
69,,,,,,,28,0,28
70,,,,,,,38,0,38
71,,,,,,,37,0,37
72,,,,,,,31,0,31
73,,,,,,,41,0,41
74,,,,,,,37,0,37
75,,,,,,,32,0,32
76,,,,,,,38,0,38
77,,,,,,,40,0,40
78,,,,,,,34,0,34
79,,,,,,,26,0,26
80,,,,,,,29,0,29
81,,,,,,,41,0,41
82,,,,,,,38,0,38
83,,,,,,,39,0,39
84,,,,,,,26,0,26
85,,,,,,,35,0,35
86,,,,,,,30,0,30
87,,,,,,,41,0,41
88,,,,,,,26,0,26
89,,,,,,,35,0,35
90,,,,,,,29,0,29
91,,,,,,,30,0,30
92,,,,,,,39,0,39
93,,,,,,,33,0,33
94,,,,,,,32,0,32
95,,,,,,,36,0,36
96,,,,,,,35,0,35
97,,,,,,,43,0,43
98,,,,,,,29,0,29
99,,,,,,,28,0,28
100,,,,,,,26,0,26
101,,,,,,,41,0,41
102,,,,,,,32,0,32
103,,,,,,,39,0,39
104,,,,,,,23,0,23
105,,,,,,,20,0,20
106,,,,,,,34,0,34
107,,,,,,,33,0,33
108,,,,,,,28,0,28
109,,,,,,,36,0,36
110,,,,,,,36,0,36
111,,,,,,,42,0,42
112,,,,,,,38,0,38
113,,,,,,,37,0,37
114,,,,,,,38,0,38
115,,,,,,,34,0,34
116,,,,,,,36,0,36
117,,,,,,,31,0,31
118,,,,,,,29,0,29
119,,,,,,,28,0,28
120,,,,,,,30,0,30
121,,,,,,,29,0,29
122,,,,,,,29,0,29
123,,,,,,,35,0,35
124,,,,,,,38,0,38
125,,,,,,,30,0,30
126,,,,,,,37,0,37
127,,,,,,,39,0,39
128,,,,,,,43,0,43
129,,,,,,,45,0,45
130,,,,,,,38,0,38
131,,,,,,,44,0,44
132,,,,,,,36,0,36
133,,,,,,,39,0,39
134,,,,,,,29,0,29
135,,,,,,,24,0,24
136,,,,,,,36,0,36
137,,,,,,,41,0,41
138,,,,,,,27,0,27
139,,,,,,,42,0,42
140,,,,,,,35,0,35
141,,,,,,,48,0,48
142,,,,,,,29,0,29
143,,,,,,,27,0,27
144,,,,,,,32,0,32
145,,,,,,,35,0,35
146,,,,,,,28,0,28
147,,,,,,,37,0,37
148,,,,,,,34,0,34
149,,,,,,,36,0,36
150,,,,,,,33,0,33
151,,,,,,,35,0,35
152,,,,,,,32,0,32
153,,,,,,,39,0,39
154,,,,,,,27,0,27
155,,,,,,,34,0,34
156,,,,,,,39,0,39
157,,,,,,,37,0,37
158,,,,,,,40,0,40
159,,,,,,,34,0,34
160,,,,,,,33,0,33
161,,,,,,,24,0,24
162,,,,,,,44,0,44
163,,,,,,,24,0,24
164,,,,,,,40,0,40
165,,,,,,,31,0,31
166,,,,,,,46,0,46
167,,,,,,,29,0,29
168,,,,,,,46,0,46
169,,,,,,,39,0,39
170,,,,,,,48,0,48
171,,,,,,,31,0,31
172,,,,,,,35,0,35
173,,,,,,,33,0,33
174,,,,,,,29,0,29
175,,,,,,,30,0,30
176,,,,,,,31,0,31
177,,,,,,,35,0,35
178,,,,,,,36,0,36
179,,,,,,,40,0,40
180,,,,,,,38,0,38
181,,,,,,,32,0,32
182,,,,,,,32,0,32
183,,,,,,,41,0,41
184,,,,,,,39,0,39
185,,,,,,,41,0,41
186,,,,,,,33,0,33
187,,,,,,,29,0,29
188,,,,,,,41,0,41
189,,,,,,,40,0,40
190,,,,,,,24,0,24
191,,,,,,,31,0,31
192,,,,,,,28,0,28
193,,,,,,,32,0,32
194,,,,,,,24,0,24
195,,,,,,,27,0,27
196,,,,,,,39,0,39
197,,,,,,,34,0,34
198,,,,,,,25,0,25
199,,,,,,,31,0,31
200,,,,,,,35,0,35
201,,,,,,,42,0,42
202,,,,,,,26,0,26
203,,,,,,,31,0,31
204,,,,,,,38,0,38
205,,,,,,,36,0,36
206,,,,,,,34,0,34
207,,,,,,,30,0,30
208,,,,,,,32,0,32
209,,,,,,,34,0,34
210,,,,,,,35,0,35
211,,,,,,,36,0,36
212,,,,,,,28,0,28
213,,,,,,,30,0,30
214,,,,,,,40,0,40
215,,,,,,,35,0,35
216,,,,,,,33,0,33
