,grid size,height,refractory period,max distance,probability of spontaneous_activity,random connection,spikes_total,spikes_neighbours,spikes_input
0,50.0,7.0,6.0,3.0,0.015,False,37,0,37
1,,,,,,,37,0,37
2,,,,,,,43,0,43
3,,,,,,,32,0,32
4,,,,,,,33,0,33
5,,,,,,,33,0,33
6,,,,,,,37,0,37
7,,,,,,,33,0,33
8,,,,,,,36,0,36
9,,,,,,,34,0,34
10,,,,,,,36,0,36
11,,,,,,,31,0,31
12,,,,,,,25,0,25
13,,,,,,,39,0,39
14,,,,,,,33,0,33
15,,,,,,,28,0,28
16,,,,,,,47,0,47
17,,,,,,,36,0,36
18,,,,,,,45,0,45
19,,,,,,,44,0,44
20,,,,,,,26,0,26
21,,,,,,,38,0,38
22,,,,,,,34,0,34
23,,,,,,,32,0,32
24,,,,,,,37,0,37
25,,,,,,,36,0,36
26,,,,,,,36,0,36
27,,,,,,,52,0,52
28,,,,,,,39,0,39
29,,,,,,,22,0,22
30,,,,,,,40,0,40
31,,,,,,,39,0,39
32,,,,,,,36,0,36
33,,,,,,,30,0,30
34,,,,,,,39,0,39
35,,,,,,,29,0,29
36,,,,,,,38,0,38
37,,,,,,,29,0,29
38,,,,,,,36,0,36
39,,,,,,,30,0,30
40,,,,,,,26,0,26
41,,,,,,,25,0,25
42,,,,,,,43,0,43
43,,,,,,,30,0,30
44,,,,,,,46,0,46
45,,,,,,,26,0,26
46,,,,,,,35,0,35
47,,,,,,,33,0,33
48,,,,,,,38,0,38
49,,,,,,,39,0,39
50,,,,,,,33,0,33
51,,,,,,,28,0,28
52,,,,,,,37,0,37
53,,,,,,,30,0,30
54,,,,,,,34,0,34
55,,,,,,,30,0,30
56,,,,,,,25,0,25
57,,,,,,,40,0,40
58,,,,,,,32,0,32
59,,,,,,,43,0,43
60,,,,,,,33,0,33
61,,,,,,,40,0,40
62,,,,,,,48,0,48
63,,,,,,,30,0,30
64,,,,,,,26,0,26
65,,,,,,,27,0,27
66,,,,,,,32,0,32
67,,,,,,,41,0,41
68,,,,,,,39,0,39
69,,,,,,,43,0,43
70,,,,,,,28,0,28
71,,,,,,,28,0,28
72,,,,,,,36,0,36
73,,,,,,,39,0,39
74,,,,,,,31,0,31
75,,,,,,,34,0,34
76,,,,,,,25,0,25
77,,,,,,,29,0,29
78,,,,,,,33,0,33
79,,,,,,,40,0,40
80,,,,,,,39,0,39
81,,,,,,,41,0,41
82,,,,,,,45,0,45
83,,,,,,,31,0,31
84,,,,,,,27,0,27
85,,,,,,,41,0,41
86,,,,,,,29,0,29
87,,,,,,,34,0,34
88,,,,,,,36,0,36
89,,,,,,,30,0,30
90,,,,,,,25,0,25
91,,,,,,,40,0,40
92,,,,,,,29,0,29
93,,,,,,,27,0,27
94,,,,,,,35,0,35
95,,,,,,,31,0,31
96,,,,,,,31,0,31
97,,,,,,,29,0,29
98,,,,,,,38,0,38
99,,,,,,,44,0,44
100,,,,,,,38,0,38
101,,,,,,,28,0,28
102,,,,,,,35,0,35
103,,,,,,,26,0,26
104,,,,,,,30,0,30
105,,,,,,,35,0,35
106,,,,,,,33,0,33
107,,,,,,,34,0,34
108,,,,,,,28,0,28
109,,,,,,,30,0,30
110,,,,,,,37,0,37
111,,,,,,,31,0,31
112,,,,,,,35,0,35
113,,,,,,,36,0,36
114,,,,,,,34,0,34
115,,,,,,,38,0,38
116,,,,,,,23,0,23
117,,,,,,,30,0,30
118,,,,,,,37,0,37
119,,,,,,,50,0,50
120,,,,,,,43,0,43
121,,,,,,,40,0,40
122,,,,,,,37,0,37
123,,,,,,,36,0,36
124,,,,,,,32,0,32
125,,,,,,,28,0,28
126,,,,,,,30,0,30
127,,,,,,,39,0,39
128,,,,,,,42,0,42
129,,,,,,,34,0,34
130,,,,,,,43,0,43
131,,,,,,,45,0,45
132,,,,,,,30,0,30
133,,,,,,,38,0,38
134,,,,,,,26,0,26
135,,,,,,,31,0,31
136,,,,,,,32,0,32
137,,,,,,,23,0,23
138,,,,,,,37,0,37
139,,,,,,,42,0,42
140,,,,,,,35,0,35
141,,,,,,,40,0,40
142,,,,,,,30,0,30
143,,,,,,,27,0,27
144,,,,,,,31,0,31
145,,,,,,,29,0,29
146,,,,,,,40,0,40
147,,,,,,,29,0,29
148,,,,,,,32,0,32
149,,,,,,,24,0,24
150,,,,,,,31,0,31
151,,,,,,,36,0,36
152,,,,,,,40,0,40
153,,,,,,,35,0,35
154,,,,,,,37,0,37
155,,,,,,,26,0,26
156,,,,,,,33,0,33
157,,,,,,,25,0,25
158,,,,,,,37,0,37
159,,,,,,,30,0,30
160,,,,,,,39,0,39
161,,,,,,,31,0,31
162,,,,,,,38,0,38
163,,,,,,,29,0,29
164,,,,,,,38,0,38
165,,,,,,,24,0,24
166,,,,,,,37,0,37
167,,,,,,,25,0,25
168,,,,,,,22,0,22
169,,,,,,,43,0,43
170,,,,,,,37,0,37
171,,,,,,,28,0,28
172,,,,,,,35,0,35
