,grid size,height,refractory period,max distance,probability of spontaneous_activity,random connection,spikes_total,spikes_neighbours,spikes_input
0,50.0,2.0,1.0,3.0,0.015,True,43,2,41
1,,,,,,,255,216,39
2,,,,,,,1714,1706,8
3,,,,,,,531,531,0
4,,,,,,,255,255,0
5,,,,,,,1706,1706,0
6,,,,,,,539,539,0
7,,,,,,,255,255,0
8,,,,,,,1706,1706,0
9,,,,,,,539,539,0
10,,,,,,,255,255,0
11,,,,,,,1706,1706,0
12,,,,,,,539,539,0
13,,,,,,,255,255,0
14,,,,,,,1706,1706,0
15,,,,,,,539,539,0
16,,,,,,,255,255,0
17,,,,,,,1706,1706,0
18,,,,,,,539,539,0
19,,,,,,,255,255,0
20,,,,,,,1706,1706,0
21,,,,,,,539,539,0
22,,,,,,,255,255,0
23,,,,,,,1706,1706,0
24,,,,,,,539,539,0
25,,,,,,,255,255,0
26,,,,,,,1706,1706,0
27,,,,,,,539,539,0
28,,,,,,,255,255,0
29,,,,,,,1706,1706,0
30,,,,,,,539,539,0
31,,,,,,,255,255,0
32,,,,,,,1706,1706,0
33,,,,,,,539,539,0
34,,,,,,,255,255,0
35,,,,,,,1706,1706,0
36,,,,,,,539,539,0
37,,,,,,,255,255,0
38,,,,,,,1706,1706,0
39,,,,,,,539,539,0
40,,,,,,,255,255,0
41,,,,,,,1706,1706,0
42,,,,,,,539,539,0
43,,,,,,,255,255,0
44,,,,,,,1706,1706,0
45,,,,,,,539,539,0
46,,,,,,,255,255,0
47,,,,,,,1706,1706,0
48,,,,,,,539,539,0
49,,,,,,,255,255,0
50,,,,,,,1706,1706,0
51,,,,,,,539,539,0
52,,,,,,,255,255,0
53,,,,,,,1706,1706,0
54,,,,,,,539,539,0
55,,,,,,,255,255,0
56,,,,,,,1706,1706,0
57,,,,,,,539,539,0
58,,,,,,,255,255,0
59,,,,,,,1706,1706,0
60,,,,,,,539,539,0
61,,,,,,,255,255,0
62,,,,,,,1706,1706,0
63,,,,,,,539,539,0
64,,,,,,,255,255,0
65,,,,,,,1706,1706,0
66,,,,,,,539,539,0
67,,,,,,,255,255,0
68,,,,,,,1706,1706,0
69,,,,,,,539,539,0
70,,,,,,,255,255,0
71,,,,,,,1706,1706,0
72,,,,,,,539,539,0
73,,,,,,,255,255,0
74,,,,,,,1706,1706,0
75,,,,,,,539,539,0
76,,,,,,,255,255,0
77,,,,,,,1706,1706,0
78,,,,,,,539,539,0
79,,,,,,,255,255,0
80,,,,,,,1706,1706,0
81,,,,,,,539,539,0
82,,,,,,,255,255,0
83,,,,,,,1706,1706,0
84,,,,,,,539,539,0
85,,,,,,,255,255,0
86,,,,,,,1706,1706,0
87,,,,,,,539,539,0
88,,,,,,,255,255,0
89,,,,,,,1706,1706,0
90,,,,,,,539,539,0
91,,,,,,,255,255,0
92,,,,,,,1706,1706,0
93,,,,,,,539,539,0
94,,,,,,,255,255,0
95,,,,,,,1706,1706,0
96,,,,,,,539,539,0
97,,,,,,,255,255,0
98,,,,,,,1706,1706,0
99,,,,,,,539,539,0
100,,,,,,,255,255,0
101,,,,,,,1706,1706,0
102,,,,,,,539,539,0
103,,,,,,,255,255,0
104,,,,,,,1706,1706,0
105,,,,,,,539,539,0
106,,,,,,,255,255,0
107,,,,,,,1706,1706,0
108,,,,,,,539,539,0
109,,,,,,,255,255,0
110,,,,,,,1706,1706,0
111,,,,,,,539,539,0
112,,,,,,,255,255,0
113,,,,,,,1706,1706,0
114,,,,,,,539,539,0
115,,,,,,,255,255,0
116,,,,,,,1706,1706,0
117,,,,,,,539,539,0
118,,,,,,,255,255,0
119,,,,,,,1706,1706,0
120,,,,,,,539,539,0
121,,,,,,,255,255,0
122,,,,,,,1706,1706,0
123,,,,,,,539,539,0
124,,,,,,,255,255,0
125,,,,,,,1706,1706,0
126,,,,,,,539,539,0
127,,,,,,,255,255,0
128,,,,,,,1706,1706,0
129,,,,,,,539,539,0
130,,,,,,,255,255,0
131,,,,,,,1706,1706,0
132,,,,,,,539,539,0
133,,,,,,,255,255,0
134,,,,,,,1706,1706,0
135,,,,,,,539,539,0
136,,,,,,,255,255,0
137,,,,,,,1706,1706,0
138,,,,,,,539,539,0
139,,,,,,,255,255,0
140,,,,,,,1706,1706,0
141,,,,,,,539,539,0
142,,,,,,,255,255,0
143,,,,,,,1706,1706,0
144,,,,,,,539,539,0
145,,,,,,,255,255,0
146,,,,,,,1706,1706,0
147,,,,,,,539,539,0
148,,,,,,,255,255,0
149,,,,,,,1706,1706,0
150,,,,,,,539,539,0
151,,,,,,,255,255,0
152,,,,,,,1706,1706,0
153,,,,,,,539,539,0
154,,,,,,,255,255,0
155,,,,,,,1706,1706,0
156,,,,,,,539,539,0
157,,,,,,,255,255,0
158,,,,,,,1706,1706,0
159,,,,,,,539,539,0
160,,,,,,,255,255,0
161,,,,,,,1706,1706,0
162,,,,,,,539,539,0
163,,,,,,,255,255,0
164,,,,,,,1706,1706,0
165,,,,,,,539,539,0
166,,,,,,,255,255,0
167,,,,,,,1706,1706,0
168,,,,,,,539,539,0
169,,,,,,,255,255,0
170,,,,,,,1706,1706,0
171,,,,,,,539,539,0
172,,,,,,,255,255,0
173,,,,,,,1706,1706,0
174,,,,,,,539,539,0
175,,,,,,,255,255,0
176,,,,,,,1706,1706,0
177,,,,,,,539,539,0
178,,,,,,,255,255,0
179,,,,,,,1706,1706,0
180,,,,,,,539,539,0
181,,,,,,,255,255,0
182,,,,,,,1706,1706,0
183,,,,,,,539,539,0
184,,,,,,,255,255,0
185,,,,,,,1706,1706,0
186,,,,,,,539,539,0
187,,,,,,,255,255,0
188,,,,,,,1706,1706,0
189,,,,,,,539,539,0
190,,,,,,,255,255,0
191,,,,,,,1706,1706,0
192,,,,,,,539,539,0
193,,,,,,,255,255,0
194,,,,,,,1706,1706,0
195,,,,,,,539,539,0
196,,,,,,,255,255,0
197,,,,,,,1706,1706,0
198,,,,,,,539,539,0
199,,,,,,,255,255,0
200,,,,,,,1706,1706,0
201,,,,,,,539,539,0
202,,,,,,,255,255,0
203,,,,,,,1706,1706,0
204,,,,,,,539,539,0
205,,,,,,,255,255,0
206,,,,,,,1706,1706,0
207,,,,,,,539,539,0
208,,,,,,,255,255,0
209,,,,,,,1706,1706,0
210,,,,,,,539,539,0
211,,,,,,,255,255,0
212,,,,,,,1706,1706,0
213,,,,,,,539,539,0
214,,,,,,,255,255,0
215,,,,,,,1706,1706,0
216,,,,,,,539,539,0
217,,,,,,,255,255,0
218,,,,,,,1706,1706,0
219,,,,,,,539,539,0
220,,,,,,,255,255,0
221,,,,,,,1706,1706,0
222,,,,,,,539,539,0
223,,,,,,,255,255,0
224,,,,,,,1706,1706,0
225,,,,,,,539,539,0
226,,,,,,,255,255,0
227,,,,,,,1706,1706,0
228,,,,,,,539,539,0
229,,,,,,,255,255,0
230,,,,,,,1706,1706,0
231,,,,,,,539,539,0
232,,,,,,,255,255,0
233,,,,,,,1706,1706,0
234,,,,,,,539,539,0
235,,,,,,,255,255,0
236,,,,,,,1706,1706,0
237,,,,,,,539,539,0
238,,,,,,,255,255,0
239,,,,,,,1706,1706,0
240,,,,,,,539,539,0
241,,,,,,,255,255,0
242,,,,,,,1706,1706,0
243,,,,,,,539,539,0
244,,,,,,,255,255,0
245,,,,,,,1706,1706,0
246,,,,,,,539,539,0
247,,,,,,,255,255,0
248,,,,,,,1706,1706,0
249,,,,,,,539,539,0
250,,,,,,,255,255,0
251,,,,,,,1706,1706,0
252,,,,,,,539,539,0
253,,,,,,,255,255,0
254,,,,,,,1706,1706,0
255,,,,,,,539,539,0
256,,,,,,,255,255,0
257,,,,,,,1706,1706,0
258,,,,,,,539,539,0
259,,,,,,,255,255,0
260,,,,,,,1706,1706,0
261,,,,,,,539,539,0
262,,,,,,,255,255,0
263,,,,,,,1706,1706,0
264,,,,,,,539,539,0
265,,,,,,,255,255,0
266,,,,,,,1706,1706,0
267,,,,,,,539,539,0
268,,,,,,,255,255,0
269,,,,,,,1706,1706,0
270,,,,,,,539,539,0
271,,,,,,,255,255,0
272,,,,,,,1706,1706,0
273,,,,,,,539,539,0
274,,,,,,,255,255,0
275,,,,,,,1706,1706,0
276,,,,,,,539,539,0
277,,,,,,,255,255,0
278,,,,,,,1706,1706,0
279,,,,,,,539,539,0
280,,,,,,,255,255,0
281,,,,,,,1706,1706,0
282,,,,,,,539,539,0
283,,,,,,,255,255,0
284,,,,,,,1706,1706,0
285,,,,,,,539,539,0
286,,,,,,,255,255,0
287,,,,,,,1706,1706,0
288,,,,,,,539,539,0
289,,,,,,,255,255,0
290,,,,,,,1706,1706,0
291,,,,,,,539,539,0
