,grid size,height,refractory period,max distance,probability of spontaneous_activity,random connection,spikes_total,spikes_neighbours,spikes_input
0,50.0,1.0,3.0,3.0,0.02,False,150,101,49
1,,,,,,,1208,1181,27
2,,,,,,,1037,1033,4
3,,,,,,,101,101,0
4,,,,,,,1,0,1
5,,,,,,,35,28,7
6,,,,,,,212,183,29
7,,,,,,,827,808,19
8,,,,,,,994,989,5
9,,,,,,,394,394,0
10,,,,,,,34,33,1
11,,,,,,,33,32,1
12,,,,,,,128,104,24
13,,,,,,,592,573,19
14,,,,,,,956,936,20
15,,,,,,,615,612,3
16,,,,,,,155,152,3
17,,,,,,,55,53,2
18,,,,,,,94,84,10
19,,,,,,,351,327,24
20,,,,,,,918,896,22
21,,,,,,,921,920,1
22,,,,,,,182,181,1
23,,,,,,,33,32,1
24,,,,,,,107,101,6
25,,,,,,,265,242,23
26,,,,,,,732,716,16
27,,,,,,,903,899,4
28,,,,,,,418,417,1
29,,,,,,,48,45,3
30,,,,,,,85,84,1
31,,,,,,,244,228,16
32,,,,,,,602,584,18
33,,,,,,,944,928,16
34,,,,,,,504,503,1
35,,,,,,,112,110,2
36,,,,,,,73,64,9
37,,,,,,,302,292,10
38,,,,,,,485,468,17
39,,,,,,,687,673,14
40,,,,,,,613,604,9
41,,,,,,,297,294,3
42,,,,,,,91,88,3
43,,,,,,,179,166,13
44,,,,,,,451,437,14
45,,,,,,,753,733,20
46,,,,,,,673,663,10
47,,,,,,,337,336,1
48,,,,,,,75,64,11
49,,,,,,,223,210,13
50,,,,,,,455,440,15
51,,,,,,,722,705,17
52,,,,,,,667,662,5
53,,,,,,,285,283,2
54,,,,,,,101,98,3
55,,,,,,,186,171,15
56,,,,,,,444,427,17
57,,,,,,,770,756,14
58,,,,,,,630,623,7
59,,,,,,,366,366,0
60,,,,,,,92,89,3
61,,,,,,,124,109,15
62,,,,,,,471,454,17
63,,,,,,,723,713,10
64,,,,,,,586,574,12
65,,,,,,,446,443,3
66,,,,,,,171,170,1
67,,,,,,,69,52,17
68,,,,,,,434,418,16
69,,,,,,,728,718,10
70,,,,,,,622,612,10
71,,,,,,,414,410,4
72,,,,,,,222,218,4
73,,,,,,,84,75,9
74,,,,,,,307,292,15
75,,,,,,,761,746,15
76,,,,,,,776,771,5
77,,,,,,,330,324,6
78,,,,,,,208,205,3
79,,,,,,,108,99,9
80,,,,,,,299,286,13
81,,,,,,,700,686,14
82,,,,,,,806,799,7
83,,,,,,,380,377,3
84,,,,,,,148,148,0
85,,,,,,,79,66,13
86,,,,,,,305,287,18
87,,,,,,,745,734,11
88,,,,,,,724,715,9
89,,,,,,,460,455,5
90,,,,,,,205,204,1
91,,,,,,,83,78,5
92,,,,,,,180,165,15
93,,,,,,,589,574,15
94,,,,,,,854,848,6
95,,,,,,,540,536,4
96,,,,,,,254,254,0
97,,,,,,,91,89,2
98,,,,,,,90,77,13
