,grid size,height,refractory period,max distance,probability of spontaneous_activity,random connection,spikes_total,spikes_neighbours,spikes_input
0,50.0,2.0,5.0,3.0,0.025,False,61,0,61
1,,,,,,,379,330,49
2,,,,,,,912,884,28
3,,,,,,,863,860,3
4,,,,,,,234,234,0
5,,,,,,,45,45,0
6,,,,,,,2,2,0
7,,,,,,,1,0,1
8,,,,,,,16,0,16
9,,,,,,,96,67,29
10,,,,,,,394,346,48
11,,,,,,,711,667,44
12,,,,,,,858,850,8
13,,,,,,,355,354,1
14,,,,,,,56,56,0
15,,,,,,,13,13,0
16,,,,,,,1,0,1
17,,,,,,,20,0,20
18,,,,,,,120,100,20
19,,,,,,,293,254,39
20,,,,,,,518,480,38
21,,,,,,,729,720,9
22,,,,,,,474,465,9
23,,,,,,,234,229,5
24,,,,,,,82,79,3
25,,,,,,,31,24,7
26,,,,,,,60,50,10
27,,,,,,,161,139,22
28,,,,,,,313,284,29
29,,,,,,,455,432,23
30,,,,,,,577,551,26
31,,,,,,,527,515,12
32,,,,,,,321,321,0
33,,,,,,,73,71,2
34,,,,,,,39,32,7
35,,,,,,,84,69,15
36,,,,,,,241,220,21
37,,,,,,,350,323,27
38,,,,,,,418,395,23
39,,,,,,,431,414,17
40,,,,,,,434,421,13
41,,,,,,,351,342,9
42,,,,,,,152,150,2
43,,,,,,,46,31,15
44,,,,,,,144,127,17
45,,,,,,,281,259,22
46,,,,,,,368,347,21
47,,,,,,,406,389,17
48,,,,,,,419,401,18
49,,,,,,,392,378,14
50,,,,,,,285,274,11
51,,,,,,,142,134,8
52,,,,,,,111,105,6
53,,,,,,,143,125,18
54,,,,,,,290,262,28
55,,,,,,,413,390,23
56,,,,,,,413,396,17
57,,,,,,,419,404,15
58,,,,,,,350,335,15
59,,,,,,,248,245,3
60,,,,,,,119,116,3
61,,,,,,,59,41,18
62,,,,,,,144,129,15
63,,,,,,,261,239,22
64,,,,,,,366,348,18
65,,,,,,,425,410,15
66,,,,,,,469,447,22
67,,,,,,,408,403,5
68,,,,,,,216,211,5
69,,,,,,,112,106,6
70,,,,,,,65,52,13
71,,,,,,,104,93,11
72,,,,,,,263,244,19
73,,,,,,,345,316,29
74,,,,,,,477,453,24
75,,,,,,,499,473,26
76,,,,,,,440,433,7
77,,,,,,,273,270,3
78,,,,,,,92,87,5
79,,,,,,,52,41,11
