,grid size,height,refractory period,max distance,probability of spontaneous_activity,random connection,spikes_total,spikes_neighbours,spikes_input
0,50.0,3.0,1.0,3.0,0.02,False,48,0,48
1,,,,,,,79,31,48
2,,,,,,,151,104,47
3,,,,,,,315,271,44
4,,,,,,,440,404,36
5,,,,,,,601,576,25
6,,,,,,,725,716,9
7,,,,,,,795,787,8
8,,,,,,,825,821,4
9,,,,,,,833,833,0
10,,,,,,,826,826,0
11,,,,,,,835,835,0
12,,,,,,,836,836,0
13,,,,,,,829,829,0
14,,,,,,,835,835,0
15,,,,,,,836,836,0
16,,,,,,,829,829,0
17,,,,,,,835,835,0
18,,,,,,,836,836,0
19,,,,,,,829,829,0
20,,,,,,,835,835,0
21,,,,,,,836,836,0
22,,,,,,,829,829,0
23,,,,,,,835,835,0
24,,,,,,,836,836,0
25,,,,,,,829,829,0
26,,,,,,,835,835,0
27,,,,,,,836,836,0
28,,,,,,,829,829,0
29,,,,,,,835,835,0
30,,,,,,,836,836,0
31,,,,,,,829,829,0
32,,,,,,,835,835,0
33,,,,,,,836,836,0
34,,,,,,,829,829,0
35,,,,,,,835,835,0
36,,,,,,,836,836,0
37,,,,,,,829,829,0
38,,,,,,,835,835,0
39,,,,,,,836,836,0
40,,,,,,,829,829,0
41,,,,,,,835,835,0
42,,,,,,,836,836,0
43,,,,,,,829,829,0
44,,,,,,,835,835,0
45,,,,,,,836,836,0
46,,,,,,,829,829,0
47,,,,,,,835,835,0
48,,,,,,,836,836,0
49,,,,,,,829,829,0
50,,,,,,,835,835,0
51,,,,,,,836,836,0
52,,,,,,,829,829,0
53,,,,,,,835,835,0
54,,,,,,,836,836,0
55,,,,,,,829,829,0
56,,,,,,,835,835,0
57,,,,,,,836,836,0
58,,,,,,,829,829,0
59,,,,,,,835,835,0
60,,,,,,,836,836,0
61,,,,,,,829,829,0
62,,,,,,,835,835,0
63,,,,,,,836,836,0
64,,,,,,,829,829,0
65,,,,,,,835,835,0
66,,,,,,,836,836,0
67,,,,,,,829,829,0
68,,,,,,,835,835,0
69,,,,,,,836,836,0
70,,,,,,,829,829,0
71,,,,,,,835,835,0
72,,,,,,,836,836,0
73,,,,,,,829,829,0
74,,,,,,,835,835,0
75,,,,,,,836,836,0
76,,,,,,,829,829,0
77,,,,,,,835,835,0
78,,,,,,,836,836,0
79,,,,,,,829,829,0
80,,,,,,,835,835,0
81,,,,,,,836,836,0
82,,,,,,,829,829,0
83,,,,,,,835,835,0
84,,,,,,,836,836,0
85,,,,,,,829,829,0
86,,,,,,,835,835,0
87,,,,,,,836,836,0
88,,,,,,,829,829,0
89,,,,,,,835,835,0
90,,,,,,,836,836,0
91,,,,,,,829,829,0
92,,,,,,,835,835,0
93,,,,,,,836,836,0
94,,,,,,,829,829,0
95,,,,,,,835,835,0
96,,,,,,,836,836,0
97,,,,,,,829,829,0
98,,,,,,,835,835,0
99,,,,,,,836,836,0
100,,,,,,,829,829,0
101,,,,,,,835,835,0
102,,,,,,,836,836,0
103,,,,,,,829,829,0
104,,,,,,,835,835,0
105,,,,,,,836,836,0
106,,,,,,,829,829,0
107,,,,,,,835,835,0
108,,,,,,,836,836,0
109,,,,,,,829,829,0
110,,,,,,,835,835,0
111,,,,,,,836,836,0
112,,,,,,,829,829,0
113,,,,,,,835,835,0
114,,,,,,,836,836,0
115,,,,,,,829,829,0
116,,,,,,,835,835,0
117,,,,,,,836,836,0
118,,,,,,,829,829,0
119,,,,,,,835,835,0
120,,,,,,,836,836,0
121,,,,,,,829,829,0
122,,,,,,,835,835,0
123,,,,,,,836,836,0
124,,,,,,,829,829,0
125,,,,,,,835,835,0
126,,,,,,,836,836,0
127,,,,,,,829,829,0
128,,,,,,,835,835,0
129,,,,,,,836,836,0
130,,,,,,,829,829,0
131,,,,,,,835,835,0
132,,,,,,,836,836,0
133,,,,,,,829,829,0
134,,,,,,,835,835,0
135,,,,,,,836,836,0
136,,,,,,,829,829,0
137,,,,,,,835,835,0
138,,,,,,,836,836,0
139,,,,,,,829,829,0
140,,,,,,,835,835,0
141,,,,,,,836,836,0
142,,,,,,,829,829,0
143,,,,,,,835,835,0
144,,,,,,,836,836,0
145,,,,,,,829,829,0
146,,,,,,,835,835,0
147,,,,,,,836,836,0
148,,,,,,,829,829,0
149,,,,,,,835,835,0
150,,,,,,,836,836,0
151,,,,,,,829,829,0
152,,,,,,,835,835,0
153,,,,,,,836,836,0
154,,,,,,,829,829,0
155,,,,,,,835,835,0
156,,,,,,,836,836,0
157,,,,,,,829,829,0
158,,,,,,,835,835,0
159,,,,,,,836,836,0
