,grid size,height,refractory period,max distance,probability of spontaneous_activity,random connection,spikes_total,spikes_neighbours,spikes_input
0,50.0,7.0,1.0,3.0,0.02,False,51,0,51
1,,,,,,,52,0,52
2,,,,,,,49,0,49
3,,,,,,,40,0,40
4,,,,,,,34,0,34
5,,,,,,,56,0,56
6,,,,,,,32,0,32
7,,,,,,,48,0,48
8,,,,,,,45,0,45
9,,,,,,,47,0,47
10,,,,,,,40,0,40
11,,,,,,,40,0,40
12,,,,,,,73,0,73
13,,,,,,,38,0,38
14,,,,,,,51,0,51
15,,,,,,,40,0,40
16,,,,,,,39,0,39
17,,,,,,,49,0,49
18,,,,,,,61,0,61
19,,,,,,,47,0,47
20,,,,,,,47,0,47
21,,,,,,,48,0,48
22,,,,,,,54,0,54
23,,,,,,,41,0,41
24,,,,,,,50,0,50
25,,,,,,,49,0,49
26,,,,,,,36,0,36
27,,,,,,,51,0,51
28,,,,,,,58,0,58
29,,,,,,,48,0,48
30,,,,,,,46,0,46
31,,,,,,,40,0,40
32,,,,,,,46,0,46
33,,,,,,,62,0,62
34,,,,,,,46,0,46
35,,,,,,,46,0,46
36,,,,,,,49,0,49
37,,,,,,,51,0,51
38,,,,,,,51,0,51
39,,,,,,,50,0,50
40,,,,,,,53,0,53
41,,,,,,,45,0,45
42,,,,,,,42,0,42
43,,,,,,,53,0,53
44,,,,,,,56,0,56
45,,,,,,,40,0,40
46,,,,,,,51,0,51
47,,,,,,,52,0,52
48,,,,,,,42,0,42
49,,,,,,,54,0,54
50,,,,,,,46,0,46
51,,,,,,,39,0,39
52,,,,,,,47,0,47
53,,,,,,,57,0,57
54,,,,,,,41,0,41
55,,,,,,,47,0,47
56,,,,,,,56,0,56
57,,,,,,,49,0,49
58,,,,,,,46,0,46
59,,,,,,,47,0,47
60,,,,,,,40,0,40
61,,,,,,,48,0,48
62,,,,,,,33,0,33
63,,,,,,,46,0,46
64,,,,,,,54,0,54
65,,,,,,,42,0,42
66,,,,,,,44,0,44
67,,,,,,,52,0,52
68,,,,,,,45,0,45
69,,,,,,,56,0,56
70,,,,,,,39,0,39
71,,,,,,,52,0,52
72,,,,,,,45,0,45
73,,,,,,,52,0,52
74,,,,,,,47,0,47
75,,,,,,,48,0,48
76,,,,,,,56,0,56
77,,,,,,,53,0,53
78,,,,,,,42,0,42
79,,,,,,,41,0,41
80,,,,,,,47,0,47
81,,,,,,,45,2,43
82,,,,,,,41,0,41
83,,,,,,,40,0,40
84,,,,,,,42,0,42
85,,,,,,,37,0,37
86,,,,,,,45,0,45
87,,,,,,,68,0,68
88,,,,,,,38,0,38
89,,,,,,,44,0,44
90,,,,,,,52,0,52
91,,,,,,,52,0,52
92,,,,,,,59,0,59
93,,,,,,,46,0,46
94,,,,,,,51,0,51
95,,,,,,,40,0,40
96,,,,,,,42,0,42
97,,,,,,,39,0,39
98,,,,,,,50,0,50
99,,,,,,,41,0,41
100,,,,,,,45,0,45
101,,,,,,,39,0,39
102,,,,,,,51,0,51
103,,,,,,,53,0,53
104,,,,,,,50,0,50
105,,,,,,,51,0,51
106,,,,,,,46,0,46
107,,,,,,,57,0,57
108,,,,,,,42,0,42
109,,,,,,,60,0,60
110,,,,,,,43,0,43
111,,,,,,,46,0,46
112,,,,,,,41,0,41
113,,,,,,,44,0,44
114,,,,,,,56,0,56
115,,,,,,,44,0,44
116,,,,,,,50,0,50
117,,,,,,,49,0,49
118,,,,,,,53,0,53
119,,,,,,,52,0,52
120,,,,,,,46,0,46
121,,,,,,,55,0,55
122,,,,,,,41,0,41
123,,,,,,,41,0,41
124,,,,,,,46,0,46
125,,,,,,,52,0,52
126,,,,,,,57,0,57
127,,,,,,,42,0,42
128,,,,,,,40,0,40
129,,,,,,,49,0,49
130,,,,,,,53,0,53
131,,,,,,,44,0,44
132,,,,,,,51,0,51
133,,,,,,,43,0,43
134,,,,,,,49,0,49
135,,,,,,,52,0,52
136,,,,,,,51,0,51
137,,,,,,,45,0,45
138,,,,,,,58,0,58
139,,,,,,,57,0,57
140,,,,,,,51,0,51
141,,,,,,,59,0,59
142,,,,,,,47,0,47
143,,,,,,,54,0,54
144,,,,,,,44,0,44
145,,,,,,,63,0,63
146,,,,,,,48,0,48
147,,,,,,,49,0,49
148,,,,,,,49,0,49
149,,,,,,,39,0,39
150,,,,,,,56,0,56
151,,,,,,,42,0,42
152,,,,,,,51,0,51
153,,,,,,,48,0,48
154,,,,,,,43,0,43
155,,,,,,,46,0,46
156,,,,,,,50,0,50
157,,,,,,,47,0,47
158,,,,,,,47,0,47
159,,,,,,,56,0,56
160,,,,,,,49,0,49
161,,,,,,,54,0,54
162,,,,,,,49,0,49
163,,,,,,,47,0,47
164,,,,,,,48,0,48
165,,,,,,,39,0,39
