,grid size,height,refractory period,max distance,probability of spontaneous_activity,random connection,spikes_total,spikes_neighbours,spikes_input
0,50.0,2.0,7.0,3.0,0.02,False,59,0,59
1,,,,,,,357,308,49
2,,,,,,,871,855,16
3,,,,,,,804,799,5
4,,,,,,,348,347,1
5,,,,,,,57,57,0
6,,,,,,,0,0,0
7,,,,,,,0,0,0
8,,,,,,,0,0,0
9,,,,,,,0,0,0
10,,,,,,,11,0,11
11,,,,,,,33,10,23
12,,,,,,,172,117,55
13,,,,,,,581,552,29
14,,,,,,,855,839,16
15,,,,,,,542,531,11
16,,,,,,,252,247,5
17,,,,,,,53,53,0
18,,,,,,,1,1,0
19,,,,,,,0,0,0
20,,,,,,,1,0,1
21,,,,,,,3,0,3
22,,,,,,,11,0,11
23,,,,,,,40,11,29
24,,,,,,,224,188,36
25,,,,,,,613,585,28
26,,,,,,,806,793,13
27,,,,,,,513,504,9
28,,,,,,,202,199,3
29,,,,,,,79,79,0
30,,,,,,,8,8,0
31,,,,,,,0,0,0
32,,,,,,,0,0,0
33,,,,,,,4,0,4
34,,,,,,,18,0,18
35,,,,,,,114,85,29
36,,,,,,,390,358,32
37,,,,,,,744,722,22
38,,,,,,,604,592,12
39,,,,,,,299,293,6
40,,,,,,,181,177,4
41,,,,,,,122,122,0
42,,,,,,,24,24,0
43,,,,,,,1,1,0
44,,,,,,,0,0,0
45,,,,,,,11,0,11
46,,,,,,,64,34,30
47,,,,,,,302,273,29
48,,,,,,,603,580,23
49,,,,,,,559,545,14
50,,,,,,,466,450,16
51,,,,,,,233,229,4
52,,,,,,,134,129,5
53,,,,,,,101,101,0
54,,,,,,,25,25,0
55,,,,,,,3,2,1
56,,,,,,,13,0,13
57,,,,,,,92,76,16
58,,,,,,,236,210,26
59,,,,,,,503,483,20
60,,,,,,,583,564,19
61,,,,,,,481,465,16
62,,,,,,,332,323,9
63,,,,,,,171,165,6
64,,,,,,,65,64,1
65,,,,,,,23,23,0
66,,,,,,,4,0,4
67,,,,,,,31,24,7
68,,,,,,,109,98,11
69,,,,,,,245,220,25
70,,,,,,,377,359,18
71,,,,,,,471,449,22
72,,,,,,,450,425,25
73,,,,,,,440,432,8
74,,,,,,,213,208,5
75,,,,,,,95,90,5
76,,,,,,,68,68,0
77,,,,,,,64,64,0
78,,,,,,,83,78,5
79,,,,,,,128,117,11
80,,,,,,,234,222,12
81,,,,,,,310,294,16
82,,,,,,,388,368,20
83,,,,,,,364,353,11
84,,,,,,,343,337,6
85,,,,,,,315,307,8
86,,,,,,,176,171,5
87,,,,,,,82,81,1
88,,,,,,,21,13,8
89,,,,,,,45,32,13
90,,,,,,,158,146,12
91,,,,,,,283,266,17
92,,,,,,,334,325,9
93,,,,,,,354,338,16
94,,,,,,,371,350,21
95,,,,,,,342,335,7
96,,,,,,,310,306,4
97,,,,,,,181,180,1
98,,,,,,,87,85,2
99,,,,,,,26,24,2
100,,,,,,,10,0,10
101,,,,,,,74,58,16
102,,,,,,,225,213,12
103,,,,,,,333,313,20
104,,,,,,,385,366,19
105,,,,,,,401,382,19
106,,,,,,,356,345,11
107,,,,,,,292,279,13
108,,,,,,,268,267,1
109,,,,,,,120,120,0
110,,,,,,,24,24,0
111,,,,,,,12,9,3
112,,,,,,,11,1,10
113,,,,,,,58,39,19
114,,,,,,,244,216,28
115,,,,,,,366,347,19
116,,,,,,,496,470,26
117,,,,,,,507,492,15
118,,,,,,,456,449,7
119,,,,,,,225,225,0
120,,,,,,,85,84,1
121,,,,,,,42,41,1
122,,,,,,,9,9,0
123,,,,,,,5,0,5
124,,,,,,,35,21,14
125,,,,,,,135,121,14
126,,,,,,,271,247,24
127,,,,,,,437,410,27
128,,,,,,,620,598,22
129,,,,,,,543,538,5
130,,,,,,,289,287,2
131,,,,,,,111,110,1
132,,,,,,,43,43,0
133,,,,,,,11,10,1
134,,,,,,,5,0,5
135,,,,,,,30,21,9
136,,,,,,,109,97,12
137,,,,,,,231,216,15
138,,,,,,,400,369,31
139,,,,,,,531,505,26
140,,,,,,,624,616,8
141,,,,,,,355,353,2
142,,,,,,,138,133,5
143,,,,,,,66,66,0
144,,,,,,,10,10,0
145,,,,,,,6,0,6
146,,,,,,,23,15,8
147,,,,,,,84,66,18
148,,,,,,,223,208,15
149,,,,,,,374,357,17
150,,,,,,,407,380,27
151,,,,,,,480,468,12
152,,,,,,,455,450,5
153,,,,,,,270,268,2
154,,,,,,,136,133,3
155,,,,,,,34,33,1
156,,,,,,,15,9,6
157,,,,,,,48,41,7
158,,,,,,,119,113,6
159,,,,,,,207,190,17
160,,,,,,,272,257,15
161,,,,,,,351,328,23
162,,,,,,,418,398,20
163,,,,,,,442,437,5
164,,,,,,,346,340,6
165,,,,,,,185,182,3
166,,,,,,,84,79,5
167,,,,,,,40,38,2
168,,,,,,,70,62,8
169,,,,,,,131,124,7
170,,,,,,,206,198,8
171,,,,,,,249,235,14
172,,,,,,,347,326,21
173,,,,,,,419,402,17
174,,,,,,,464,450,14
175,,,,,,,327,323,4
176,,,,,,,186,185,1
177,,,,,,,75,73,2
178,,,,,,,28,25,3
179,,,,,,,57,51,6
180,,,,,,,110,100,10
181,,,,,,,165,153,12
182,,,,,,,217,204,13
183,,,,,,,294,276,18
184,,,,,,,360,344,16
185,,,,,,,434,412,22
186,,,,,,,436,429,7
187,,,,,,,279,275,4
188,,,,,,,105,103,2
189,,,,,,,25,21,4
190,,,,,,,20,16,4
191,,,,,,,80,69,11
192,,,,,,,148,134,14
193,,,,,,,210,195,15
194,,,,,,,307,286,21
195,,,,,,,435,418,17
196,,,,,,,399,390,9
197,,,,,,,369,360,9
198,,,,,,,307,303,4
199,,,,,,,157,156,1
200,,,,,,,47,44,3
201,,,,,,,37,32,5
202,,,,,,,64,57,7
203,,,,,,,162,151,11
204,,,,,,,227,210,17
205,,,,,,,317,300,17
206,,,,,,,396,377,19
207,,,,,,,434,417,17
208,,,,,,,382,371,11
209,,,,,,,283,278,5
210,,,,,,,146,146,0
